500kV建太甲线_1,500kV建太甲线_2,500kV建太甲线_3,500kV建太甲线_4,500kV建太甲线_33,500kV建太甲线_34,500kV建太甲线_35,500kV建太甲线_36
58.91341018676758,25.99483871459961,-85.24060821533203,-0.6427090167999268,-0.024143999442458153,0.0077760000713169575,-4.999999873689376e-06,-0.009480999782681465
54.72149658203125,31.246646881103516,-86.31441497802734,-0.7289270162582397,-0.024143999442458153,0.0077760000713169575,0.013771000318229198,-0.009480999782681465
49.73112106323242,36.385223388671875,-86.55723571777344,-0.47811099886894226,-0.02759600058197975,0.0008640000014565885,0.006883000023663044,-0.009480999782681465
45.31800842285156,41.85810470581055,-87.43678283691406,-0.2743229866027832,-0.02759600058197975,0.0008640000014565885,0.013771000318229198,-0.009480999782681465
40.230525970458984,46.99128723144531,-87.539306640625,-0.4075689911842346,-0.02759600058197975,-0.0025919999461621046,0.010327000170946121,-0.012928999960422516
35.38042068481445,52.00045394897461,-87.63103485107422,-0.23513300716876984,-0.024143999442458153,0.0008640000014565885,0.013771000318229198,-0.012928999960422516
30.309120178222656,55.89887237548828,-86.52485656738281,-0.2743229866027832,-0.024143999442458153,-0.006047999951988459,0.013771000318229198,-0.009480999782681465
25.059785842895508,60.59530258178711,-85.74783325195312,-0.15675300359725952,-0.024143999442458153,-0.006047999951988459,0.013771000318229198,-0.009480999782681465
19.740314483642578,64.15941619873047,-84.0750732421875,-0.2664850056171417,-0.024143999442458153,-0.006047999951988459,0.013771000318229198,-0.009480999782681465
14.755334854125977,67.10884094238281,-82.00300598144531,-0.18026700615882874,-0.024143999442458153,-0.012959999963641167,0.013771000318229198,-0.009480999782681465
9.711009979248047,70.27933502197266,-80.28168487548828,-0.3056749999523163,-0.020692000165581703,-0.009503999724984169,0.013771000318229198,-0.009480999782681465
3.9761250019073486,73.75178527832031,-77.82650756835938,-0.2194570004940033,-0.020692000165581703,-0.012959999963641167,0.02065899968147278,-0.009480999782681465
-1.5429600477218628,76.81983184814453,-75.40909576416016,-0.14107699692249298,-0.020692000165581703,-0.012959999963641167,0.02065899968147278,-0.009480999782681465
-6.857035160064697,79.42416381835938,-72.60317993164062,0.03919700160622597,-0.020692000165581703,-0.016416000202298164,0.02065899968147278,-0.009480999782681465
-11.976889610290527,81.8613510131836,-69.74329376220703,0.18028099834918976,-0.017240000888705254,-0.016416000202298164,0.02410300076007843,-0.009480999782681465
-17.835859298706055,83.52748107910156,-65.68010711669922,0.13325299322605133,-0.013787999749183655,-0.016416000202298164,0.02065899968147278,-0.009480999782681465
-22.90715980529785,85.12890625,-62.01082992553711,0.40758299827575684,-0.013787999749183655,-0.016416000202298164,0.02065899968147278,-0.009480999782681465
-27.97846031188965,85.86760711669922,-57.59150314331055,0.5800189971923828,-0.017240000888705254,-0.019872000440955162,0.02065899968147278,-0.009480999782681465
-32.77461624145508,86.90287017822266,-53.6901969909668,0.7524549961090088,-0.013787999749183655,-0.016416000202298164,0.02065899968147278,-0.009480999782681465
-38.28290939331055,87.35579681396484,-48.537017822265625,0.8700249791145325,-0.013787999749183655,-0.019872000440955162,0.02065899968147278,-0.009480999782681465
-43.51066589355469,88.0567626953125,-44.12308883666992,0.9484050273895264,-0.013787999749183655,-0.026784000918269157,0.02065899968147278,-0.009480999782681465
-48.42551040649414,87.9381332397461,-38.95372009277344,0.815159022808075,-0.013787999749183655,-0.019872000440955162,0.02065899968147278,-0.009480999782681465
-53.1677131652832,87.98666381835938,-34.1674690246582,1.0189470052719116,-0.01033599954098463,-0.019872000440955162,0.02065899968147278,-0.006033000070601702
-57.45674133300781,86.75189208984375,-28.85240936279297,0.7994830012321472,-0.006883999798446894,-0.026784000918269157,0.02065899968147278,-0.009480999782681465
-61.745765686035156,85.56026458740234,-23.504972457885742,0.5173149704933167,-0.01033599954098463,-0.026784000918269157,0.02065899968147278,-0.006033000070601702
-65.0097427368164,83.46277618408203,-18.341001510620117,0.13325299322605133,-0.006883999798446894,-0.026784000918269157,0.013771000318229198,-0.009480999782681465
-68.42477416992188,82.11477661132812,-13.38207721710205,0.4467729926109314,-0.003432000055909157,-0.030239999294281006,0.013771000318229198,-0.009480999782681465
-71.43518829345703,79.94718933105469,-8.379984855651855,0.3056890070438385,1.9999999494757503e-05,-0.026784000918269157,0.017215000465512276,-0.006033000070601702
-75.04444122314453,77.59088897705078,-2.4605729579925537,0.09406299889087677,-0.006883999798446894,-0.030239999294281006,0.013771000318229198,-0.009480999782681465
-77.59627532958984,74.9865493774414,2.7033989429473877,0.07054899632930756,-0.003432000055909157,-0.030239999294281006,0.013771000318229198,-0.009480999782681465
-80.22903442382812,72.40917205810547,8.050834655761719,0.40758299827575684,-0.003432000055909157,-0.033695999532938004,0.013771000318229198,-0.009480999782681465
-81.97161865234375,68.81271362304688,13.144659042358398,0.007845000363886356,0.0069240001030266285,-0.030239999294281006,0.013771000318229198,-0.006033000070601702
-84.1619873046875,64.56920623779297,19.4363956451416,-0.28216099739074707,0.0034719998948276043,-0.026784000918269157,0.013771000318229198,-0.009480999782681465
-85.28954315185547,60.81098175048828,24.28200340270996,-0.34486499428749084,0.0034719998948276043,-0.026784000918269157,0.010327000170946121,-0.009480999782681465
-86.2768325805664,56.48120880126953,29.586271286010742,-0.22729499638080597,0.0069240001030266285,-0.026784000918269157,0.006883000023663044,-0.009480999782681465
-86.7461929321289,52.286231994628906,34.248416900634766,-0.3056749999523163,0.0069240001030266285,-0.030239999294281006,0.0034390001092106104,-0.009480999782681465
-87.34503936767578,47.22853469848633,39.67139434814453,-0.6348710060119629,0.0069240001030266285,-0.026784000918269157,-4.999999873689376e-06,-0.009480999782681465
-87.5716323852539,42.510536193847656,44.608734130859375,-0.7289270162582397,0.01382800005376339,-0.026784000918269157,-4.999999873689376e-06,-0.002584999892860651
-87.36122131347656,37.16167068481445,49.74032974243164,-0.6427090167999268,0.01382800005376339,-0.026784000918269157,-4.999999873689376e-06,-0.009480999782681465
-87.01594543457031,32.5838623046875,54.10029983520508,-0.48594900965690613,0.01382800005376339,-0.026784000918269157,-0.0034489999525249004,-0.009480999782681465
-86.10958862304688,27.03010368347168,58.76244354248047,-0.4937869906425476,0.010375999845564365,-0.026784000918269157,-4.999999873689376e-06,-0.009480999782681465
-84.75004577636719,21.718982696533203,62.66374969482422,-0.48594900965690613,0.01727999933063984,-0.026784000918269157,-0.0034489999525249004,-0.009480999782681465
-82.83482360839844,16.564231872558594,65.7772445678711,-0.7210890054702759,0.01382800005376339,-0.026784000918269157,-0.0034489999525249004,-0.009480999782681465
-81.14079284667969,11.867798805236816,68.99325561523438,-0.47811099886894226,0.01382800005376339,-0.026784000918269157,-4.999999873689376e-06,-0.009480999782681465
-78.7292251586914,5.9204230308532715,72.2254638671875,-0.8543350100517273,0.01382800005376339,-0.026784000918269157,-0.006893000099807978,-0.009480999782681465
-76.52806854248047,0.31813499331474304,75.65192413330078,-0.8543350100517273,0.01727999933063984,-0.019872000440955162,-0.006893000099807978,-0.006033000070601702
-73.68489837646484,-4.858184814453125,78.23661041259766,-0.5173010230064392,0.01727999933063984,-0.019872000440955162,-0.006893000099807978,-0.009480999782681465
