110kV II母电压_5,110kV II母电压_6,110kV II母电压_7,110kV II母电压_8,110kV 腰双线_21,110kV 腰双线_22,110kV 腰双线_23,110kV 腰双线_24
21.44002914428711,60.846622467041016,-82.41885375976562,-0.06255199760198593,-0.0017219999572262168,0.08312900364398956,-0.07835099846124649,-0.005189999938011169
16.211271286010742,64.58523559570312,-80.94964599609375,-0.0469140000641346,-0.012054000049829483,0.096841000020504,-0.06801900267601013,-0.0017300000181421638
10.865846633911133,68.00566864013672,-79.03490447998047,-0.031275998800992966,-0.012054000049829483,0.10369700193405151,-0.06801900267601013,-0.0017300000181421638
5.414362907409668,71.20338439941406,-76.80191802978516,-0.0469140000641346,-0.025830000638961792,0.11055299639701843,-0.06113100051879883,0.0017300000181421638
-0.06893900036811829,74.12533569335938,-74.27191162109375,-0.2345699965953827,-0.029273999854922295,0.11055299639701843,-0.057686999440193176,-0.0017300000181421638
-5.350727081298828,76.68138122558594,-71.56156921386719,-0.16419899463653564,-0.0327179990708828,0.10712499916553497,-0.057686999440193176,-0.0017300000181421638
-10.690848350524902,78.95106506347656,-68.4269027709961,-0.10946600139141083,-0.03616200014948845,0.10712499916553497,-0.054242998361587524,-0.0017300000181421638
-16.020362854003906,80.9025650024414,-64.98991394042969,-0.031275998800992966,-0.0396060012280941,0.11055299639701843,-0.054242998361587524,-0.0017300000181421638
-21.026395797729492,82.44043731689453,-61.43623352050781,0.12510399520397186,-0.04993800073862076,0.11398100107908249,-0.04391099885106087,-0.005189999938011169
-26.043033599853516,83.78739929199219,-57.633262634277344,0.35185500979423523,-0.05338200181722641,0.11398100107908249,-0.040467001497745514,-0.0017300000181421638
-31.070276260375977,84.85330200195312,-53.5491828918457,0.5395110249519348,-0.05682599917054176,0.11740899831056595,-0.03357899934053421,0.0017300000181421638
-36.129337310791016,85.65936279296875,-49.178688049316406,0.7037100195884705,-0.060270000249147415,0.11055299639701843,-0.026691000908613205,-0.0017300000181421638
-41.14067459106445,86.07829284667969,-44.596031188964844,0.6880720257759094,-0.06715799868106842,0.10369700193405151,-0.01980300061404705,-0.0017300000181421638
-45.929283142089844,85.9510269165039,-39.8065185546875,0.3909499943256378,-0.06715799868106842,0.096841000020504,-0.009471000172197819,0.0017300000181421638
-50.51637649536133,85.48435974121094,-34.95866394042969,0.03909499943256378,-0.06715799868106842,0.09341300278902054,-0.0060270000249147415,-0.0017300000181421638
-54.81711196899414,84.67300415039062,-29.951688766479492,-0.10164699703454971,-0.06715799868106842,0.08998499810695648,0.0008609999786131084,-0.0017300000181421638
-58.74663543701172,83.54876708984375,-24.950016021728516,-0.22675099968910217,-0.07749000191688538,0.08998499810695648,0.004304999951273203,-0.0017300000181421638
-62.654945373535156,82.17528533935547,-19.768007278442383,-0.2423889935016632,-0.08093400299549103,0.08312900364398956,0.014636999927461147,-0.0017300000181421638
-65.96401977539062,80.36166381835938,-14.506440162658691,-0.1954749971628189,-0.08437799662351608,0.08312900364398956,0.02496900036931038,-0.0017300000181421638
-69.1033935546875,78.40485382080078,-9.3509521484375,0.08600900322198868,-0.08437799662351608,0.0797009989619255,0.02841299958527088,-0.0017300000181421638
-72.05716705322266,76.21471405029297,-4.073472023010254,0.26584601402282715,-0.09470999985933304,0.07284499704837799,0.035300999879837036,-0.0017300000181421638
-74.78290557861328,73.63745880126953,1.341912031173706,0.2814840078353882,-0.09470999985933304,0.06941699981689453,0.03874500095844269,-0.0017300000181421638
-77.1268310546875,70.65717315673828,6.635303974151611,0.22675099968910217,-0.09470999985933304,0.06598900258541107,0.049077000468969345,-0.0017300000181421638
-79.23212432861328,67.27385711669922,11.949912071228027,0.12510399520397186,-0.09470999985933304,0.059133000671863556,0.049077000468969345,-0.0017300000181421638
-81.18362426757812,63.87993621826172,17.1478328704834,-0.12510399520397186,-0.09470999985933304,0.0557049997150898,0.05596499890089035,-0.0017300000181421638
-82.89649963378906,60.3375358581543,22.313928604125977,-0.2971220016479492,-0.09126599878072739,0.0557049997150898,0.059408999979496,-0.005189999938011169
-84.30178833007812,56.418617248535156,27.495935440063477,-0.5004159808158875,-0.09815400093793869,0.04884900152683258,0.0662970021367073,-0.0017300000181421638
-85.20330047607422,52.21333694458008,32.60368728637695,-0.5160539746284485,-0.09470999985933304,0.041992999613285065,0.06974100321531296,-0.0017300000181421638
-85.7760238647461,47.81184768676758,37.584144592285156,-0.4847779870033264,-0.08782199770212173,0.02828099951148033,0.07662899792194366,-0.0017300000181421638
-85.8555679321289,43.086875915527344,42.43730545043945,-0.4300450086593628,-0.08782199770212173,0.024853000417351723,0.07662899792194366,-0.0017300000181421638
-85.56920623779297,38.09675216674805,47.18968963623047,-0.2423889935016632,-0.08093400299549103,0.021424999460577965,0.08351700007915497,-0.0017300000181421638
-85.00178527832031,33.0058708190918,51.857208251953125,-0.0469140000641346,-0.08093400299549103,0.01114100031554699,0.08351700007915497,-0.0017300000181421638
-83.95178985595703,27.867265701293945,55.93067932128906,-0.031275998800992966,-0.07060199975967407,0.0042849997989833355,0.08007299900054932,-0.0017300000181421638
-82.74270629882812,22.98850440979004,59.70182418823242,0.07818999886512756,-0.06715799868106842,0.0008570000063627958,0.08351700007915497,-0.0017300000181421638
-81.41165924072266,17.950654983520508,63.345672607421875,0.0,-0.06715799868106842,-0.0025710000190883875,0.09729299694299698,-0.005189999938011169
-79.7146987915039,12.73780632019043,66.79857635498047,-0.11728499829769135,-0.060270000249147415,-0.012854999862611294,0.10418099910020828,-0.005189999938011169
-77.7525863647461,7.461320877075195,70.07644653320312,-0.2893030047416687,-0.060270000249147415,-0.0265670008957386,0.10762500017881393,-0.0017300000181421638
-75.50941467285156,2.0999879837036133,73.0785140991211,-0.35967400670051575,-0.05682599917054176,-0.0265670008957386,0.10762500017881393,-0.0017300000181421638
-72.76776885986328,-3.13407301902771,75.67216491699219,-0.25802698731422424,-0.05682599917054176,-0.0265670008957386,0.10762500017881393,-0.0017300000181421638
-69.59127044677734,-8.272680282592773,77.80967712402344,0.015637999400496483,-0.043049998581409454,-0.02999499998986721,0.10418099910020828,-0.005189999938011169
-65.99583435058594,-13.602194786071777,79.78807067871094,0.3753120005130768,-0.043049998581409454,-0.043706998229026794,0.10418099910020828,-0.0017300000181421638
-62.267826080322266,-19.021860122680664,81.49065399169922,0.44568300247192383,-0.0396060012280941,-0.05056300014257431,0.11106900125741959,-0.0017300000181421638
-58.24284744262695,-24.356679916381836,82.98638153076172,0.61770099401474,-0.03616200014948845,-0.05741899833083153,0.11451300233602524,-0.0017300000181421638
-54.04287338256836,-29.7180118560791,84.10552978515625,0.633338987827301,-0.029273999854922295,-0.05399100109934807,0.11106900125741959,-0.0017300000181421638
-49.959564208984375,-34.78237533569336,85.02311706542969,0.523872971534729,-0.025830000638961792,-0.05741899833083153,0.10762500017881393,-0.0017300000181421638
-45.7542839050293,-39.7194709777832,85.67021179199219,0.22675099968910217,-0.018942000344395638,-0.060846999287605286,0.09729299694299698,-0.0017300000181421638
-41.20431137084961,-44.455047607421875,85.7603759765625,0.1485610008239746,-0.012054000049829483,-0.060846999287605286,0.09384900331497192,-0.0017300000181421638
-36.38918685913086,-48.86184310913086,85.36788177490234,0.1485610008239746,-0.0017219999572262168,-0.0677030012011528,0.09384900331497192,-0.005189999938011169
-31.377851486206055,-53.11484909057617,84.59880065917969,0.03909499943256378,0.008609999902546406,-0.07455900311470032,0.08351700007915497,-0.0017300000181421638
-26.313486099243164,-57.14512634277344,83.51148223876953,0.0,0.008609999902546406,-0.08141499757766724,0.08351700007915497,-0.0017300000181421638
-21.243818283081055,-60.89434814453125,82.30216979980469,0.1485610008239746,0.012054000049829483,-0.08141499757766724,0.08351700007915497,-0.0017300000181421638
-16.030969619750977,-64.63826751708984,80.82234954833984,0.1876560002565384,0.02238599956035614,-0.08141499757766724,0.07662899792194366,-0.005189999938011169
-10.796908378601074,-68.048095703125,78.9765625,0.21111300587654114,0.029273999854922295,-0.08827099949121475,0.07662899792194366,-0.0017300000181421638
-5.302999973297119,-71.2139892578125,76.70114135742188,0.22675099968910217,0.0396060012280941,-0.09512700140476227,0.06974100321531296,-0.005189999938011169
0.20681700110435486,-74.15715026855469,74.16053009033203,0.2893030047416687,0.043049998581409454,-0.09512700140476227,0.0662970021367073,0.0017300000181421638
5.536332130432129,-76.68668365478516,71.42366027832031,0.3283979892730713,0.04993800073862076,-0.09512700140476227,0.0662970021367073,-0.005189999938011169
10.91357421875,-78.97757720947266,68.23065948486328,0.1876560002565384,0.04993800073862076,-0.09855499863624573,0.06285300105810165,-0.0017300000181421638
16.23778533935547,-80.9025650024414,64.79366302490234,0.10164699703454971,0.05338200181722641,-0.09855499863624573,0.05596499890089035,-0.0017300000181421638
21.19078826904297,-82.41922760009766,61.20285415649414,-0.054733000695705414,0.06371399760246277,-0.09855499863624573,0.052521001547575,-0.0017300000181421638
26.186214447021484,-83.76618957519531,57.44762420654297,-0.27366501092910767,0.06715799868106842,-0.09855499863624573,0.049077000468969345,-0.005189999938011169
31.224063873291016,-84.79496765136719,53.294593811035156,-0.4222260117530823,0.07060199975967407,-0.09855499863624573,0.04218899831175804,-0.0017300000181421638
36.288429260253906,-85.5479965209961,48.95061492919922,-0.5160539746284485,0.07749000191688538,-0.09512700140476227,0.02841299958527088,-0.0017300000181421638
41.336883544921875,-85.9510269165039,44.39448165893555,-0.5004159808158875,0.07749000191688538,-0.08827099949121475,0.02496900036931038,-0.0017300000181421638
46.056556701660156,-85.81314849853516,39.5943603515625,-0.20329399406909943,0.07749000191688538,-0.08484300225973129,0.021524999290704727,-0.0017300000181421638
50.670166015625,-85.37299346923828,34.7199821472168,0.0469140000641346,0.07749000191688538,-0.08141499757766724,0.014636999927461147,-0.0017300000181421638
54.92847442626953,-84.55103302001953,29.73952865600586,0.27366501092910767,0.08437799662351608,-0.07455900311470032,0.004304999951273203,-0.005189999938011169
58.900421142578125,-83.45861053466797,24.748464584350586,0.3831309974193573,0.08782199770212173,-0.0677030012011528,0.0008609999786131084,-0.0017300000181421638
62.76100540161133,-82.0321044921875,19.518720626831055,0.3831309974193573,0.09815400093793869,-0.0677030012011528,-0.0060270000249147415,-0.005189999938011169
66.07007598876953,-80.197265625,14.273063659667969,0.21893200278282166,0.09815400093793869,-0.060846999287605286,-0.012915000319480896,-0.005189999938011169
69.16172790527344,-78.24046325683594,9.133487701416016,-0.031275998800992966,0.09815400093793869,-0.05741899833083153,-0.0163589995354414,-0.005189999938011169
72.15792083740234,-76.05032348632812,3.8294880390167236,-0.2502079904079437,0.09815400093793869,-0.060846999287605286,-0.026691000908613205,-0.0017300000181421638
74.8624496459961,-73.48367309570312,-1.5169440507888794,-0.2502079904079437,0.10504200309515,-0.05741899833083153,-0.030135000124573708,-0.005189999938011169
77.22228240966797,-70.52989959716797,-6.831552028656006,-0.10946600139141083,0.10848599672317505,-0.05056300014257431,-0.04391099885106087,-0.005189999938011169
79.22682189941406,-67.08294677734375,-12.151464462280273,-0.015637999400496483,0.10848599672317505,-0.043706998229026794,-0.04391099885106087,-0.0017300000181421638
81.09347534179688,-63.67312240600586,-17.322864532470703,0.2345699965953827,0.10848599672317505,-0.03342299908399582,-0.04735499992966652,-0.005189999938011169
82.79043579101562,-60.067081451416016,-22.44122314453125,0.45350199937820435,0.10848599672317505,-0.03342299908399582,-0.05079900100827217,-0.0017300000181421638
84.17452239990234,-56.1163444519043,-27.665664672851562,0.61770099401474,0.10848599672317505,-0.03342299908399582,-0.054242998361587524,-0.0017300000181421638
85.10784912109375,-51.92697525024414,-32.76811218261719,0.6802530288696289,0.10848599672317505,-0.0265670008957386,-0.06113100051879883,-0.0017300000181421638
