阿太乙线_5,阿太乙线_6,阿太乙线_7,阿太乙线_8,阿太乙线_25,阿太乙线_26,阿太乙线_27,阿太乙线_28
53.35957717895508,-87.10641479492188,33.394107818603516,-0.06331700086593628,-0.07775600254535675,0.13846099376678467,-0.05411500111222267,7.000000096013537e-06
57.861873626708984,-85.9471435546875,28.34622573852539,-0.19787199795246124,-0.08812399953603745,0.13846099376678467,-0.04037100076675415,7.000000096013537e-06
61.92969512939453,-85.34603881835938,23.119417190551758,-0.12663699686527252,-0.09503600001335144,0.13846099376678467,-0.036935001611709595,7.000000096013537e-06
65.88346099853516,-83.40318298339844,17.784170150756836,-0.213701993227005,-0.09849199652671814,0.13846099376678467,-0.023190999403595924,7.000000096013537e-06
69.34844207763672,-81.6589126586914,12.275418281555176,-0.174126997590065,-0.10886000096797943,0.13158099353313446,-0.016318999230861664,0.0068789999932050705
72.57445526123047,-79.21692657470703,6.78835391998291,-0.12663699686527252,-0.11231599748134613,0.12470100075006485,-0.009446999989449978,0.0068789999932050705
75.37142181396484,-77.07012939453125,1.4097299575805664,0.1424729973077774,-0.11231599748134613,0.11782100051641464,0.0008609999786131084,0.00344299990683794
78.08692169189453,-73.88212585449219,-3.99058198928833,0.19787800312042236,-0.12268400192260742,0.11782100051641464,0.01116899959743023,-0.0034290000330656767
80.2647476196289,-70.7692642211914,-9.401738166809082,0.5461379885673523,-0.12268400192260742,0.11094100028276443,0.01460499968379736,7.000000096013537e-06
82.20904541015625,-67.0338363647461,-14.76951789855957,0.6252880096435547,-0.12613999843597412,0.11094100028276443,0.02491299994289875,7.000000096013537e-06
83.89808654785156,-63.352073669433594,-20.180673599243164,0.7915030121803284,-0.1330520063638687,0.10062099993228912,0.03178500011563301,0.0068789999932050705
85.42963409423828,-59.192649841308594,-25.374950408935547,0.7915030121803284,-0.12959599494934082,0.09718099981546402,0.042093001306056976,0.0068789999932050705
86.46694946289062,-55.19423294067383,-30.574647903442383,0.9735479950904846,-0.1330520063638687,0.0834209993481636,0.04896499961614609,7.000000096013537e-06
87.15669250488281,-50.72888946533203,-35.74181365966797,0.9339730143547058,-0.1330520063638687,0.0765409991145134,0.05927300080657005,0.00344299990683794
87.46625518798828,-46.10790252685547,-40.757164001464844,0.9893779754638672,-0.1365080028772354,0.06966099888086319,0.06614500284194946,0.00344299990683794
87.53685760498047,-41.374210357666016,-45.588165283203125,0.7835879921913147,-0.1330520063638687,0.06278099864721298,0.07301700115203857,7.000000096013537e-06
87.19470977783203,-36.61368179321289,-50.33241653442383,0.7281829714775085,-0.1330520063638687,0.055900998413562775,0.0867609977722168,0.00344299990683794
86.65703582763672,-31.6867733001709,-54.76761245727539,0.459073007106781,-0.1330520063638687,0.04558100178837776,0.0936330035328865,0.0068789999932050705
85.8423843383789,-26.389545440673828,-59.05099105834961,0.3561779856681824,-0.1330520063638687,0.04214100167155266,0.0936330035328865,7.000000096013537e-06
84.51721954345703,-21.199655532836914,-63.0849609375,0.2216230034828186,-0.12613999843597412,0.03526100143790245,0.10050500184297562,0.00344299990683794
82.7141342163086,-15.693114280700684,-66.6580581665039,0.2928580045700073,-0.12613999843597412,0.028380999341607094,0.11081299930810928,0.00344299990683794
80.69380187988281,-10.293911933898926,-70.14982604980469,0.2691130042076111,-0.12268400192260742,0.01118099968880415,0.11424899846315384,0.00344299990683794
78.2770004272461,-4.610259056091309,-73.21868133544922,0.27702799439430237,-0.11922799795866013,0.004300999920815229,0.12112099677324295,0.0068789999932050705
75.54521179199219,0.3703170120716095,-76.0869140625,0.15038800239562988,-0.11922799795866013,-0.0060189999639987946,0.12112099677324295,0.0068789999932050705
72.45497131347656,6.12910795211792,-78.54850769042969,0.04749299958348274,-0.11577200144529343,-0.012899000197649002,0.12799300253391266,7.000000096013537e-06
69.03887176513672,11.437070846557617,-80.64682006835938,0.015832999721169472,-0.10886000096797943,-0.01977900043129921,0.13142900168895721,7.000000096013537e-06
65.45984649658203,17.072420120239258,-82.457763671875,-0.15038199722766876,-0.10194800049066544,-0.026659000664949417,0.13142900168895721,7.000000096013537e-06
61.58753967285156,22.047630310058594,-84.1060562133789,-0.27702200412750244,-0.09503600001335144,-0.033539000898599625,0.13486500084400177,0.0068789999932050705
57.709808349609375,27.763484954833984,-85.3856430053711,-0.569877028465271,-0.08812399953603745,-0.04729900136590004,0.14173699915409088,0.00344299990683794
53.48448944091797,32.65818786621094,-86.40498352050781,-0.5857070088386536,-0.08121199905872345,-0.05417900159955025,0.13830099999904633,0.0068789999932050705
48.99848175048828,37.94468307495117,-87.07189178466797,-0.728177011013031,-0.07084400206804276,-0.061059001833200455,0.14173699915409088,7.000000096013537e-06
44.240928649902344,42.47979736328125,-87.45143127441406,-0.6965169906616211,-0.06738799810409546,-0.07137899845838547,0.13830099999904633,7.000000096013537e-06
39.57569885253906,47.55698013305664,-87.38636779785156,-0.9181370139122009,-0.06393200159072876,-0.07481899857521057,0.14173699915409088,7.000000096013537e-06
34.666072845458984,51.523193359375,-87.07189178466797,-0.6648569703102112,-0.05356400087475777,-0.08169899880886078,0.14173699915409088,0.00344299990683794
29.669553756713867,56.171016693115234,-86.35076141357422,-0.7202619910240173,-0.039739999920129776,-0.08857899904251099,0.14173699915409088,7.000000096013537e-06
24.455793380737305,60.27140426635742,-85.36937713623047,-0.5936220288276672,-0.03282799944281578,-0.0988989993929863,0.13486500084400177,7.000000096013537e-06
19.28005027770996,64.66161346435547,-83.90544128417969,-0.569877028465271,-0.029371999204158783,-0.1057789996266365,0.13486500084400177,7.000000096013537e-06
