220kV I段电压_1,220kV I段电压_2,220kV I段电压_3,220kV I段电压_4,220kV大东线_9,220kV大东线_10,220kV大东线_11,220kV大东线_12
56.292144775390625,-82.91963958740234,26.43021011352539,-0.18841400742530823,0.2696340084075928,-0.3907879889011383,0.11762800067663193,0.004333999939262867
59.83047866821289,-81.06853485107422,21.20619010925293,0.08633600175380707,0.29137900471687317,-0.3821040093898773,0.13069899380207062,-1.4000000192027073e-05
63.32598876953125,-79.31373596191406,15.923355102539062,0.03138599917292595,0.31312400102615356,-0.3821040093898773,0.07841499894857407,-0.01305800024420023
67.0570297241211,-77.60708618164062,10.36782169342041,-0.08636400103569031,0.30007699131965637,-0.36907801032066345,0.06534399837255478,-0.02610200084745884
70.5953598022461,-75.64363861083984,4.78020715713501,-0.3061639964580536,0.35661399364471436,-0.37342000007629395,0.026131000369787216,-0.02610200084745884
74.02127838134766,-73.1933364868164,-1.080104947090149,-0.32971400022506714,0.35661399364471436,-0.3126319944858551,0.008702999912202358,-0.021754000335931778
76.72454833984375,-70.25618743896484,-6.726537227630615,-0.25121399760246277,0.36096298694610596,-0.3603940010070801,0.008702999912202358,-0.01305800024420023
78.85504150390625,-66.69843292236328,-12.175129890441895,0.03138599917292595,0.40445300936698914,-0.3213160037994385,-0.056651998311281204,0.004333999939262867
80.75535583496094,-63.07648468017578,-17.559558868408203,0.2354860007762909,0.38270801305770874,-0.316974014043808,-0.034866999834775925,-0.004362000152468681
82.37731170654297,-59.54013442993164,-22.655250549316406,0.4238860011100769,0.41315099596977234,-0.3126319944858551,-0.09150800108909607,-0.004362000152468681
83.79586029052734,-55.730934143066406,-27.783023834228516,0.470986008644104,0.40010398626327515,-0.277895987033844,-0.12200699746608734,-0.01305800024420023
85.02169799804688,-51.93778610229492,-32.8359375,0.4788359999656677,0.40445300936698914,-0.29092198610305786,-0.14379200339317322,-0.02610200084745884
85.64264678955078,-47.759437561035156,-37.685665130615234,0.44743600487709045,0.40445300936698914,-0.21710799634456635,-0.1568630039691925,-0.008709999732673168
86.0601806640625,-43.50083541870117,-42.284088134765625,0.5259360074996948,0.41315099596977234,-0.21710799634456635,-0.1568630039691925,-1.4000000192027073e-05
85.96382141113281,-38.95868682861328,-46.62050247192383,0.6044359803199768,0.42184901237487793,-0.17802999913692474,-0.1525059938430786,-0.008709999732673168
85.12340545654297,-34.25603485107422,-50.45430374145508,0.6044359803199768,0.38270801305770874,-0.16500400006771088,-0.1742909997701645,0.008682000450789928
84.07421875,-29.542686462402344,-54.2078971862793,0.5023859739303589,0.40010398626327515,-0.1606619954109192,-0.23528900742530823,0.004333999939262867
82.43619537353516,-24.56183624267578,-57.704833984375,0.30613601207733154,0.40880200266838074,-0.13026799261569977,-0.2788589894771576,-1.4000000192027073e-05
80.75,-19.217185974121094,-61.367530822753906,0.015685999765992165,0.41315099596977234,-0.09987399727106094,-0.2832159996032715,0.013030000030994415
78.74797821044922,-13.899286270141602,-64.90189361572266,-0.1334639936685562,0.40445300936698914,-0.09119000285863876,-0.30500099062919617,-0.017405999824404716
76.60678100585938,-8.463685989379883,-68.19564819335938,-0.16486400365829468,0.40445300936698914,-0.0390859991312027,-0.30500099062919617,-1.4000000192027073e-05
74.40670013427734,-2.894335985183716,-71.4947509765625,-0.05496399849653244,0.40880200266838074,-0.017376000061631203,-0.30935800075531006,-0.008709999732673168
71.75696563720703,2.7766640186309814,-74.57462310791016,-0.14131399989128113,0.39575499296188354,-7.999999979801942e-06,-0.30935800075531006,-0.004362000152468681
68.62545776367188,8.378113746643066,-77.06097412109375,-0.2669140100479126,0.39140599966049194,0.030386000871658325,-0.3659990131855011,-0.004362000152468681
65.16206359863281,13.776264190673828,-79.10353088378906,-0.46316400170326233,0.36096298694610596,0.034728001803159714,-0.3572849929332733,-0.008709999732673168
61.436378479003906,19.158363342285156,-80.9161605834961,-0.5573639869689941,0.34356701374053955,0.06077999994158745,-0.3703559935092926,-0.008709999732673168
57.87663269042969,24.42811393737793,-82.6325454711914,-0.5259640216827393,0.32182198762893677,0.09985800087451935,-0.3921410143375397,-0.008709999732673168
54.28477096557617,29.532014846801758,-84.08158874511719,-0.5259640216827393,0.32617101073265076,0.10854200273752213,-0.3877840042114258,-0.008709999732673168
50.49484634399414,34.4005126953125,-85.12425231933594,-0.4082140028476715,0.2739830017089844,0.13459399342536926,-0.3834269940853119,-0.01305800024420023
46.52827453613281,39.22621536254883,-85.96907806396484,-0.37681400775909424,0.2696340084075928,0.17801399528980255,-0.3747130036354065,0.02172599919140339
42.31010818481445,43.789764404296875,-86.2898941040039,-0.3061639964580536,0.2174459993839264,0.1997240036725998,-0.3747130036354065,-0.008709999732673168
37.8510627746582,47.962764739990234,-85.91026306152344,-0.22766399383544922,0.195701003074646,0.25182801485061646,-0.3964979946613312,-1.4000000192027073e-05
33.06547927856445,51.77196502685547,-84.9317626953125,-0.29831400513648987,0.152210995554924,0.2344599962234497,-0.40085500478744507,-0.004362000152468681
28.0604248046875,55.31901550292969,-83.50946044921875,-0.28261399269104004,0.139164000749588,0.24748599529266357,-0.3747130036354065,-0.01305800024420023
22.85195541381836,58.79116439819336,-81.760986328125,-0.19626399874687195,0.11741899698972702,0.2691960036754608,-0.3964979946613312,-0.017405999824404716
