1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,13-220kV草水Ⅱ回线电流Ia_13,14-220kV草水Ⅱ回线电流Ib_14,15-220kV草水Ⅱ回线电流Ic_15,16-220kV草水Ⅱ回线电流3Io_16
-64.87349700927734,81.2672119140625,-16.668806076049805,-0.5068693161010742,0.42326128482818604,-0.4942142963409424,0.07062344998121262,-0.03530658036470413
-68.36986541748047,79.36622619628906,-11.313239097595215,-0.6335866451263428,0.45853307843208313,-0.45891329646110535,0.03531172499060631,0.03530658036470413
-71.4530258178711,77.14840698242188,-5.89429235458374,-0.5068693161010742,0.49380484223365784,-0.4236122667789459,-0.03531172499060631,0.0
-74.44082641601562,74.70880889892578,-0.5070359110832214,-0.5702279806137085,0.49380484223365784,-0.4236122667789459,-0.07062344998121262,0.0
-77.01542663574219,72.04742431640625,4.753461837768555,-0.5385486483573914,0.49380484223365784,-0.3883112370967865,-0.10593517869710922,0.0
-79.303955078125,69.10089874267578,9.950579643249512,-0.696945309638977,0.5290766358375549,-0.3883112370967865,-0.14124689996242523,0.0
-81.24285125732422,65.774169921875,15.179388046264648,-0.7603039741516113,0.5290766358375549,-0.3530102074146271,-0.14124689996242523,0.0
-82.80032348632812,62.06724166870117,20.37650489807129,-0.9820593595504761,0.5290766358375549,-0.3530102074146271,-0.17655862867832184,0.0
-84.03994750976562,58.106849670410156,25.510244369506836,-1.1087766885757446,0.5290766358375549,-0.2824081778526306,-0.21187035739421844,0.0
-84.99349975585938,53.829627990722656,30.612293243408203,-1.2671732902526855,0.5290766358375549,-0.2471071481704712,-0.24718208611011505,0.0
-85.53384399414062,49.48904037475586,35.587581634521484,-1.2354940176010132,0.49380484223365784,-0.21180613338947296,-0.28249379992485046,0.0
-85.88348388671875,44.95835494995117,40.53118133544922,-1.0770972967147827,0.5290766358375549,-0.21180613338947296,-0.28249379992485046,0.0
-85.91526794433594,40.300933837890625,45.22126388549805,-1.0770972967147827,0.5290766358375549,-0.1412040889263153,-0.28249379992485046,0.0
-85.62920379638672,35.42173385620117,49.81627655029297,-0.9187006950378418,0.49380484223365784,-0.17650510370731354,-0.31780552864074707,0.0
-84.99349975585938,30.320751190185547,54.28453063964844,-0.7919833064079285,0.5290766358375549,-0.1412040889263153,-0.3884289860725403,0.03530658036470413
-83.81745147705078,25.156400680541992,58.37250900268555,-0.7286246418952942,0.5290766358375549,-0.10590306669473648,-0.3884289860725403,0.03530658036470413
-82.29176330566406,19.960369110107422,62.270347595214844,-0.3484726548194885,0.49380484223365784,-0.07060204446315765,-0.3884289860725403,0.0
