第二组母线_Ua_5,第二组母线_Ub_6,第二组母线_Uc_7,第二组母线_3U0_8,220KV朝黄II回线_Ia_41,220KV朝黄II回线_Ib_42,220KV朝黄II回线_Ic_43,220KV朝黄II回线_3I0_44
-85.37060546875,40.31071853637695,44.48713302612305,-1.0979729890823364,-1.0903970003128052,0.3895629942417145,0.8125320076942444,-0.025930000469088554
-85.12911224365234,35.60079574584961,49.10482406616211,-0.9811679720878601,-1.0903970003128052,0.3203069865703583,0.8816840052604675,0.008654000237584114
-84.58381652832031,30.711814880371094,53.4966926574707,-0.7241969704627991,-1.0903970003128052,0.25105100870132446,0.9162600040435791,-0.025930000469088554
-83.28288269042969,25.472509384155273,57.623802185058594,-0.4360780119895935,-1.0211650133132935,0.14716699719429016,0.9162600040435791,-0.025930000469088554
-82.04427337646484,19.976299285888672,61.89107894897461,-0.3192729949951172,-1.0211650133132935,0.11253900080919266,0.9508360028266907,0.008654000237584114
-80.47069549560547,14.612435340881348,65.92474365234375,-0.08566299825906754,-0.9865490198135376,0.04328300058841705,1.019987940788269,-0.025930000469088554
-78.43750762939453,8.999449729919434,69.5145492553711,0.007780999876558781,-0.9519330263137817,0.04328300058841705,1.0545639991760254,-0.025930000469088554
-75.90575408935547,3.386465072631836,72.52812194824219,0.007780999876558781,-0.9519330263137817,-0.06060099974274635,1.0891400575637817,-0.060513999313116074
-72.88323211669922,-1.954045057296753,75.13676452636719,0.24139100313186646,-0.9173169732093811,-0.16448499262332916,1.1237159967422485,0.008654000237584114
-69.90745544433594,-7.325695037841797,77.51180267333984,0.4672139883041382,-0.8134689927101135,-0.16448499262332916,1.1582920551300049,-0.025930000469088554
-66.77587127685547,-12.339235305786133,79.5052719116211,0.6229540109634399,-0.8134689927101135,-0.23374100029468536,1.1582920551300049,-0.025930000469088554
-63.38722610473633,-17.134794235229492,80.99259185791016,0.8332030177116394,-0.709621012210846,-0.30299699306488037,1.1928679943084717,-0.025930000469088554
-59.570125579833984,-22.27289581298828,82.4876937866211,0.9110730290412903,-0.6750050187110901,-0.4068810045719147,1.227444052696228,-0.025930000469088554
-56.06462478637695,-27.302005767822266,83.98279571533203,0.9188600182533264,-0.6403890252113342,-0.4415090084075928,1.1928679943084717,0.008654000237584114
-52.138465881347656,-32.261051177978516,84.90166473388672,0.879925012588501,-0.5365409851074219,-0.510765016078949,1.1928679943084717,-0.025930000469088554
-47.776065826416016,-37.064395904541016,85.40782165527344,0.7397590279579163,-0.46730899810791016,-0.5800210237503052,1.1928679943084717,0.008654000237584114
-43.289024353027344,-41.79767608642578,85.60249328613281,0.5684450268745422,-0.4326930046081543,-0.6146489977836609,1.1928679943084717,-0.025930000469088554
-38.71629333496094,-46.46867370605469,85.47789764404297,0.3114739954471588,-0.39807701110839844,-0.7185329794883728,1.227444052696228,-0.025930000469088554
-33.816383361816406,-50.87498474121094,84.95616912841797,0.1713079959154129,-0.29422900080680847,-0.7185329794883728,1.1582920551300049,0.008654000237584114
-28.893104553222656,-54.89982986450195,84.06845092773438,0.2803260087966919,-0.2596130073070526,-0.7531610131263733,1.1928679943084717,-0.025930000469088554
-23.46347427368164,-59.010311126708984,82.62786102294922,0.09343799948692322,-0.1903810054063797,-0.8570449948310852,1.1582920551300049,0.008654000237584114
-18.02605438232422,-63.31541442871094,81.37415313720703,-0.01558000035583973,-0.12114900350570679,-0.8916730284690857,1.0891400575637817,0.008654000237584114
-12.292614936828613,-67.2234878540039,79.73888397216797,-0.07008899748325348,-0.08653300255537033,-0.9263010025024414,1.0891400575637817,0.008654000237584114
