110kV I母电压_1,110kV I母电压_2,110kV I母电压_3,110kV I母电压_4,110kV 腰勤线_9,110kV 腰勤线_10,110kV 腰勤线_11,110kV 腰勤线_12
61.49654006958008,-82.31400299072266,21.013105392456055,-0.023466000333428383,0.06707999855279922,-0.08630000054836273,0.06974100321531296,0.011127999983727932
65.13114929199219,-80.58702087402344,15.872559547424316,0.21901600062847137,0.07137999683618546,-0.08888900279998779,0.06199200078845024,0.00684799998998642
68.47393035888672,-78.65560150146484,10.663049697875977,0.3128800094127655,0.07998000085353851,-0.08630000054836273,0.05682599917054176,0.01027199998497963
71.46651458740234,-76.30992126464844,5.3951849937438965,0.40674400329589844,0.08342000097036362,-0.08630000054836273,0.052521001547575,0.01027199998497963
74.2415542602539,-73.6037826538086,0.0,0.5710060000419617,0.0860000029206276,-0.08025900274515152,0.04132800176739693,0.011127999983727932
76.75659942626953,-70.74700164794922,-5.342134952545166,0.6883360147476196,0.09803999960422516,-0.0811220034956932,0.035300999879837036,0.01027199998497963
78.96920013427734,-67.8525619506836,-10.594084739685059,0.39892199635505676,0.10577999800443649,-0.07939600199460983,0.030135000124573708,0.012839999981224537
81.08628845214844,-64.73754119873047,-15.946829795837402,0.19554999470710754,0.10835999995470047,-0.07335499674081802,0.02238599956035614,0.007703999988734722
82.73645782470703,-61.1221809387207,-21.12981414794922,0.2424820065498352,0.10750000178813934,-0.06990300118923187,0.014636999927461147,0.012839999981224537
84.0205078125,-57.1409797668457,-26.323410034179688,0.3910999894142151,0.1126599982380867,-0.06645099818706512,0.008609999902546406,0.011983999982476234
84.95967102050781,-52.92844009399414,-31.48517417907715,0.3754560053348541,0.11695999652147293,-0.06041000038385391,-0.002583000110462308,0.01027199998497963
85.60169982910156,-48.61906051635742,-36.41352081298828,0.4458540081977844,0.11782000213861465,-0.056095000356435776,-0.006887999828904867,0.011127999983727932
85.88822174072266,-43.92770004272461,-41.15618896484375,0.6335819959640503,0.1264200061559677,-0.052643001079559326,-0.012054000049829483,0.011127999983727932
85.64414978027344,-38.8543586730957,-45.84050369262695,0.8760640025138855,0.12470000237226486,-0.05350600183010101,-0.021524999290704727,0.01369599997997284
85.12416076660156,-33.68955993652344,-50.44524383544922,0.9855719804763794,0.1264200061559677,-0.046601999551057816,-0.02496900036931038,0.011983999982476234
84.31233978271484,-28.73457908630371,-54.69985580444336,0.7743780016899109,0.1289999932050705,-0.03883500024676323,-0.03357899934053421,0.012839999981224537
83.16624450683594,-23.83877944946289,-58.6202507019043,0.6179379820823669,0.1358799934387207,-0.033656999468803406,-0.0396060012280941,0.012839999981224537
81.70178985595703,-18.77082061767578,-62.26478576660156,0.4927859902381897,0.1358799934387207,-0.03193100169301033,-0.049077000468969345,0.009415999986231327
79.94019317626953,-13.64367961883545,-65.68650817871094,0.25812599062919617,0.1324400007724762,-0.027615999802947044,-0.05338200181722641,0.011127999983727932
77.79656982421875,-8.521920204162598,-68.88542175292969,0.10950800031423569,0.1358799934387207,-0.027615999802947044,-0.052521001547575,0.008559999987483025
75.65825653076172,-3.394779920578003,-71.82439422607422,0.11732999980449677,0.13673999905586243,-0.01639699935913086,-0.06457500159740448,0.012839999981224537
73.31300354003906,1.7915400266647339,-74.64665222167969,0.10168600082397461,0.13502000272274017,-0.01294500008225441,-0.06113100051879883,0.014551999978721142
70.4265365600586,7.063940048217773,-77.0020751953125,0.13297399878501892,0.13157999515533447,-0.006041000131517649,-0.06801900267601013,0.011127999983727932
66.94049835205078,12.540780067443848,-79.10285186767578,0.023466000333428383,0.13072000443935394,-0.0008629999938420951,-0.07146299630403519,0.012839999981224537
63.28996658325195,18.071420669555664,-80.89064025878906,0.13297399878501892,0.13072000443935394,-0.0008629999938420951,-0.07576800137758255,0.014551999978721142
59.34230422973633,23.402999877929688,-82.2911605834961,0.07822000235319138,0.12039999663829803,0.005177999846637249,-0.08265600353479385,0.008559999987483025
55.26198959350586,28.562419891357422,-83.44234466552734,0.007822000421583652,0.11953999847173691,0.021575000137090683,-0.08007299900054932,0.011127999983727932
51.04902648925781,33.754119873046875,-84.50334167480469,0.007822000421583652,0.11094000190496445,0.02243800088763237,-0.08696100115776062,0.014551999978721142
46.85728454589844,38.822078704833984,-85.20360565185547,0.11732999980449677,0.1126599982380867,0.027615999802947044,-0.08696100115776062,0.005991999991238117
42.294124603271484,43.594139099121094,-85.48477172851562,0.07822000235319138,0.1092199981212616,0.037108998745679855,-0.09470999985933304,0.011983999982476234
37.624847412109375,48.01649856567383,-85.33092498779297,-0.03911000117659569,0.10577999800443649,0.04228699952363968,-0.09729299694299698,0.009415999986231327
32.801692962646484,52.16447830200195,-84.79512023925781,-0.2424820065498352,0.09803999960422516,0.05523199960589409,-0.09643200039863586,0.011127999983727932
27.64426040649414,56.301700592041016,-83.86144256591797,-0.2424820065498352,0.08427999913692474,0.059546999633312225,-0.09987600147724152,0.011127999983727932
22.386014938354492,60.30979919433594,-82.44500732421875,-0.18772800266742706,0.07825999706983566,0.06731399893760681,-0.09384900331497192,0.00684799998998642
17.186134338378906,63.97357940673828,-80.92247009277344,-0.015644000843167305,0.07137999683618546,0.0750809982419014,-0.09815400093793869,0.011983999982476234
12.140128135681152,67.44905853271484,-79.1399917602539,0.20337200164794922,0.06536000221967697,0.08371099829673767,-0.09815400093793869,0.005135999992489815
6.93494176864624,70.58560180664062,-76.94371795654297,0.39892199635505676,0.05762000009417534,0.08284799754619598,-0.09987600147724152,0.009415999986231327
