220kVIV母_5,220kVIV母_6,220kVIV母_7,220kVIV母_8,220kV龙嵩I回_13,220kV龙嵩I回_14,220kV龙嵩I回_15,220kV龙嵩I回_16
-84.85122680664062,37.49607467651367,47.44425964355469,-9.999999747378752e-06,-0.04143400117754936,0.022456999868154526,0.029184000566601753,0.007823999971151352
-84.03598022460938,32.555660247802734,51.56866455078125,0.07103600353002548,-0.03970799967646599,0.018137000501155853,0.028325999155640602,0.008693000301718712
-83.16094207763672,27.321754455566406,55.839786529541016,-0.015798000618815422,-0.0319410003721714,0.015545000322163105,0.03347399830818176,0.006085999775677919
-81.86197662353516,22.082414627075195,59.92615509033203,0.14208200573921204,-0.03625600039958954,0.012089000083506107,0.03347399830818176,0.0026100000832229853
-80.38365936279297,16.6202392578125,63.795162200927734,0.03945999965071678,-0.03280400112271309,0.00776899978518486,0.03347399830818176,0.005216999910771847
-78.76403045654297,11.592864990234375,67.19141387939453,0.11050599813461304,-0.031077999621629715,-7.000000096013537e-06,0.034331999719142914,-0.0008660000166855752
-76.54654693603516,6.174170017242432,70.4300765991211,0.1341879963874817,-0.031077999621629715,-0.0008709999965503812,0.034331999719142914,-0.0017350000562146306
-74.40515899658203,0.9456999897956848,73.57636260986328,0.181551992893219,-0.02935199998319149,-0.002598999999463558,0.03690600022673607,-0.0034729999024420977
-71.56265258789062,-4.494734764099121,76.16838073730469,0.2289160043001175,-0.030215000733733177,-0.006918999832123518,0.034331999719142914,0.005216999910771847
-68.8397216796875,-9.299275398254395,78.1572265625,0.06314200162887573,-0.022447999566793442,-0.006918999832123518,0.04291199892759323,0.0008720000041648746
-65.24718475341797,-14.375564575195312,79.65701293945312,-9.999999747378752e-06,-0.028488999232649803,-0.012102999724447727,0.03261600062251091,-0.0060800001956522465
-61.855743408203125,-19.375764846801758,81.22200012207031,-0.007903999648988247,-0.028488999232649803,-0.012102999724447727,0.03604799881577492,3.000000106112566e-06
-57.8881950378418,-24.712934494018555,82.82503509521484,0.28417399525642395,-0.02331100031733513,-0.013830999843776226,0.035190001130104065,-0.002604000037536025
-53.69780731201172,-29.76205062866211,83.60209655761719,0.213128000497818,-0.020721999928355217,-0.02160700038075447,0.034331999719142914,-0.0034729999024420977
-49.06175231933594,-34.94704055786133,84.22700500488281,0.3078559935092926,-0.01985899917781353,-0.026791000738739967,0.03690600022673607,-0.010425000451505184
-44.360477447509766,-39.96354675292969,84.47696685791016,0.2447039932012558,-0.018996000289916992,-0.025926999747753143,0.04205400124192238,-0.006949000060558319
-40.05595779418945,-44.68112564086914,84.98233032226562,0.36311399936676025,-0.015544000081717968,-0.025926999747753143,0.03604799881577492,-0.007818000391125679
-35.180763244628906,-49.02912521362305,84.34111785888672,0.23680999875068665,-0.021585000678896904,-0.025926999747753143,0.03776400163769722,-0.007818000391125679
-30.332744598388672,-53.241249084472656,83.74337768554688,0.22102199494838715,-0.018132999539375305,-0.02506300061941147,0.03261600062251091,-0.009556000120937824
-24.995574951171875,-57.5349006652832,82.6620101928711,0.181551992893219,-0.009503000415861607,-0.026791000738739967,0.03347399830818176,-0.006949000060558319
-20.104074478149414,-61.46984100341797,81.59151458740234,0.07103600353002548,-0.009503000415861607,-0.03715899959206581,0.029184000566601753,-0.008686999790370464
-14.587549209594727,-65.3721694946289,80.05369567871094,0.12629400193691254,-0.006914000026881695,-0.03888700157403946,0.03347399830818176,-0.0060800001956522465
-9.359079360961914,-68.81796264648438,78.2604751586914,0.03945999965071678,-0.0017359999474138021,-0.04061499983072281,0.03175799921154976,-0.0052109998650848866
-3.9675590991973877,-72.36701202392578,76.52159118652344,0.213128000497818,-0.0017359999474138021,-0.041478998959064484,0.028325999155640602,-0.013900999911129475
1.114166021347046,-74.98124694824219,73.92414093017578,-0.047373998910188675,0.004304999951273203,-0.03888700157403946,0.03347399830818176,-0.014770000241696835
6.141541004180908,-77.25308227539062,71.1854019165039,-0.007903999648988247,0.005167999770492315,-0.047527000308036804,0.030042000114917755,-0.013900999911129475
11.533061027526855,-79.3890380859375,67.79458618164062,-0.18157200515270233,0.008620000444352627,-0.04493499919772148,0.02317800000309944,-0.01216300018131733
