220kV墨泗线电压_21,220kV墨泗线电压_22,220kV墨泗线电压_23,220kV墨泗线电压_24,220kV墨泗线_29,220kV墨泗线_30,220kV墨泗线_31,220kV墨泗线_32
-35.33766174316406,81.72164916992188,-45.70584487915039,0.9804059863090515,0.17473000288009644,-0.3382149934768677,0.1980849951505661,0.005189999938011169
-39.97870635986328,81.72164916992188,-41.21314239501953,0.7625380158424377,0.1954900026321411,-0.34513500332832336,0.18078500032424927,0.0017300000181421638
-44.450218200683594,81.40377044677734,-36.487327575683594,0.48242199420928955,0.2093300074338913,-0.3382149934768677,0.1531050056219101,0.00865000020712614
-48.858154296875,80.87397003173828,-31.78270149230957,0.1400579959154129,0.22663000226020813,-0.334755003452301,0.13580499589443207,0.00865000020712614
-52.96940231323242,80.1534423828125,-27.09926986694336,-0.015561999753117561,0.24392999708652496,-0.32783499360084534,0.11504500359296799,0.005189999938011169
-56.974693298339844,79.19979858398438,-22.267494201660156,-0.23342999815940857,0.2543100118637085,-0.32091501355171204,0.09774500131607056,0.005189999938011169
-60.683292388916016,77.84351348876953,-17.223798751831055,-0.4512979984283447,0.27160999178886414,-0.317454993724823,0.07698500156402588,0.005189999938011169
-64.11639404296875,76.14815521240234,-12.2012939453125,-0.6069179773330688,0.2819899916648865,-0.3105350136756897,0.0562250018119812,0.00865000020712614
-67.16804504394531,74.092529296875,-7.115213871002197,-0.7002900242805481,0.2992900013923645,-0.303615003824234,0.03200500085949898,0.005189999938011169
-69.96538543701172,71.84617614746094,-2.0715179443359375,-0.7314140200614929,0.30274999141693115,-0.289775013923645,0.014705000445246696,0.005189999938011169
-72.2965087890625,69.19718170166016,2.9297940731048584,-0.7002900242805481,0.31659001111984253,-0.27593499422073364,-0.0025949999690055847,0.005189999938011169
-74.54286193847656,66.3786392211914,7.952298164367676,-0.6380419731140137,0.32697001099586487,-0.2655549943447113,-0.026815000921487808,0.005189999938011169
-76.45014190673828,63.13626480102539,13.0595703125,-0.7314140200614929,0.3304300010204315,-0.24825499951839447,-0.047575000673532486,0.005189999938011169
