220kVⅢ母电压_9,220kVⅢ母电压_10,220kVⅢ母电压_11,220kVⅢ母电压_12,博南Ⅰ回电流_29,博南Ⅰ回电流_30,博南Ⅰ回电流_31,博南Ⅰ回电流_32
84.52500915527344,-45.15313720703125,-38.67934799194336,0.910381019115448,0.061423998326063156,0.012988000176846981,-0.07870099693536758,-0.004315999802201986
84.5872573852539,-40.554569244384766,-43.39463424682617,0.6691700220108032,0.05450399965047836,0.01990799978375435,-0.07524099946022034,-0.0008559999987483025
84.27601623535156,-35.87040710449219,-47.94651794433594,0.41239699721336365,0.05104399845004082,0.02682800032198429,-0.07870099693536758,-0.0008559999987483025
83.47457122802734,-30.781631469726562,-52.28053665161133,0.3423680067062378,0.04758400097489357,0.030287999659776688,-0.07870099693536758,0.0060640000738203526
82.37744903564453,-25.6306095123291,-56.2955322265625,0.3579300045967102,0.04758400097489357,0.030287999659776688,-0.07870099693536758,-0.0008559999987483025
81.18695831298828,-20.627426147460938,-60.11600112915039,0.42795899510383606,0.04066399857401848,0.03720799833536148,-0.07870099693536758,-0.0008559999987483025
79.66966247558594,-15.530872344970703,-63.65635681152344,0.599141001701355,0.04066399857401848,0.040667999535799026,-0.07870099693536758,0.0060640000738203526
77.84890747070312,-10.309821128845215,-66.8854751586914,0.599141001701355,0.026823999360203743,0.04412800073623657,-0.07870099693536758,-0.0008559999987483025
75.56907653808594,-5.080988883972168,-69.86559295654297,0.5291119813919067,0.026823999360203743,0.04412800073623657,-0.07870099693536758,-0.0008559999987483025
73.10250091552734,-0.0778060033917427,-72.62007141113281,0.3423680067062378,0.026823999360203743,0.05796800181269646,-0.07178100198507309,0.0060640000738203526
70.4024887084961,5.151025772094727,-75.23448181152344,0.13228100538253784,0.012984000146389008,0.051047999411821365,-0.07178100198507309,-0.0008559999987483025
67.19671630859375,10.504353523254395,-77.52987670898438,-0.11671099811792374,0.012984000146389008,0.061427999287843704,-0.07524099946022034,-0.0008559999987483025
63.81198501586914,15.600909233093262,-79.54515838623047,-0.4901989996433258,0.0060640000738203526,0.061427999287843704,-0.06832099705934525,-0.0008559999987483025
60.256065368652344,20.697463989257812,-81.13248443603516,-0.7002859711647034,0.0060640000738203526,0.061427999287843704,-0.06832099705934525,0.002604000037536025
56.48228073120117,25.723989486694336,-82.53306579589844,-0.8247820138931274,-0.0008559999987483025,0.06488800048828125,-0.06832099705934525,-0.004315999802201986
52.44394302368164,30.843887329101562,-83.55237579345703,-0.8325629830360413,-0.0077760000713169575,0.07180800288915634,-0.06140099838376045,-0.0008559999987483025
48.16439437866211,35.68367004394531,-84.05813598632812,-0.7936580181121826,-0.014696000143885612,0.07526800036430359,-0.057941000908613205,0.0060640000738203526
43.8770637512207,40.336708068847656,-84.37715911865234,-0.6458190083503723,-0.01815599948167801,0.07872799783945084,-0.057941000908613205,-0.0008559999987483025
39.32517623901367,44.98974609375,-84.48609161376953,-0.5913519859313965,-0.021616000682115555,0.07526800036430359,-0.05448099970817566,-0.0008559999987483025
34.47761535644531,49.49494552612305,-84.1515121459961,-0.6224759817123413,-0.028535999357700348,0.08218800276517868,-0.05102099850773811,-0.0008559999987483025
29.489992141723633,53.80561828613281,-83.45899963378906,-0.6535999774932861,-0.028535999357700348,0.07872799783945084,-0.047561001032590866,-0.0008559999987483025
24.338970184326172,57.78948974609375,-82.47081756591797,-0.8014389872550964,-0.03891599923372269,0.08564800024032593,-0.03718100115656853,0.0060640000738203526
19.219072341918945,61.64108657836914,-81.16360473632812,-0.8870300054550171,-0.03545600175857544,0.07872799783945084,-0.040640998631715775,0.0060640000738203526
13.912430763244629,65.35262298583984,-79.67743682861328,-0.9648399949073792,-0.04237600043416023,0.08218800276517868,-0.03718100115656853,-0.0008559999987483025
8.652475357055664,68.62064361572266,-77.59990692138672,-0.9025920033454895,-0.04237600043416023,0.07526800036430359,-0.02680099941790104,-0.0008559999987483025
3.4781100749969482,71.49182891845703,-75.15667724609375,-0.6535999774932861,-0.04583600163459778,0.07526800036430359,-0.02680099941790104,-0.004315999802201986
-1.5795400142669678,74.16849517822266,-72.44110870361328,-0.3034549951553345,-0.049295999109745026,0.07526800036430359,-0.023341000080108643,-0.0008559999987483025
-6.8083720207214355,76.62728881835938,-69.60882568359375,3.999999989900971e-06,-0.05621600151062012,0.07526800036430359,-0.0164209995418787,-0.0008559999987483025
-11.87380313873291,78.69703674316406,-66.35636138916016,0.42017799615859985,-0.059675998985767365,0.07526800036430359,-0.012961000204086304,-0.0008559999987483025
-16.799175262451172,80.33104705810547,-62.9015998840332,0.7858849763870239,-0.06313599646091461,0.0683479979634285,-0.009500999934971333,-0.0008559999987483025
-21.887950897216797,81.92615509033203,-59.361244201660156,0.910381019115448,-0.06659600138664246,0.07526800036430359,-0.002581000095233321,-0.0008559999987483025
-27.015628814697266,83.25670623779297,-55.49408721923828,0.964847981929779,-0.0700559988617897,0.0683479979634285,0.0008789999992586672,-0.0008559999987483025
-32.073280334472656,84.17486572265625,-51.385719299316406,0.887037992477417,-0.0700559988617897,0.061427999287843704,0.011258999817073345,-0.0008559999987483025
-36.91305923461914,84.610595703125,-47.13729476928711,0.6613889932632446,-0.0769760012626648,0.061427999287843704,0.014719000086188316,0.002604000037536025
-41.6983757019043,84.80512237548828,-42.62431335449219,0.5057690143585205,-0.0769760012626648,0.05796800181269646,0.018178999423980713,-0.0008559999987483025
-46.56928253173828,84.76622009277344,-37.862342834472656,0.3423680067062378,-0.08043599873781204,0.05450800061225891,0.018178999423980713,-0.0008559999987483025
-50.981109619140625,84.30713653564453,-32.85915756225586,0.2178719937801361,-0.08389600366353989,0.04758799821138382,0.0320190005004406,0.002604000037536025
-55.11281967163086,83.26448822021484,-27.801509857177734,0.28790101408958435,-0.0769760012626648,0.04758799821138382,0.0320190005004406,-0.0008559999987483025
-59.02666473388672,81.99618530273438,-22.6427059173584,0.30346301198005676,-0.0769760012626648,0.040667999535799026,0.0320190005004406,-0.0008559999987483025
-62.792667388916016,80.58003997802734,-17.460559844970703,0.29568201303482056,-0.08389600366353989,0.03720799833536148,0.03893899917602539,0.002604000037536025
-66.13849639892578,78.83709716796875,-12.286194801330566,0.29568201303482056,-0.0769760012626648,0.03374800086021423,0.04585900157690048,-0.004315999802201986
-69.22755432128906,76.54948425292969,-7.072925090789795,0.15562400221824646,-0.0769760012626648,0.030287999659776688,0.042399000376462936,-0.0008559999987483025
-72.02871704101562,74.03621673583984,-1.8518739938735962,-0.0700249969959259,-0.07351599633693695,0.02682800032198429,0.052779000252485275,-0.004315999802201986
