1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,5-220kV昆车Ⅰ回线路电流Ia_5,6-220kV昆车Ⅰ回线路电流Ib_6,7-220kV昆车Ⅰ回线路电流Ic_7,8-220kV昆车Ⅰ回线路电流3Io_8
82.08314514160156,-23.108348846435547,-58.74424743652344,0.1902143657207489,-0.22280390560626984,0.07908740639686584,0.14389583468437195,0.0
80.7479476928711,-18.068256378173828,-62.453407287597656,0.12680958211421967,-0.21561668813228607,0.06470788270235062,0.15828542411327362,0.0072099026292562485
78.99946594238281,-12.837971687316895,-65.97235870361328,0.09510718286037445,-0.21561668813228607,0.05032835155725479,0.16548021137714386,0.0
76.99666595458984,-7.702783107757568,-69.07917785644531,0.06340479105710983,-0.2084294706583023,0.035948820412158966,0.16548021137714386,0.0072099026292562485
74.73953247070312,-2.6626904010772705,-71.86897277832031,0.06340479105710983,-0.20124223828315735,0.02156929299235344,0.18706458806991577,0.0072099026292562485
72.16450500488281,2.757786512374878,-74.69047546386719,0.031702395528554916,-0.19405502080917358,0.007189764175564051,0.1942593902349472,0.0072099026292562485
69.30335235595703,8.146564483642578,-77.22665405273438,-0.031702395528554916,-0.19405502080917358,-0.007189764175564051,0.20145417749881744,0.0
66.06072235107422,13.091561317443848,-79.09708404541016,-0.25361916422843933,-0.18686778843402863,-0.014379528351128101,0.20864896476268768,0.0072099026292562485
62.43659973144531,18.226749420166016,-80.68219757080078,-0.412131130695343,-0.17968057096004486,-0.035948820412158966,0.20864896476268768,0.0072099026292562485
58.78068923950195,23.235143661499023,-82.17220306396484,-0.7291550636291504,-0.16530612111091614,-0.05032835155725479,0.20864896476268768,0.0072099026292562485
54.870452880859375,28.306936264038086,-83.34518432617188,-0.7608574628829956,-0.15811890363693237,-0.06470788270235062,0.21584376692771912,0.0072099026292562485
50.54694366455078,33.378726959228516,-84.13774108886719,-0.7925598621368408,-0.14374445378780365,-0.07189764082431793,0.22303855419158936,0.0
45.93731689453125,38.32372283935547,-84.5181655883789,-0.8876670002937317,-0.13655723631381989,-0.08627717196941376,0.22303855419158936,0.0072099026292562485
41.13694763183594,43.14192581176758,-84.54986572265625,-0.8876670002937317,-0.12218278646469116,-0.10065670311450958,0.22303855419158936,0.0
36.27299499511719,47.73823547363281,-84.16944122314453,-0.7291550636291504,-0.1149955689907074,-0.1078464686870575,0.2302333414554596,0.0
31.37725257873535,52.176055908203125,-83.56710052490234,-0.47553589940071106,-0.10062111914157867,-0.12941576540470123,0.2302333414554596,0.0072099026292562485
26.417930603027344,56.3919792175293,-82.80624389648438,-0.3170239329338074,-0.08624667674303055,-0.13660553097724915,0.2302333414554596,0.0072099026292562485
21.458608627319336,60.386016845703125,-81.69667053222656,-0.1902143657207489,-0.06468500941991806,-0.15098504722118378,0.22303855419158936,0.0
16.37212371826172,64.06306457519531,-80.23836517333984,-0.031702395528554916,-0.0574977844953537,-0.1653645783662796,0.22303855419158936,0.0
11.158475875854492,67.48652648925781,-78.43133544921875,0.0,-0.05031055957078934,-0.17255434393882751,0.22303855419158936,0.0
5.944828987121582,70.4979019165039,-76.37068939208984,-0.09510718286037445,-0.03593611344695091,-0.17974410951137543,0.20864896476268768,0.0
0.7311822175979614,73.38248443603516,-73.99302673339844,-0.06340479105710983,-0.014374446123838425,-0.17974410951137543,0.20864896476268768,0.0
-4.482464790344238,75.98177337646484,-71.36174011230469,0.031702395528554916,-0.007187223061919212,-0.19412364065647125,0.20145417749881744,0.0
-9.632530212402344,78.13728332519531,-68.4134292602539,0.031702395528554916,0.007187223061919212,-0.20131340622901917,0.1942593902349472,0.0
-14.750805854797363,80.00750732421875,-65.11639404296875,0.06340479105710983,0.02874889224767685,-0.20850317180156708,0.18706458806991577,0.0
-19.90087127685547,81.68753814697266,-61.597450256347656,0.25361916422843933,0.03593611344695091,-0.215692937374115,0.17986980080604553,0.0072099026292562485
-25.019147872924805,83.17737579345703,-57.82488250732422,0.412131130695343,0.05031055957078934,-0.20850317180156708,0.1726750135421753,0.0
-30.073841094970703,84.09664154052734,-53.735294342041016,0.5389406681060791,0.06468500941991806,-0.215692937374115,0.15828542411327362,0.0
-34.810630798339844,84.66722106933594,-49.392086029052734,0.66575026512146,0.07187222689390182,-0.2228827029466629,0.15109063684940338,-0.0072099026292562485
-39.642791748046875,84.88910675048828,-44.668453216552734,0.7608574628829956,0.09343389421701431,-0.23007245361804962,0.1367010474205017,-0.0072099026292562485
-44.474952697753906,84.82571411132812,-39.78630828857422,0.7291550636291504,0.10062111914157867,-0.2228827029466629,0.12950626015663147,0.0
-49.14815902709961,84.41362762451172,-34.87246322631836,0.5072383284568787,0.12218278646469116,-0.23007245361804962,0.1151166707277298,0.0
-53.50346374511719,83.74795532226562,-29.926912307739258,0.3804287314414978,0.13655723631381989,-0.2228827029466629,0.10072708874940872,0.0
-57.50906753540039,82.70189666748047,-24.917959213256836,0.28532153367996216,0.13655723631381989,-0.2228827029466629,0.08633750677108765,0.0
-61.3557243347168,81.40225219726562,-19.81389808654785,0.12680958211421967,0.1509316861629486,-0.23007245361804962,0.07194791734218597,0.0
-65.01163482666016,79.81731414794922,-14.7098388671875,-0.12680958211421967,0.16530612111091614,-0.2228827029466629,0.06475313007831573,0.0
-68.38143157958984,77.88369750976562,-9.41556453704834,-0.1902143657207489,0.16530612111091614,-0.20850317180156708,0.04316875338554382,-0.0072099026292562485
-71.36974334716797,75.7598876953125,-4.374908924102783,-0.1902143657207489,0.1724933534860611,-0.20850317180156708,0.02877916768193245,0.0
-74.07193756103516,73.38248443603516,0.7291514873504639,-0.1585119664669037,0.19405502080917358,-0.20850317180156708,0.014389583840966225,0.0
-76.45622253417969,70.56129455566406,5.8649139404296875,-0.22191675007343292,0.19405502080917358,-0.19412364065647125,0.007194791920483112,0.0
-78.68156433105469,67.54991912841797,11.064081192016602,-0.28532153367996216,0.19405502080917358,-0.19412364065647125,-0.007194791920483112,0.0
-80.49362182617188,64.12646484375,16.199844360351562,-0.44383350014686584,0.20124223828315735,-0.18693387508392334,-0.02158437669277191,0.0
-81.95598602294922,60.48111343383789,21.303903579711914,-0.47553589940071106,0.2084294706583023,-0.17974410951137543,-0.04316875338554382,0.0
-83.13223266601562,56.61387252807617,26.249452590942383,-0.44383350014686584,0.2084294706583023,-0.1653645783662796,-0.05036354437470436,0.0
-83.86341857910156,52.2077522277832,31.258407592773438,-0.66575026512146,0.21561668813228607,-0.1581748127937317,-0.06475313007831573,-0.0072099026292562485
-84.3720703125,47.83333206176758,36.203956604003906,-0.6340478658676147,0.21561668813228607,-0.14379528164863586,-0.08633750677108765,0.0
-84.6581802368164,43.14192581176758,41.149505615234375,-0.6023454666137695,0.22280390560626984,-0.12941576540470123,-0.09353229403495789,0.0
-84.49922943115234,38.29202651977539,45.80973434448242,-0.6023454666137695,0.22280390560626984,-0.11503622680902481,-0.10792188346385956,0.0
-83.95878601074219,33.378726959228516,50.27975082397461,-0.5072383284568787,0.22280390560626984,-0.1078464686870575,-0.12231146544218063,0.0
-83.19581604003906,28.275238037109375,54.59125518798828,-0.412131130695343,0.22280390560626984,-0.09346693754196167,-0.12950626015663147,0.0
-82.21031188964844,23.235143661499023,58.74424743652344,-0.25361916422843933,0.21561668813228607,-0.07908740639686584,-0.14389583468437195,0.0
-80.93869018554688,18.163352966308594,62.516815185546875,-0.25361916422843933,0.21561668813228607,-0.06470788270235062,-0.15828542411327362,0.0
-79.15841674804688,12.901369094848633,65.97235870361328,-0.22191675007343292,0.2084294706583023,-0.05032835155725479,-0.16548021137714386,0.0
-77.02845764160156,7.797879219055176,68.9523696899414,-0.1902143657207489,0.2084294706583023,-0.035948820412158966,-0.1726750135421753,0.0072099026292562485
