阿太甲线_1,阿太甲线_2,阿太甲线_3,阿太甲线_4,阿太甲线_21,阿太甲线_22,阿太甲线_23,阿太甲线_24
72.51538848876953,5.855784893035889,-78.51471710205078,-0.15783800184726715,-0.01293299999088049,0.00520200002938509,0.008654000237584114,0.0017160000279545784
69.219482421875,11.446622848510742,-80.82762908935547,-0.2446500062942505,-0.015522000379860401,0.0017379999626427889,0.0008870000019669533,0.002583000110462308
65.6962661743164,16.750890731811523,-82.77847290039062,-0.39459800720214844,-0.01293299999088049,0.004335999954491854,0.007790999952703714,0.0017160000279545784
61.91869354248047,22.022714614868164,-84.3618392944336,-0.5603299736976624,-0.01811099983751774,0.002604000037536025,0.007790999952703714,-0.006087000016123056
57.89216232299805,27.137737274169922,-85.57234191894531,-0.6787099838256836,-0.016385000199079514,0.002604000037536025,0.006064999848604202,-0.0008849999867379665
53.68703842163086,32.47444534301758,-86.57208251953125,-0.6944940090179443,-0.014658999629318714,0.003470000112429261,0.009517000056803226,0.006918000057339668
49.26543426513672,37.50836181640625,-87.12869262695312,-0.6708179712295532,-0.013795999810099602,-0.000859999970998615,0.0017500000540167093,0.002583000110462308
44.63817596435547,42.342220306396484,-87.39348602294922,-0.6944940090179443,-0.014658999629318714,6.000000212225132e-06,0.011242999695241451,-0.004352999851107597
39.96220779418945,46.95439147949219,-87.3610610961914,-0.6313580274581909,-0.014658999629318714,-0.000859999970998615,0.009517000056803226,-0.0052200001664459705
35.11305618286133,51.55034255981445,-87.00440216064453,-0.5761139988899231,-0.01724799908697605,-0.000859999970998615,0.010379999876022339,-0.006087000016123056
30.025775909423828,55.811058044433594,-86.24784088134766,-0.49719399213790894,-0.013795999810099602,0.0008720000041648746,0.006928000133484602,-1.8000000636675395e-05
24.857315063476562,59.931190490722656,-85.19406127929688,-0.4419499933719635,-0.013795999810099602,-0.0025919999461621046,0.007790999952703714,-1.8000000636675395e-05
19.613088607788086,63.910743713378906,-83.7998275756836,-0.29200199246406555,-0.014658999629318714,-0.007788000162690878,0.012106000445783138,-1.8000000636675395e-05
14.18485164642334,67.6307601928711,-82.00569915771484,-0.2051900029182434,-0.014658999629318714,-0.008654000237584114,0.010379999876022339,-0.0052200001664459705
8.691672325134277,71.15612030029297,-79.94136810302734,-0.10259400308132172,-0.01293299999088049,-0.007788000162690878,0.006928000133484602,-1.8000000636675395e-05
3.166019916534424,74.37869262695312,-77.5419921875,0.07102999836206436,-0.015522000379860401,-0.007788000162690878,0.009517000056803226,-0.004352999851107597
-2.3866920471191406,77.40120697021484,-74.80757141113281,0.18151800334453583,-0.014658999629318714,-0.008654000237584114,0.009517000056803226,-0.0017519999528303742
-7.993524074554443,79.83435821533203,-71.63002014160156,0.3472500145435333,-0.012070000171661377,-0.007788000162690878,0.009517000056803226,-0.0034860000014305115
-13.405524253845215,82.06204223632812,-68.33898162841797,0.4498459994792938,-0.015522000379860401,-0.007788000162690878,0.012106000445783138,-0.006087000016123056
-18.774227142333984,83.81391143798828,-64.78314971923828,0.5682259798049927,-0.00775500014424324,-0.012984000146389008,0.012106000445783138,-0.002618999918922782
-24.018455505371094,85.44682312011719,-61.00035095214844,0.576117992401123,-0.012070000171661377,-0.007788000162690878,0.011242999695241451,-0.004352999851107597
-29.311391830444336,86.47956085205078,-56.85007858276367,0.7181739807128906,-0.010343999601900578,-0.009519999846816063,0.007790999952703714,0.0008490000036545098
-34.34455108642578,87.44200897216797,-52.65657424926758,0.6944980025291443,-0.009480999782681465,-0.012117999605834484,0.009517000056803226,0.002583000110462308
-39.34524154663086,87.99893188476562,-48.16585159301758,0.6550379991531372,-0.006891999859362841,-0.012117999605834484,0.008654000237584114,0.0008490000036545098
-44.06450271606445,88.25305938720703,-43.712955474853516,0.576117992401123,0.0008750000270083547,-0.012117999605834484,0.010379999876022339,-0.0052200001664459705
-48.70800018310547,87.97730255126953,-38.94122314453125,0.5919020175933838,1.2000000424450263e-05,-0.008654000237584114,0.011242999695241451,-0.0008849999867379665
