17-220kVⅡ母电压Ua_17,18-220kVⅡ母电压Ub_18,19-220kVⅡ母电压Uc_19,20-220kVⅡ母电压3Uo_20,25-220kV轿翠Ⅱ线电流Ia_25,26-220kV轿翠Ⅱ线电流Ib_26,27-220kV轿翠Ⅱ线电流Ic_27,28-220kV轿翠Ⅱ线电流3Io_28
1.9694771766662598,-74.35680389404297,72.04608154296875,-0.5066719055175781,0.05019772797822952,-0.15775775909423828,0.11469810456037521,0.007180544547736645
7.1790618896484375,-76.92192840576172,69.47979736328125,-0.380003958940506,0.06453993171453476,-0.16492855548858643,0.10752946883440018,0.0
12.198052406311035,-78.69534301757812,66.184814453125,-0.380003958940506,0.0788821429014206,-0.1792701780796051,0.0931922122836113,0.007180544547736645
17.18527603149414,-80.4054183959961,62.85814666748047,-0.4750049412250519,0.0788821429014206,-0.17209936678409576,0.08602357655763626,0.0
22.172500610351562,-82.08383178710938,59.246337890625,-0.9500098824501038,0.08605324476957321,-0.16492855548858643,0.07885494828224182,0.007180544547736645
26.778535842895508,-82.6855239868164,55.12760925292969,-1.1400117874145508,0.09322435408830643,-0.15775775909423828,0.07885494828224182,-0.007180544547736645
31.892824172973633,-83.66724395751953,50.94551467895508,-1.2350127696990967,0.10756655782461166,-0.15775775909423828,0.07168631255626678,0.0
36.784751892089844,-84.26893615722656,46.573326110839844,-1.4566818475723267,0.11473765969276428,-0.15775775909423828,0.05018042027950287,0.0
41.51784896850586,-84.30060577392578,41.88431167602539,-1.4883488416671753,0.1219087690114975,-0.16492855548858643,0.04301178827881813,0.0
46.187416076660156,-84.49060821533203,37.41707229614258,-1.3933478593826294,0.12907986342906952,-0.16492855548858643,0.03584315627813339,0.007180544547736645
51.015811920166016,-84.04725646972656,32.2528190612793,-1.203345775604248,0.13625097274780273,-0.15775775909423828,0.021505894139409065,0.0
55.463016510009766,-83.35055541992188,27.34202766418457,-0.7916749119758606,0.14342208206653595,-0.15058694779872894,0.014337263070046902,0.0
59.5608024597168,-82.14717102050781,22.2728214263916,-0.5066719055175781,0.15059317648410797,-0.15058694779872894,0.007168631535023451,0.0
63.213863372802734,-80.75376892089844,17.171934127807617,-0.5383388996124268,0.1577642858028412,-0.1434161365032196,0.0,0.0
66.39044189453125,-78.69534301757812,12.102727890014648,-0.34833696484565735,0.15059317648410797,-0.1434161365032196,-0.007168631535023451,0.007180544547736645
69.78937530517578,-76.76358795166016,6.780062198638916,-0.2850029468536377,0.1577642858028412,-0.12190371751785278,-0.021505894139409065,0.0
