17-220kVⅡ段母线电压Ua_17,18-220kVⅡ段母线电压Ub_18,19-220kVⅡ段母线电压Uc_19,20-220kVⅡ段母线电压3Uo_20,13-220kV砚普Ⅱ回线路电流Ia_13,14-220kV砚普Ⅱ回线路电流Ib_14,15-220kV砚普Ⅱ回线路电流Ic_15,16-220kV砚普Ⅱ回线路电流3Io_16
81.17311096191406,-62.993980407714844,-17.861055374145508,0.6324100494384766,0.10599930584430695,0.0,-0.10572509467601776,0.0
82.60053253173828,-59.29217529296875,-22.887439727783203,0.727271556854248,0.10599930584430695,0.0,-0.17620849609375,0.0
83.74247741699219,-55.33725357055664,-28.008663177490234,0.727271556854248,0.10599930584430695,0.0,-0.14096678793430328,0.03528841957449913
84.50377655029297,-51.09757995605469,-32.94021224975586,0.7588920593261719,0.07066620141267776,0.0,-0.14096678793430328,0.0
85.01130676269531,-46.79462432861328,-37.80853271484375,0.6956510543823242,0.07066620141267776,0.03528986871242523,-0.10572509467601776,0.0
85.3285140991211,-42.39675521850586,-42.64524459838867,0.4743075668811798,0.07066620141267776,0.03528986871242523,-0.17620849609375,0.03528841957449913
85.04302215576172,-37.61920928955078,-47.165828704833984,0.3478255271911621,0.10599930584430695,0.07057973742485046,-0.14096678793430328,0.0
84.3134536743164,-32.62018966674805,-51.465126037597656,0.28458452224731445,0.10599930584430695,0.07057973742485046,-0.17620849609375,0.0
83.4252700805664,-27.747726440429688,-55.51152801513672,0.221343532204628,0.07066620141267776,0.1058696061372757,-0.14096678793430328,0.03528841957449913
82.21988677978516,-22.685426712036133,-59.46308517456055,0.09486150741577148,0.03533310070633888,0.07057973742485046,-0.14096678793430328,0.0
80.5704116821289,-17.148536682128906,-63.383033752441406,0.09486150741577148,0.07066620141267776,0.07057973742485046,-0.17620849609375,0.03528841957449913
78.69889831542969,-11.706565856933594,-66.82879638671875,0.221343532204628,0.03533310070633888,0.07057973742485046,-0.17620849609375,0.0
76.60533905029297,-6.422791957855225,-70.11649322509766,0.09486150741577148,0.0,0.1058696061372757,-0.14096678793430328,0.0
74.22628784179688,-0.8542629480361938,-73.3725814819336,-0.03162050247192383,0.0,0.1058696061372757,-0.14096678793430328,-0.03528841957449913
71.59347534179688,4.587708473205566,-76.24932098388672,-0.09486150741577148,0.0,0.1058696061372757,-0.14096678793430328,-0.03528841957449913
68.54829406738281,9.966401100158691,-78.68347930908203,-0.3162050247192383,-0.03533310070633888,0.1058696061372757,-0.14096678793430328,0.0
65.28106689453125,15.186896324157715,-80.76990509033203,-0.6324100494384766,0.0,0.07057973742485046,-0.14096678793430328,0.0
61.60147476196289,20.312475204467773,-82.41374969482422,-0.885374128818512,0.0,0.1058696061372757,-0.14096678793430328,0.0
57.69983673095703,25.374773025512695,-83.61502838134766,-0.9802356362342834,0.0,0.1058696061372757,-0.14096678793430328,0.0
53.57615280151367,30.37379264831543,-84.53179168701172,-1.0118560791015625,0.0,0.14115947484970093,-0.10572509467601776,0.0
49.198707580566406,35.21461868286133,-84.974365234375,-0.9486151337623596,-0.03533310070633888,0.14115947484970093,-0.10572509467601776,0.03528841957449913
44.884700775146484,39.92888259887695,-85.29048919677734,-0.7905125617980957,-0.07066620141267776,0.1058696061372757,-0.14096678793430328,0.03528841957449913
40.31692886352539,44.611507415771484,-85.41693878173828,-0.727271556854248,-0.03533310070633888,0.1058696061372757,-0.14096678793430328,0.0
35.68571472167969,48.946102142333984,-84.9427490234375,-0.5375485420227051,-0.07066620141267776,0.17644934356212616,-0.10572509467601776,0.0
30.959341049194336,53.15414047241211,-84.31050109863281,-0.221343532204628,-0.07066620141267776,0.14115947484970093,-0.07048339396715164,0.0
26.106082916259766,57.14069747924805,-83.39373779296875,-0.2529640197753906,-0.07066620141267776,0.14115947484970093,-0.10572509467601776,0.0
