220kV Ⅰ母电压_A相_1,220kV Ⅰ母电压_B相_2,220kV Ⅰ母电压_C相_3,220kV Ⅰ母电压_3U0_4,苏保Ⅱ回_A相_13,苏保Ⅱ回_B相_14,苏保Ⅱ回_C相_15,苏保Ⅱ回_3I0_16
-26.473308563232422,0.8609614968299866,26.64618492126465,1.6349433660507202,-2.3619308471679688,12.096750259399414,-12.609946250915527,-2.787268877029419
-23.901256561279297,-4.813086032867432,29.635705947875977,1.3858091831207275,-5.309694766998291,11.317511558532715,-8.985864639282227,-2.870887041091919
-16.770610809326172,-15.072012901306152,32.573326110839844,1.0588204860687256,-7.429853439331055,9.610608100891113,-5.148055076599121,-2.824432611465454
-8.918535232543945,-23.162975311279297,31.203128814697266,-1.7283687591552734,-8.592220306396484,7.0966362953186035,-1.5053879022598267,-2.8058507442474365
-0.9723608493804932,-26.088171005249023,27.79839515686035,1.0432496070861816,-8.87118911743164,4.137385368347168,1.793455958366394,-2.824432611465454
6.555593967437744,-31.419906616210938,24.756973266601562,-0.3114177882671356,-8.248160362243652,0.7792385220527649,4.4975786209106445,-2.77797794342041
13.958083152770996,-32.87213134765625,18.611845016479492,-0.7006900310516357,-6.713834762573242,-2.597461700439453,6.430422306060791,-2.7315235137939453
21.33966064453125,-32.363853454589844,10.193436622619629,-1.5726598501205444,-4.43559455871582,-5.937055587768555,7.536231994628906,-2.703650951385498
26.51512908935547,-29.106721878051758,2.802676200866699,0.20242156088352203,-1.5715209245681763,-8.896306037902832,7.703497409820557,-2.657196283340454
30.77051544189453,-24.677438735961914,-6.207408905029297,-0.3737013339996338,1.6831082105636597,-11.44738483428955,7.015851020812988,-2.666487216949463
33.5621337890625,-18.78555679321289,-14.688098907470703,0.031141778454184532,5.021427631378174,-13.274885177612305,5.5197553634643555,-2.629323720932007
32.37020492553711,-10.331538200378418,-21.79859161376953,0.2958469092845917,8.369046211242676,-14.258209228515625,3.224503755569458,-2.582869291305542
29.223102569580078,-2.3339316844940186,-27.54926872253418,-1.1833876371383667,11.36330509185791,-14.360252380371094,0.35311567783355713,-2.5271239280700684
25.019994735717773,6.2756829261779785,-32.29305648803711,-1.821794033050537,13.818224906921387,-13.562460899353027,-2.8156328201293945,-2.489960193634033
18.71533203125,14.49112319946289,-34.57672119140625,-2.4134879112243652,15.612920761108398,-11.883387565612793,-6.198109149932861,-2.4063422679901123
11.114189147949219,21.119489669799805,-33.23766326904297,-1.8062231540679932,16.552114486694336,-9.517842292785645,-9.469075202941895,-2.369178533554077
3.366668701171875,26.461599349975586,-30.67373275756836,-1.4792344570159912,16.570711135864258,-6.558590888977051,-12.386926651000977,-2.3227241039276123
-4.757249355316162,30.071413040161133,-26.116788864135742,-1.4013800621032715,15.705909729003906,-3.1911673545837402,-14.86802864074707,-2.3041422367095947
-12.776612281799316,32.15639114379883,-19.286563873291016,0.12456711381673813,13.957709312438965,0.32468271255493164,-16.596437454223633,-2.3041422367095947
-19.656326293945312,31.51326560974121,-11.667437553405762,0.24913422763347626,11.400500297546387,3.7106595039367676,-17.516395568847656,-2.3227241039276123
-24.946805953979492,29.00299072265625,-3.6642396450042725,0.6072646975517273,8.285355567932129,6.7534003257751465,-17.49781036376953,-2.3505969047546387
-28.668962478637695,24.283262252807617,4.463521480560303,0.046712666749954224,4.761057376861572,9.304478645324707,-16.596437454223633,-2.3877604007720947
-30.561405181884766,17.468181610107422,12.881930351257324,-0.48269757628440857,1.069378137588501,11.169085502624512,-14.83085823059082,-2.3970513343811035
-40.63004684448242,10.373029708862305,20.885128021240234,-15.835594177246094,-1.5715209245681763,11.948324203491211,-12.517021179199219,-1.9603791236877441
-28.18800926208496,4.470776081085205,27.331283569335938,6.243926525115967,-4.947036266326904,12.106026649475098,-9.301810264587402,-1.9603791236877441
-21.79970359802246,-7.292240142822266,28.016382217407227,-2.0086448192596436,-7.6530280113220215,11.363895416259766,-5.9007487297058105,-1.9789609909057617
-17.377029418945312,-14.999401092529297,30.70487403869629,-3.129748821258545,-9.522114753723145,9.666268348693848,-2.2952518463134766,-1.988251805305481
-9.33675479888916,-21.212846755981445,42.289268493652344,19.89959716796875,-10.498503684997559,7.449149131774902,0.27877554297447205,-2.5271239280700684
-7.726609230041504,-29.563135147094727,56.73862075805664,33.633121490478516,-9.912670135498047,5.399009704589844,0.2694830298423767,-3.9857945442199707
3.053004026412964,-33.18332290649414,41.002113342285156,18.840776443481445,-8.369046211242676,2.6809515953063965,0.2694830298423767,-5.212193012237549
12.00290584564209,-43.19329833984375,28.504255294799805,-4.764692306518555,-6.286083698272705,0.02782994695007801,0.260190486907959,-5.751064777374268
24.58086395263672,-87.13345336914062,18.31081771850586,-76.34407043457031,-4.57507848739624,-0.009276648983359337,0.260190486907959,-4.069412708282471
35.548675537109375,-85.5982437133789,5.491169452667236,-76.9201889038086,-2.2131478786468506,-0.009276648983359337,0.25089797377586365,-1.7559794187545776
40.880977630615234,-59.91461944580078,-10.048112869262695,-50.496395111083984,-0.25107139348983765,0.018553297966718674,0.2416054606437683,0.2508541941642761
63.172088623046875,-44.676639556884766,-23.08574676513672,-7.956724166870117,-0.2231745719909668,0.0,0.260190486907959,0.2601450979709625
80.4341049194336,-30.43446922302246,-37.49357986450195,21.347688674926758,-0.21387562155723572,0.009276648983359337,0.260190486907959,0.2601450979709625
82.29518127441406,-19.09674835205078,-52.49308776855469,18.45150375366211,-0.21387562155723572,0.018553297966718674,0.23231294751167297,0.24156330525875092
61.06007766723633,8.288050651550293,-57.14345169067383,21.39440155029297,-0.21387562155723572,0.009276648983359337,0.23231294751167297,0.24156330525875092
36.70923614501953,32.24974822998047,-83.08377838134766,-23.963598251342773,-0.20457668602466583,0.0,0.22302043437957764,0.2508541941642761
40.765968322753906,56.29443359375,-89.69601440429688,12.939409255981445,-0.21387562155723572,0.0,0.2137279063463211,0.2229815125465393
10.988722801208496,62.48713302612305,-78.89014434814453,-8.968832015991211,-0.18597880005836487,0.018553297966718674,0.23231294751167297,0.2229815125465393
-14.240381240844727,75.23558807373047,-60.38209915161133,1.3390964269638062,-0.19527775049209595,-0.018553297966718674,0.2137279063463211,0.2229815125465393
-34.64950180053711,86.93636322021484,-50.46893310546875,3.42559552192688,-0.19527775049209595,0.0,0.2137279063463211,0.2043997198343277
-52.30883026123047,83.8763198852539,-34.867366790771484,-5.605520248413086,-0.21387562155723572,-0.009276648983359337,0.23231294751167297,0.2136906236410141
-64.01898193359375,75.6297607421875,-9.311113357543945,4.126285552978516,-0.20457668602466583,-0.009276648983359337,0.23231294751167297,0.1951088309288025
-80.75822448730469,62.601234436035156,14.895705223083496,-5.496523857116699,-0.19527775049209595,0.0,0.2137279063463211,0.2043997198343277
-83.15253448486328,49.08517837524414,34.68052291870117,1.1055331230163574,-0.19527775049209595,0.0,0.22302043437957764,0.1951088309288025
-79.38855743408203,28.67105484008789,49.55546569824219,-1.9619320631027222,-0.20457668602466583,0.0,0.2137279063463211,0.2136906236410141
-73.92033386230469,7.064033508300781,66.33000183105469,-0.85639888048172,-0.20457668602466583,0.009276648983359337,0.22302043437957764,0.2043997198343277
-64.844970703125,-13.796130180358887,78.37113189697266,-0.5294102430343628,-0.19527775049209595,-0.018553297966718674,0.2137279063463211,0.1858179271221161
-47.93843460083008,-33.598243713378906,81.83814239501953,0.3892722427845001,-0.18597880005836487,-0.018553297966718674,0.2137279063463211,0.1951088309288025
-21.07827377319336,-54.593257904052734,77.7586898803711,3.4878792762756348,-0.18597880005836487,-0.009276648983359337,0.2137279063463211,0.1951088309288025
5.154558181762695,-75.05924224853516,68.9250717163086,-1.681656002998352,-0.19527775049209595,-0.009276648983359337,0.2137279063463211,0.1951088309288025
12.504769325256348,-78.90763854980469,63.724552154541016,-4.453274250030518,-0.18597880005836487,0.009276648983359337,0.22302043437957764,0.2043997198343277
26.222375869750977,-77.01974487304688,50.74919891357422,-0.031141778454184532,-0.21387562155723572,0.009276648983359337,0.22302043437957764,0.1858179271221161
50.33274459838867,-79.81008911132812,18.352338790893555,-19.728317260742188,-0.18597880005836487,0.009276648983359337,0.2137279063463211,0.15794524550437927
74.1712646484375,-71.15898132324219,-3.124464988708496,-0.6695482134819031,-0.18597880005836487,0.0,0.1858503520488739,0.1951088309288025
78.1548080444336,-60.785953521728516,-6.695281982421875,18.4047908782959,-0.18597880005836487,0.009276648983359337,0.22302043437957764,0.1858179271221161
74.07716369628906,-50.080989837646484,-31.628719329833984,-13.172972679138184,-0.20457668602466583,0.0,0.19514288008213043,0.17652703821659088
78.94942474365234,-30.683422088623047,-43.08855056762695,8.781981468200684,-0.21387562155723572,-0.009276648983359337,0.20443539321422577,0.17652703821659088
79.31536865234375,-10.839816093444824,-71.12569427490234,-4.390990734100342,-0.21387562155723572,0.009276648983359337,0.20443539321422577,0.2043997198343277
67.99207305908203,12.20905590057373,-81.95232391357422,-2.818331003189087,-0.19527775049209595,0.018553297966718674,0.1858503520488739,0.1951088309288025
46.98698425292969,32.654296875,-78.74481964111328,1.852935791015625,-0.19527775049209595,0.0,0.20443539321422577,0.2043997198343277
