17-220kV II母Ua_15,18-220kV II母Ub_16,19-220kV II母Uc_17,20-220kV II母3Uo_18,9-220kV中铅线 256断路器Ia_7,10-220kV中铅线 256断路器Ib_8,11-220kV中铅线 256断路器Ic_9,12-220kV中铅线 256断路器3Io_10
-40.303810119628906,-44.747894287109375,85.450927734375,0.7925046682357788,0.07062897831201553,-0.035282377153635025,0.0,0.03525979444384575
-35.37708282470703,-49.37479782104492,85.03873443603516,0.5389031767845154,0.07062897831201553,-0.07056475430727005,0.0,0.0
-30.482141494750977,-53.716487884521484,84.37288665771484,0.3170018494129181,0.03531448915600777,-0.07056475430727005,0.0,0.03525979444384575
-25.52362823486328,-57.709571838378906,83.29483795166016,0.06340037286281586,0.03531448915600777,-0.035282377153635025,0.0,0.03525979444384575
-20.596900939941406,-61.41743469238281,81.99484252929688,-0.06340037286281586,0.03531448915600777,0.0,0.0,0.03525979444384575
-15.511245727539062,-65.12529754638672,80.53631591796875,-0.2536014914512634,0.07062897831201553,0.0,0.0,0.03525979444384575
-10.266664505004883,-68.6747055053711,78.79241943359375,-0.3170018494129181,0.03531448915600777,0.0,0.0,0.03525979444384575
-4.736015796661377,-71.84381866455078,76.41437530517578,-0.2536014914512634,0.03531448915600777,0.0,-0.03534090518951416,0.03525979444384575
0.7310628294944763,-74.79109954833984,73.94121551513672,-0.19020111858844757,0.03531448915600777,0.0,-0.07068181037902832,0.03525979444384575
6.325282573699951,-77.67498779296875,71.24610137939453,-0.19020111858844757,0.0,0.0,-0.03534090518951416,0.0
11.855931282043457,-80.40042877197266,68.42415618896484,-0.2536014914512634,0.03531448915600777,0.035282377153635025,-0.07068181037902832,0.03525979444384575
17.29122543334961,-82.68218994140625,65.15831756591797,-0.3170018494129181,0.03531448915600777,0.0,-0.03534090518951416,0.0
22.50402069091797,-84.2667465209961,61.511985778808594,-0.4121024012565613,0.03531448915600777,0.0,-0.03534090518951416,0.03525979444384575
27.49431800842285,-85.40763092041016,57.580291748046875,-0.5706033110618591,0.03531448915600777,0.035282377153635025,-0.07068181037902832,0.0
32.29390335083008,-86.04145050048828,53.29981994628906,-0.7291042804718018,0.03531448915600777,0.07056475430727005,-0.03534090518951416,0.0
37.02992248535156,-86.04145050048828,48.57544708251953,-0.7925046682357788,0.0,0.035282377153635025,-0.07068181037902832,0.0
41.79772186279297,-85.78792572021484,43.534000396728516,-0.7608044743537903,0.03531448915600777,0.035282377153635025,-0.07068181037902832,-0.03525979444384575
46.37480926513672,-85.40763092041016,38.58767318725586,-0.8559049963951111,0.0,0.0,-0.03534090518951416,0.03525979444384575
50.92011260986328,-85.02733612060547,33.64134979248047,-0.7925046682357788,0.0,0.0,-0.07068181037902832,-0.03525979444384575
55.27470397949219,-84.2984390258789,28.695024490356445,-0.6340036988258362,-0.03531448915600777,0.035282377153635025,-0.07068181037902832,0.03525979444384575
59.216087341308594,-83.15755462646484,23.71699333190918,-0.47550278902053833,0.0,0.035282377153635025,-0.03534090518951416,0.0
62.9031867980957,-81.79483795166016,18.73896026611328,-0.2536014914512634,0.0,0.07056475430727005,-0.07068181037902832,0.0
66.52671813964844,-80.27366638183594,13.634099960327148,-0.28530165553092957,0.0,0.07056475430727005,-0.07068181037902832,0.03525979444384575
69.83238983154297,-78.34050750732422,8.338995933532715,-0.3170018494129181,0.0,0.035282377153635025,-0.07068181037902832,0.0
73.01092529296875,-76.0904312133789,2.8536489009857178,-0.38040223717689514,0.0,0.035282377153635025,-0.03534090518951416,0.03525979444384575
75.99874877929688,-73.49176025390625,-2.568284034729004,-0.03170018643140793,-0.03531448915600777,0.07056475430727005,-0.07068181037902832,0.0
78.82764434814453,-70.95646667480469,-8.14875316619873,-0.5389031767845154,0.0,0.10584712773561478,-0.10602272301912308,0.03525979444384575
81.33868408203125,-68.04088592529297,-13.475564002990723,-0.15850092470645905,-0.03531448915600777,0.07056475430727005,-0.07068181037902832,-0.03525979444384575
83.43651580810547,-64.55485534667969,-18.675546646118164,0.47550278902053833,-0.03531448915600777,0.07056475430727005,-0.03534090518951416,0.0
84.9939956665039,-60.75191879272461,-23.780406951904297,0.7291042804718018,-0.03531448915600777,0.035282377153635025,-0.07068181037902832,0.0
85.78863525390625,-56.79052734375,-28.980390548706055,-0.06340037286281586,0.0,0.10584712773561478,-0.07068181037902832,0.03525979444384575
86.48790740966797,-52.16361999511719,-33.546226501464844,1.2997076511383057,-0.03531448915600777,0.07056475430727005,-0.07068181037902832,0.0
86.26541137695312,-47.378257751464844,-38.4925537109375,0.7291042804718018,-0.03531448915600777,0.07056475430727005,-0.07068181037902832,0.03525979444384575
85.82041931152344,-42.52951431274414,-43.37546157836914,-0.1268007457256317,-0.03531448915600777,0.10584712773561478,-0.07068181037902832,0.03525979444384575
85.53434753417969,-37.30047607421875,-47.90959548950195,0.8242048025131226,0.0,0.07056475430727005,-0.03534090518951416,0.03525979444384575
84.89864349365234,-32.483421325683594,-52.412017822265625,0.03170018643140793,0.0,0.10584712773561478,-0.07068181037902832,0.03525979444384575
84.10401153564453,-27.381147384643555,-56.43883514404297,0.3487020432949066,-0.03531448915600777,0.10584712773561478,-0.03534090518951416,0.03525979444384575
82.76902770996094,-22.53240203857422,-60.18028259277344,0.06340037286281586,0.0,0.07056475430727005,-0.03534090518951416,0.03525979444384575
81.40225219726562,-17.46181869506836,-63.85832214355469,-0.03170018643140793,-0.03531448915600777,0.07056475430727005,-0.03534090518951416,0.0705195888876915
79.59049224853516,-12.32785415649414,-67.72660064697266,-0.8559049963951111,0.0,0.10584712773561478,-0.03534090518951416,0.10577937960624695
77.52444458007812,-6.97205114364624,-71.0241470336914,-1.1095064878463745,0.03531448915600777,0.10584712773561478,0.03534090518951416,0.2115587592124939
33.724246978759766,-11.66234016418457,-66.07782745361328,-64.00267791748047,9.181766510009766,-1.1996008157730103,-7.49227237701416,0.564156711101532
22.059024810791016,20.282331466674805,-17.343843460083008,41.11513900756836,11.477208137512207,-0.21169425547122955,-10.107499122619629,1.1988329887390137
14.589470863342285,8.461535453796387,-25.61942481994629,2.345813751220703,11.971611022949219,0.6350827813148499,-11.273749351501465,1.3751319646835327
15.35231876373291,16.574466705322266,-21.719438552856445,13.979782104492188,13.702021598815918,1.234883189201355,-13.076135635375977,1.93928861618042
15.543030738830566,2.2500710487365723,-47.49740219116211,-51.322601318359375,18.1163330078125,1.7288364171981812,-18.23590850830078,1.6924700736999512
26.159334182739258,14.324396133422852,-32.6267204284668,14.423583984375,22.106868743896484,2.2933545112609863,-23.678407669067383,0.8109752535820007
4.608874320983887,15.401895523071289,-24.1608943939209,-8.495649337768555,25.03797149658203,3.492955207824707,-27.565906524658203,0.9872742295265198
17.831575393676758,19.014684677124023,-30.47062873840332,12.83857536315918,26.697751998901367,5.221791744232178,-31.06465721130371,0.9167546033859253
25.269344329833984,21.99365234375,-32.21452713012695,27.896163940429688,29.099138259887695,7.268169403076172,-34.881473541259766,1.4456515312194824
10.330235481262207,17.303363800048828,-36.97060775756836,-16.420696258544922,29.664169311523438,9.385111808776855,-37.7794303894043,1.304612398147583
23.648292541503906,18.951303482055664,-42.6144905090332,-0.8559049963951111,30.582345962524414,11.713748931884766,-41.4902229309082,0.8462350368499756
26.477188110351562,19.870346069335938,-47.560813903808594,-2.1556127071380615,32.1714973449707,14.007102966308594,-45.377723693847656,0.8814948201179504
26.286476135253906,26.588869094848633,-52.82421112060547,-0.7608044743537903,33.69002151489258,16.900257110595703,-49.371246337890625,1.1988329887390137
15.797313690185547,25.004310607910156,-41.12425231933594,-0.9827057719230652,35.1732292175293,19.546436309814453,-53.329429626464844,1.4809112548828125
8.391329765319824,29.250925064086914,-41.59986114501953,-6.561938285827637,34.99665832519531,22.404308319091797,-56.43942642211914,1.0577937364578247
2.3521151542663574,34.16305160522461,-35.73402404785156,1.5533090829849243,34.36099624633789,25.756134033203125,-59.16067886352539,1.0930535793304443
-0.5721361041069031,34.19474411010742,-33.35598373413086,0.03170018643140793,34.04316711425781,29.14324188232422,-62.3060188293457,1.0225340127944946
-6.5477800369262695,35.906063079833984,-26.316984176635742,5.008629322052002,33.58407974243164,32.600914001464844,-65.23931121826172,1.0930535793304443
-2.701753854751587,34.987022399902344,-33.292572021484375,-1.7435102462768555,33.230934143066406,36.16443634033203,-68.49067687988281,1.0225340127944946
-10.93415641784668,36.381431579589844,-24.573087692260742,1.0461061000823975,32.842472076416016,39.4104118347168,-71.70670318603516,0.7051958441734314
