17-220kV II母Ua_15,18-220kV II母Ub_16,19-220kV II母Uc_17,20-220kV II母3Uo_18,9-220kV中铅线 256断路器Ia_7,10-220kV中铅线 256断路器Ib_8,11-220kV中铅线 256断路器Ic_9,12-220kV中铅线 256断路器3Io_10
84.10401153564453,-27.381147384643555,-56.43883514404297,0.3487020432949066,-0.03531448915600777,0.10584712773561478,-0.03534090518951416,0.03525979444384575
82.76902770996094,-22.53240203857422,-60.18028259277344,0.06340037286281586,0.0,0.07056475430727005,-0.03534090518951416,0.03525979444384575
81.40225219726562,-17.46181869506836,-63.85832214355469,-0.03170018643140793,-0.03531448915600777,0.07056475430727005,-0.03534090518951416,0.0705195888876915
79.59049224853516,-12.32785415649414,-67.72660064697266,-0.8559049963951111,0.0,0.10584712773561478,-0.03534090518951416,0.10577937960624695
77.52444458007812,-6.97205114364624,-71.0241470336914,-1.1095064878463745,0.03531448915600777,0.10584712773561478,0.03534090518951416,0.2115587592124939
33.724246978759766,-11.66234016418457,-66.07782745361328,-64.00267791748047,9.181766510009766,-1.1996008157730103,-7.49227237701416,0.564156711101532
22.059024810791016,20.282331466674805,-17.343843460083008,41.11513900756836,11.477208137512207,-0.21169425547122955,-10.107499122619629,1.1988329887390137
14.589470863342285,8.461535453796387,-25.61942481994629,2.345813751220703,11.971611022949219,0.6350827813148499,-11.273749351501465,1.3751319646835327
15.35231876373291,16.574466705322266,-21.719438552856445,13.979782104492188,13.702021598815918,1.234883189201355,-13.076135635375977,1.93928861618042
15.543030738830566,2.2500710487365723,-47.49740219116211,-51.322601318359375,18.1163330078125,1.7288364171981812,-18.23590850830078,1.6924700736999512
26.159334182739258,14.324396133422852,-32.6267204284668,14.423583984375,22.106868743896484,2.2933545112609863,-23.678407669067383,0.8109752535820007
4.608874320983887,15.401895523071289,-24.1608943939209,-8.495649337768555,25.03797149658203,3.492955207824707,-27.565906524658203,0.9872742295265198
17.831575393676758,19.014684677124023,-30.47062873840332,12.83857536315918,26.697751998901367,5.221791744232178,-31.06465721130371,0.9167546033859253
25.269344329833984,21.99365234375,-32.21452713012695,27.896163940429688,29.099138259887695,7.268169403076172,-34.881473541259766,1.4456515312194824
10.330235481262207,17.303363800048828,-36.97060775756836,-16.420696258544922,29.664169311523438,9.385111808776855,-37.7794303894043,1.304612398147583
23.648292541503906,18.951303482055664,-42.6144905090332,-0.8559049963951111,30.582345962524414,11.713748931884766,-41.4902229309082,0.8462350368499756
26.477188110351562,19.870346069335938,-47.560813903808594,-2.1556127071380615,32.1714973449707,14.007102966308594,-45.377723693847656,0.8814948201179504
