1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,5-220kV甘北线路电流Ia_5,6-220kV甘北线路电流Ib_6,7-220kV甘北线路电流Ic_7,8-220kV甘北线路电流3Io_8
-83.76747131347656,28.941675186157227,54.70549774169922,-0.1585480123758316,0.17630811035633087,0.0,-0.1412404179573059,0.0
-82.65481567382812,23.67955207824707,58.98679733276367,0.06341920793056488,0.14104649424552917,-0.03529477119445801,-0.17655052244663239,0.0
-81.44677734375,18.417428970336914,63.0143928527832,0.03170960396528244,0.14104649424552917,0.0,-0.17655052244663239,0.0
-79.79368591308594,13.345503807067871,66.5345687866211,0.19025762379169464,0.14104649424552917,0.03529477119445801,-0.17655052244663239,-0.03531421348452568
-77.88626861572266,8.400376319885254,69.515625,0.12683841586112976,0.10578486323356628,0.07058954238891602,-0.17655052244663239,-0.03531421348452568
-75.78810119628906,3.3601505756378174,72.36982727050781,-0.03170960396528244,0.10578486323356628,0.07058954238891602,-0.1412404179573059,-0.03531421348452568
-73.59457397460938,-1.5849766731262207,75.1288833618164,-0.06341920793056488,0.10578486323356628,0.03529477119445801,-0.17655052244663239,-0.03531421348452568
-71.0195541381836,-6.688601493835449,77.79280090332031,0.1585480123758316,0.10578486323356628,0.07058954238891602,-0.21186062693595886,0.0
-67.93589782714844,-11.602029800415039,79.69560241699219,0.3170960247516632,0.10578486323356628,0.07058954238891602,-0.21186062693595886,0.0
-64.43896484375,-16.642255783081055,81.2812728881836,0.2536768317222595,0.10578486323356628,0.10588431358337402,-0.17655052244663239,-0.03531421348452568
-60.71949768066406,-21.840978622436523,82.7083740234375,0.28538644313812256,0.07052324712276459,0.10588431358337402,-0.17655052244663239,0.03531421348452568
-56.809288024902344,-27.229900360107422,84.19889831542969,0.22196722030639648,0.07052324712276459,0.14117908477783203,-0.17655052244663239,-0.03531421348452568
-52.19969177246094,-32.42862319946289,84.89659118652344,0.44393444061279297,0.10578486323356628,0.14117908477783203,-0.17655052244663239,-0.03531421348452568
-47.272193908691406,-37.56394958496094,85.24543762207031,0.7610304951667786,0.035261623561382294,0.14117908477783203,-0.17655052244663239,-0.03531421348452568
-42.344696044921875,-42.69927215576172,85.4674301147461,0.7610304951667786,0.035261623561382294,0.14117908477783203,-0.17655052244663239,0.0
-37.32182693481445,-47.70779800415039,85.43571472167969,0.7610304951667786,0.0,0.14117908477783203,-0.17655052244663239,-0.03531421348452568
-32.17179489135742,-52.399330139160156,84.99172973632812,0.6976112723350525,0.035261623561382294,0.14117908477783203,-0.1412404179573059,0.0
-26.926395416259766,-56.805564880371094,84.19889831542969,0.7610304951667786,0.0,0.21176862716674805,-0.21186062693595886,0.0
-21.83994483947754,-60.799705505371094,83.15235900878906,0.8878688812255859,0.0,0.17647385597229004,-0.17655052244663239,-0.03531421348452568
-16.848865509033203,-64.47685241699219,81.72525787353516,0.7293208837509155,-0.035261623561382294,0.14117908477783203,-0.1412404179573059,-0.03531421348452568
-11.825996398925781,-67.77360534667969,79.91759490966797,0.41222482919692993,-0.035261623561382294,0.14117908477783203,-0.1412404179573059,-0.03531421348452568
-6.993868827819824,-70.94355773925781,78.01480102539062,0.19025762379169464,0.0,0.21176862716674805,-0.17655052244663239,0.0
-2.0981605052948,-73.73311614990234,75.76315307617188,-0.12683841586112976,-0.07052324712276459,0.17647385597229004,-0.1412404179573059,0.0
3.115450620651245,-76.36417388916016,73.03580474853516,-0.3805152475833893,-0.07052324712276459,0.17647385597229004,-0.10593031346797943,-0.03531421348452568
8.329061508178711,-78.6782455444336,69.99132537841797,-0.6024824380874634,-0.10578486323356628,0.21176862716674805,-0.07062020897865295,-0.03531421348452568
13.479092597961426,-80.6753158569336,66.75656127929688,-0.7293208837509155,-0.07052324712276459,0.21176862716674805,-0.10593031346797943,-0.03531421348452568
18.501962661743164,-82.38709259033203,63.33152389526367,-0.982997715473175,-0.10578486323356628,0.21176862716674805,-0.07062020897865295,0.0
23.68378257751465,-83.65506744384766,59.621063232421875,-0.6024824380874634,-0.10578486323356628,0.21176862716674805,-0.07062020897865295,-0.03531421348452568
28.929183959960938,-84.79625701904297,55.56175994873047,-0.507353663444519,-0.14104649424552917,0.21176862716674805,-0.10593031346797943,-0.03531421348452568
33.95205307006836,-85.43024444580078,51.24874496459961,-0.3170960247516632,-0.10578486323356628,0.17647385597229004,-0.07062020897865295,0.0
39.0067138671875,-85.65213775634766,46.65031051635742,0.0,-0.14104649424552917,0.21176862716674805,-0.03531010448932648,-0.03531421348452568
43.9977912902832,-85.5887451171875,41.544464111328125,-0.09512881189584732,-0.17630811035633087,0.21176862716674805,-0.03531010448932648,0.0
48.829917907714844,-85.39854431152344,36.40690612792969,-0.2536768317222595,-0.17630811035633087,0.17647385597229004,-0.03531010448932648,-0.03531421348452568
53.34414291381836,-84.89134979248047,31.174205780029297,-0.6976112723350525,-0.17630811035633087,0.21176862716674805,-0.03531010448932648,0.0
57.50867462158203,-83.75016784667969,25.97321891784668,-0.44393444061279297,-0.17630811035633087,0.17647385597229004,0.0,-0.03531421348452568
61.6732063293457,-82.26029205322266,20.70880699157715,0.22196722030639648,-0.17630811035633087,0.17647385597229004,0.03531010448932648,0.0
65.10655975341797,-80.83380889892578,15.15897274017334,-0.982997715473175,-0.17630811035633087,0.17647385597229004,0.03531010448932648,-0.03531421348452568
