110kVⅡ母电压_A相_5,110kVⅡ母电压_B相_6,110kVⅡ母电压_C相_7,110kVⅡ母电压_3U0_8,紫姚南线_A相_25,紫姚南线_B相_26,紫姚南线_C相_27,紫姚南线_3I0_28
46.57939910888672,-84.7619857788086,37.43111801147461,-0.7469756007194519,0.3602124750614166,-0.5805029273033142,0.2906949818134308,0.0
63.50885772705078,-80.73361206054688,16.598085403442383,-0.6691656708717346,0.5213601589202881,-0.6085917353630066,0.12190435081720352,0.009280138649046421
76.20854949951172,-71.42059326171875,-4.69053840637207,0.5135457515716553,0.5971943736076355,-0.5149622559547424,-0.028131773695349693,0.009280138649046421
82.42329406738281,-57.227840423583984,-24.954078674316406,0.606917679309845,0.6635493040084839,-0.4119698107242584,-0.20629967749118805,0.018560277298092842
84.1484603881836,-37.54279327392578,-45.932071685791016,1.3850172758102417,0.6825078725814819,-0.2902514636516571,-0.3375812768936157,0.02784041501581669
80.4591064453125,-17.079063415527344,-62.68547439575195,1.4472652673721313,0.6635493040084839,-0.14044424891471863,-0.45948565006256104,0.02784041501581669
71.05384826660156,5.3365583419799805,-75.56633758544922,1.6028852462768555,0.5877150893211365,0.046814750880002975,-0.572012722492218,0.018560277298092842
56.56663513183594,25.488815307617188,-81.32337188720703,1.4472652673721313,0.4550052285194397,0.1685331016778946,-0.5907672643661499,0.0
37.46513366699219,47.22957992553711,-84.03622436523438,1.369455337524414,0.3222953677177429,0.32770323753356934,-0.6188990473747253,0.018560277298092842
16.63846778869629,63.72722625732422,-79.42852020263672,1.7896291017532349,0.1421891450881958,0.4775104522705078,-0.6001445055007935,0.02784041501581669
-5.009207725524902,76.57026672363281,-70.78260803222656,1.4317033290863037,-0.047396380454301834,0.552414059638977,-0.5063719153404236,0.02784041501581669
-25.388994216918945,82.5920639038086,-56.17256164550781,1.9141250848770142,-0.2085440754890442,0.5992287993431091,-0.36571305990219116,0.009280138649046421
