220kVⅡ母电压_Ua_5,220kVⅡ母电压_Ub_6,220kVⅡ母电压_Uc_7,220kVⅡ母电压_3U0_8,博南Ⅱ回电流_Ia_17,博南Ⅱ回电流_Ib_18,博南Ⅱ回电流_Ic_19,博南Ⅱ回电流_3I0_20
-35.64331817626953,-47.975704193115234,84.1636734008789,0.4746217727661133,0.07348394393920898,0.04409036412835121,-0.11584527790546417,-0.001729035982862115
-30.865978240966797,-52.364009857177734,83.79019927978516,0.5679900050163269,0.0665678083896637,0.05705811828374863,-0.12103237956762314,-1.999999943436137e-09
-26.003049850463867,-56.394405364990234,83.2377700805664,0.8014105558395386,0.05878715589642525,0.06397425383329391,-0.11325172334909439,0.004322582855820656
-21.02341079711914,-60.14469528198242,82.02397918701172,0.9648049473762512,0.05273553729057312,0.06483877450227737,-0.12016786634922028,-0.004322587046772242
-15.825913429260254,-63.77049255371094,80.52230834960938,1.1593220233917236,0.05360005423426628,0.07175491005182266,-0.11670979857444763,0.002593548968434334
-10.581731796264648,-67.20177459716797,78.7483139038086,1.1593220233917236,0.04495488479733467,0.07348394393920898,-0.11670979857444763,-0.004322587046772242
-5.392014503479004,-70.37629699707031,76.67864990234375,0.9881470203399658,0.03458067774772644,0.08299362659454346,-0.1175743117928505,-0.004322587046772242
-0.23342055082321167,-73.09175109863281,74.11880493164062,0.6924809813499451,0.02507099136710167,0.08990976214408875,-0.11325172334909439,-1.999999943436137e-09
5.041883945465088,-75.6126937866211,71.0765609741211,0.11671027541160583,0.021612923592329025,0.09509686380624771,-0.1106581762433052,0.003458065912127495
10.348311424255371,-77.9468994140625,67.69973754882812,-0.35791149735450745,0.012103237211704254,0.09941945225000381,-0.10892914235591888,-1.999999943436137e-09
15.545808792114258,-79.96209716796875,64.2684555053711,-0.8091912269592285,0.0043225837871432304,0.10287752002477646,-0.1020130068063736,-0.0034580701030790806
20.408737182617188,-81.37040710449219,60.70490264892578,-1.112637996673584,-0.0017290350515395403,0.10892914235591888,-0.1020130068063736,-0.001729035982862115
25.45840072631836,-82.55307006835938,56.744537353515625,-1.1671026945114136,-0.00691613694652915,0.11843882501125336,-0.08904524892568588,0.01210323628038168
30.585872650146484,-83.38560485839844,52.6285514831543,-1.0892958641052246,-0.007780653890222311,0.11325172334909439,-0.09855493903160095,0.0008645150228403509
35.503265380859375,-84.07030487060547,48.45032501220703,-0.8014105558395386,-0.020748408511281013,0.11670979112386703,-0.08558718115091324,0.0008645150228403509
40.2728271484375,-84.38153076171875,44.163169860839844,-0.4824024736881256,-0.031122613698244095,0.11843882501125336,-0.0864517018198967,-1.999999943436137e-09
44.9567985534668,-84.25703430175781,39.49475860595703,-0.18673643469810486,-0.0354451984167099,0.11843882501125336,-0.07175491005182266,0.005187099799513817
49.62520980834961,-83.8291015625,34.68629455566406,0.015561369247734547,-0.040632300078868866,0.11930334568023682,-0.06916136294603348,0.002593548968434334
54.029075622558594,-83.38560485839844,29.753339767456055,0.031122738495469093,-0.0510065034031868,0.12016785889863968,-0.05878715589642525,-0.0034580701030790806
58.160621643066406,-82.52194213867188,24.773700714111328,-0.04668411239981651,-0.05360005423426628,0.11843882501125336,-0.05360005423426628,0.0008645150228403509
