1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,9-220kV通锡Ⅰ回线路电流Ia_9,10-220kV通锡Ⅰ回线路电流Ib_10,11-220kV通锡Ⅰ回线路电流Ic_11,12-220kV通锡Ⅰ回线路电流3Io_12
84.49102020263672,-53.579925537109375,-30.697052001953125,0.31633245944976807,-0.24671919643878937,0.07057006657123566,0.1410900056362152,0.0
85.09362030029297,-49.05694580078125,-34.96492385864258,1.8030949831008911,-0.28196480870246887,0.10585510730743408,0.1410900056362152,-0.03525703027844429
84.58617401123047,-44.692108154296875,-39.83345413208008,0.1897994726896286,-0.24671919643878937,0.07057006657123566,0.1410900056362152,0.0
84.3641586303711,-40.10586929321289,-45.17619705200195,-1.1387968063354492,-0.24671919643878937,0.07057006657123566,0.17636249959468842,-0.03525703027844429
84.80818176269531,-34.475868225097656,-49.633750915527344,1.5500290393829346,-0.21147359907627106,0.03528503328561783,0.21163500845432281,0.0
83.2223892211914,-30.61709976196289,-54.881649017333984,-4.049055576324463,-0.24671919643878937,0.03528503328561783,0.21163500845432281,0.03525703027844429
139.67660522460938,118.48311614990234,101.73338317871094,257.3048095703125,-0.21147359907627106,-2.9639430046081543,-3.4919774532318115,-6.698835849761963
109.16595458984375,53.137115478515625,53.90161895751953,257.3048095703125,-0.6344208121299744,-1.9406769275665283,-3.7036125659942627,-6.169980525970459
14.081836700439453,-127.08626556396484,-155.79307556152344,-260.942626953125,-0.7754032015800476,-1.9053919315338135,-3.6330676078796387,-6.34626579284668
72.15355682373047,28.150020599365234,8.156373977661133,166.16943359375,-0.6696664094924927,-1.9759619235992432,-5.220330238342285,-7.9680891036987305
97.05049896240234,-41.97199630737305,-62.43735885620117,-8.825675010681152,-0.9516311883926392,-1.1996911764144897,-5.643599987030029,-7.86231803894043
71.96326446533203,24.449399948120117,-4.2994842529296875,150.47933959960938,-0.9516311883926392,-0.705700695514679,-6.525412559509277,-8.214888572692871
79.44820404052734,-29.0356388092041,-58.29594421386719,-6.579714775085449,-0.704912006855011,-0.6351306438446045,-7.65413236618042,-9.061057090759277
85.22048950195312,30.26917839050293,-2.9717023372650146,188.7555694580078,-0.8811399936676025,-0.1411401331424713,-8.888669967651367,-10.048254013061523
41.072025299072266,-31.218055725097656,-57.06300735473633,-79.49434661865234,-1.0221223831176758,0.0,-9.911572456359863,-10.929679870605469
90.2633056640625,32.957664489746094,-3.3510684967041016,203.4966583251953,-1.198350429534912,0.705700695514679,-11.005020141601562,-11.634819984436035
41.516048431396484,-18.756135940551758,-41.54060363769531,-31.823043823242188,-1.198350429534912,1.5525414943695068,-11.710470199584961,-11.458535194396973
58.801185607910156,11.070232391357422,-39.20117950439453,52.7958869934082,-1.163104772567749,1.5525414943695068,-13.509367942810059,-13.186129570007324
53.409488677978516,14.897370338439941,-9.32608699798584,104.51624298095703,-1.2688416242599487,2.7169477939605713,-14.355907440185547,-12.939330101013184
8.087541580200195,-10.184614181518555,-51.72026443481445,-94.39360046386719,-1.198350429534912,3.1756532192230225,-15.484627723693848,-13.609213829040527
45.79768753051758,18.123552322387695,-13.91009521484375,86.07405853271484,-1.2335959672927856,4.093063831329346,-16.789710998535156,-13.92652702331543
25.023805618286133,-2.941519021987915,-38.442447662353516,-29.98831558227539,-1.409824013710022,5.081045150756836,-17.67152214050293,-14.06755542755127
13.923257827758789,9.140849113464355,-22.509063720703125,3.6061899662017822,-1.3393328189849854,5.892601013183594,-18.90605926513672,-14.384868621826172
29.844614028930664,8.887815475463867,-26.1130428314209,22.174903869628906,-1.3040871620178223,6.739441871643066,-19.787872314453125,-14.384868621826172
12.210601806640625,16.130910873413086,-24.4691219329834,3.954155683517456,-1.3393328189849854,7.868562698364258,-21.022409439086914,-14.490639686584473
11.639717102050781,7.654274940490723,-21.718717575073242,-2.4041266441345215,-1.3393328189849854,8.78597354888916,-21.86894989013672,-14.561153411865234
10.910252571105957,26.157377243041992,-20.833528518676758,28.343387603759766,-1.3040871620178223,9.879809379577637,-22.821308135986328,-14.31435489654541
-0.4757377505302429,9.425512313842773,-22.698747634887695,-25.622928619384766,-1.3393328189849854,11.008931159973145,-23.808937072753906,-14.20858383178711
2.346972942352295,23.184228897094727,-20.232866287231445,10.913469314575195,-1.409824013710022,11.961627006530762,-24.83184051513672,-14.279097557067871
-15.762777328491211,18.819395065307617,-12.044878005981445,-15.500289916992188,-1.198350429534912,13.267172813415527,-25.537290573120117,-13.538700103759766
-15.572482109069824,13.632200241088867,-24.974945068359375,-47.323333740234375,-1.163104772567749,14.114013671875,-26.34855842590332,-13.503442764282227
-16.49224090576172,24.259624481201172,-7.271186351776123,-0.25306597352027893,-1.2335959672927856,15.454845428466797,-27.195096969604492,-13.045101165771484
-34.44341278076172,12.113997459411621,-20.675460815429688,-73.92689514160156,-1.0573680400848389,16.442825317382812,-27.724185943603516,-12.445732116699219
-28.924854278564453,23.53215217590332,-11.570670127868652,-28.280120849609375,-1.0573680400848389,17.536663055419922,-28.535451889038086,-12.057904243469238
-39.8668212890625,18.34495735168457,-10.211275100708008,-55.484710693359375,-1.0221223831176758,18.701068878173828,-28.993995666503906,-11.388021469116211
-41.96006774902344,22.456756591796875,-13.783639907836914,-57.85720443725586,-0.9516311883926392,19.830188751220703,-29.6289005279541,-10.75339412689209
-42.59438705444336,21.191587448120117,-3.9517316818237305,-43.970211029052734,-0.8458943963050842,20.81817054748535,-30.016897201538086,-10.012996673583984
