5-七松一回电压Ua_5,6-七松一回电压Ub_6,7-七松一回电压Uc_7,8-七松一回电压3Uo_8,13-七松一回电流Ia_13,14-七松一回电流Ib_14,15-七松一回电流Ic_15,16-七松一回电流3Io_16
43.72944641113281,40.512203216552734,-84.7665786743164,-0.9509645700454712,0.007091130129992962,0.08521000295877457,-0.08512488752603531,0.0
38.849491119384766,45.267154693603516,-84.6081314086914,-0.8875669240951538,0.0,0.08521000295877457,-0.07803115248680115,0.007095640059560537
33.84278869628906,49.86361312866211,-84.10111999511719,-0.633976399898529,-0.007091130129992962,0.0923108384013176,-0.07803115248680115,0.0
28.58258056640625,54.428367614746094,-83.30890655517578,-0.4754822850227356,-0.014182260259985924,0.08521000295877457,-0.07093740999698639,0.0
23.3857479095459,58.70782470703125,-82.26319122314453,-0.22189173102378845,-0.014182260259985924,0.0923108384013176,-0.07093740999698639,0.0
17.99878692626953,62.82878494262695,-80.90058898925781,-0.06339763849973679,-0.02127339132130146,0.08521000295877457,-0.07093740999698639,-0.007095640059560537
12.706890106201172,66.60104370117188,-79.22109985351562,0.15849409997463226,-0.028364520519971848,0.0923108384013176,-0.07093740999698639,0.0
7.383305072784424,69.99291229248047,-77.31979370117188,0.19019290804862976,-0.028364520519971848,0.0923108384013176,-0.05674992501735687,0.0
2.1547842025756836,73.194580078125,-75.10160064697266,0.3803858160972595,-0.04254678264260292,0.08521000295877457,-0.05674992501735687,0.0
-3.1371123790740967,76.01585388183594,-72.69328308105469,0.3486870229244232,-0.04254678264260292,0.08521000295877457,-0.05674992501735687,0.0
-8.333945274353027,78.55183410644531,-69.96807098388672,0.4120846390724182,-0.04963791370391846,0.08521000295877457,-0.042562443763017654,-0.007095640059560537
-13.499090194702148,80.64401245117188,-66.86260986328125,0.4754822850227356,-0.04963791370391846,0.08521000295877457,-0.035468704998493195,0.0
-18.600858688354492,82.419189453125,-63.56700897216797,0.4437834620475769,-0.056729041039943695,0.08521000295877457,-0.028374962508678436,0.0
-25.794034957885742,82.38748931884766,-54.092166900634766,2.314013719558716,-0.056729041039943695,0.4402516782283783,-0.3830620050430298,0.0
