220kV I母电压_A相_1,220kV I母电压_B相_2,220kV I母电压_C相_3,220kV I母电压_3U0_4,220kV太丽I回_A相_17,220kV太丽I回_B相_18,220kV太丽I回_C相_19,220kV太丽I回_3I0_20
29.071735382080078,-85.0554428100586,55.4620475769043,-0.7160171866416931,-0.2615392208099365,0.8073216080665588,-0.47322821617126465,0.055655065923929214
49.23371505737305,-85.41914367675781,35.93183898925781,-0.3268774151802063,-0.44835296273231506,0.8073216080665588,-0.2876485288143158,0.037103377282619476
65.64147186279297,-80.7325210571289,15.216723442077637,0.07782795280218124,-0.5978039503097534,0.8166011571884155,-0.0835108608007431,0.046379219740629196
77.78257751464844,-70.7877426147461,-6.797635078430176,0.14009031653404236,-0.7192328572273254,0.695966899394989,0.13918477296829224,0.055655065923929214
84.68450164794922,-55.39774703979492,-28.58332633972168,0.9961978197097778,-0.7939583659172058,0.5474939346313477,0.3340434432029724,0.037103377282619476
84.67404174804688,-35.62248611450195,-48.76835250854492,0.3891397714614868,-0.803299069404602,0.37118232250213623,0.5196231603622437,0.027827532961964607
80.08322143554688,-14.880805015563965,-65.25313568115234,-0.04669677093625069,-0.7565956115722656,0.18559116125106812,0.6773658990859985,0.037103377282619476
70.05451965332031,7.336486339569092,-77.53877258300781,-0.1556559056043625,-0.6631887555122375,-0.01855911687016487,0.7608767747879028,0.046379219740629196
54.94348907470703,28.795188903808594,-84.55467987060547,-1.1051568984985352,-0.4950563907623291,-0.22270940244197845,0.8072716593742371,0.037103377282619476
35.628562927246094,48.684757232666016,-84.92886352539062,-0.7782795429229736,-0.32692402601242065,-0.40830057859420776,0.8258296251296997,0.037103377282619476
14.797304153442383,65.17626190185547,-80.27237701416016,-0.29574623703956604,-0.1401102989912033,-0.5474939346313477,0.7794347405433655,0.037103377282619476
-7.299306392669678,77.59425354003906,-70.31498718261719,0.09339354187250137,0.06538480520248413,-0.6495690941810608,0.6680868864059448,0.0
-29.207683563232422,84.80603790283203,-55.150230407714844,0.8094107508659363,0.30824264883995056,-0.7330850958824158,0.5474600791931152,0.018551688641309738
-49.30691909790039,85.23209381103516,-35.80711364746094,0.34244298934936523,0.4950563907623291,-0.7238055467605591,0.3340434432029724,0.018551688641309738
-65.51598358154297,80.5974349975586,-15.123178482055664,0.015565590932965279,0.6258260011672974,-0.7052464485168457,0.15774273872375488,0.037103377282619476
-77.7093734741211,70.64225769042969,6.963937759399414,-0.062262363731861115,0.7565956115722656,-0.6031712889671326,-0.06495289504528046,0.009275844320654869
-84.71587371826172,55.408138275146484,28.73923683166504,-0.9183698892593384,0.831321120262146,-0.4546983540058136,-0.2876485288143158,0.018551688641309738
-84.7681655883789,35.674442291259766,48.94504928588867,-0.24904945492744446,0.8593431711196899,-0.2783867418766022,-0.47322821617126465,0.037103377282619476
-80.12505340576172,14.93276309967041,65.32589721679688,0.1089591383934021,0.7846176624298096,-0.09279558062553406,-0.5938550233840942,0.055655065923929214
-69.94994354248047,-7.253353118896484,77.55955505371094,0.3891397714614868,0.6912108063697815,0.11135470122098923,-0.7237607836723328,0.055655065923929214
-54.76571273803711,-28.836755752563477,84.40916442871094,1.3230751752853394,0.5417598485946655,0.30622541904449463,-0.7701557278633118,0.046379219740629196
