220kV I母电压_A相_1,220kV I母电压_B相_2,220kV I母电压_C相_3,220kV I母电压_3U0_4,220kV太丽I回_A相_17,220kV太丽I回_B相_18,220kV太丽I回_C相_19,220kV太丽I回_3I0_20
84.67404174804688,-55.408138275146484,-28.55214500427246,1.0273289680480957,-0.7752770185470581,0.5567734837532043,0.3340434432029724,0.027827532961964607
84.69496154785156,-35.6640510559082,-48.77874755859375,0.34244298934936523,-0.803299069404602,0.3804619014263153,0.5381811261177063,0.037103377282619476
80.09368133544922,-15.005504608154297,-65.15959167480469,-0.062262363731861115,-0.7752770185470581,0.17631161212921143,0.6495289206504822,0.018551688641309738
70.09634399414062,7.201395034790039,-77.4971923828125,-0.14009031653404236,-0.6631887555122375,-0.01855911687016487,0.7608767747879028,0.018551688641309738
54.98531723022461,28.74323081970215,-84.48191833496094,-1.1207225322723389,-0.5043970942497253,-0.22270940244197845,0.8443875908851624,0.037103377282619476
35.743595123291016,48.580841064453125,-84.90807342529297,-0.7627139687538147,-0.32692402601242065,-0.40830057859420776,0.8258296251296997,0.027827532961964607
14.849591255187988,65.13469696044922,-80.28276824951172,-0.2801806330680847,-0.13076961040496826,-0.566053032875061,0.7979927062988281,0.046379219740629196
-7.194731712341309,77.59425354003906,-70.38774108886719,0.07782795280218124,0.05604412034153938,-0.6402895450592041,0.7144818305969238,0.046379219740629196
-29.103107452392578,84.80603790283203,-55.3061408996582,0.8249763250350952,0.28956130146980286,-0.695966899394989,0.5196231603622437,0.027827532961964607
-49.24417495727539,85.27366638183594,-35.91105270385742,0.2801806330680847,0.5043970942497253,-0.7516442537307739,0.34332242608070374,0.027827532961964607
-65.50552368164062,80.60782623291016,-15.206330299377441,0.015565590932965279,0.6258260011672974,-0.7145259976387024,0.1299057900905609,0.037103377282619476
-77.6780014038086,70.64225769042969,6.932755947113037,-0.031131181865930557,0.7379142642021179,-0.6031712889671326,-0.06495289504528046,0.046379219740629196
-84.72633361816406,55.47048568725586,28.67687225341797,-0.8872386813163757,0.831321120262146,-0.4639779329299927,-0.2598115801811218,0.027827532961964607
-84.74724578857422,35.75757598876953,48.86189651489258,-0.23348386585712433,0.8406618237495422,-0.28766632080078125,-0.4639492332935333,0.046379219740629196
-80.12505340576172,14.984721183776855,65.24274444580078,0.09339354187250137,0.8126397132873535,-0.10207514464855194,-0.5938550233840942,0.055655065923929214
-70.01268768310547,-7.180612087249756,77.4971923828125,0.35800859332084656,0.7005515098571777,0.11135470122098923,-0.6959238648414612,0.046379219740629196
-54.80754089355469,-28.74323081970215,84.36758422851562,1.2919440269470215,0.5417598485946655,0.3340640962123871,-0.7515977621078491,0.046379219740629196
-35.691307067871094,-48.622406005859375,84.75216674804688,0.7782795429229736,0.34560540318489075,0.5010961294174194,-0.7608767747879028,0.046379219740629196
-14.8914213180542,-65.0827407836914,80.11647033691406,0.4202709496021271,0.16813236474990845,0.6495690941810608,-0.7423187494277954,0.037103377282619476
7.299306392669678,-77.6669921875,70.36695098876953,0.18678708374500275,-0.05604412034153938,0.7516442537307739,-0.6124129891395569,0.046379219740629196
29.071735382080078,-85.0554428100586,55.4620475769043,-0.7160171866416931,-0.2615392208099365,0.8073216080665588,-0.47322821617126465,0.055655065923929214
49.23371505737305,-85.41914367675781,35.93183898925781,-0.3268774151802063,-0.44835296273231506,0.8073216080665588,-0.2876485288143158,0.037103377282619476
65.64147186279297,-80.7325210571289,15.216723442077637,0.07782795280218124,-0.5978039503097534,0.8166011571884155,-0.0835108608007431,0.046379219740629196
77.78257751464844,-70.7877426147461,-6.797635078430176,0.14009031653404236,-0.7192328572273254,0.695966899394989,0.13918477296829224,0.055655065923929214
84.68450164794922,-55.39774703979492,-28.58332633972168,0.9961978197097778,-0.7939583659172058,0.5474939346313477,0.3340434432029724,0.037103377282619476
84.67404174804688,-35.62248611450195,-48.76835250854492,0.3891397714614868,-0.803299069404602,0.37118232250213623,0.5196231603622437,0.027827532961964607
