220kV I母电压_A相_1,220kV I母电压_B相_2,220kV I母电压_C相_3,220kV I母电压_3U0_4,220kV太丽I回_A相_17,220kV太丽I回_B相_18,220kV太丽I回_C相_19,220kV太丽I回_3I0_20
84.65312957763672,-55.50166320800781,-28.417024612426758,1.0428946018218994,-0.7939583659172058,0.5289348363876343,0.3340434432029724,0.027827532961964607
84.66358947753906,-35.74718475341797,-48.63323211669922,0.34244298934936523,-0.8126397132873535,0.37118232250213623,0.5289021134376526,0.027827532961964607
80.13550567626953,-15.067853927612305,-65.14920043945312,-0.09339354187250137,-0.7659363150596619,0.18559116125106812,0.6588079333305359,0.027827532961964607
70.16954803466797,7.107870578765869,-77.47640991210938,-0.20235268771648407,-0.6538480520248413,-0.01855911687016487,0.7515977621078491,0.046379219740629196
55.048065185546875,28.68088150024414,-84.54428100585938,-1.1518536806106567,-0.5043970942497253,-0.22270940244197845,0.8165506720542908,0.046379219740629196
35.774967193603516,48.54966735839844,-84.92886352539062,-0.7938451170921326,-0.34560540318489075,-0.4361392557621002,0.8536666035652161,0.037103377282619476
14.943708419799805,65.07234954833984,-80.29316711425781,-0.2801806330680847,-0.14945098757743835,-0.5567734837532043,0.7608767747879028,0.037103377282619476
-7.13198709487915,77.53190612792969,-70.39813232421875,0.09339354187250137,0.05604412034153938,-0.6495690941810608,0.6773658990859985,0.009275844320654869
-29.029905319213867,84.79564666748047,-55.347713470458984,0.7782795429229736,0.2989019751548767,-0.7145259976387024,0.5103441476821899,0.027827532961964607
-49.150054931640625,85.26327514648438,-35.98381042480469,0.311311811208725,0.48571571707725525,-0.7423646450042725,0.35260140895843506,0.046379219740629196
-65.41140747070312,80.60782623291016,-15.289481163024902,-0.04669677093625069,0.6351667046546936,-0.7052464485168457,0.13918477296829224,0.027827532961964607
-77.63617706298828,70.72538757324219,6.797635078430176,-0.062262363731861115,0.7379142642021179,-0.6031712889671326,-0.06495289504528046,0.037103377282619476
-84.68450164794922,55.553619384765625,28.572933197021484,-0.9028042554855347,0.803299069404602,-0.47325748205184937,-0.26909056305885315,0.037103377282619476
-84.77861785888672,35.80953598022461,48.8203239440918,-0.23348386585712433,0.831321120262146,-0.2691071927547455,-0.4639492332935333,0.037103377282619476
-80.20870971679688,15.109420776367188,65.22195434570312,0.12452472746372223,0.7846176624298096,-0.10207514464855194,-0.5845760107040405,0.055655065923929214
-70.03359985351562,-7.1286540031433105,77.48680114746094,0.3891397714614868,0.6912108063697815,0.12063425779342651,-0.7144818305969238,0.037103377282619476
-54.85982894897461,-28.68088150024414,84.3364028930664,1.3230751752853394,0.551100492477417,0.30622541904449463,-0.7701557278633118,0.027827532961964607
-35.76451110839844,-48.54966735839844,84.75216674804688,0.747148334980011,0.34560540318489075,0.5010961294174194,-0.7701557278633118,0.046379219740629196
-14.96462345123291,-65.06195831298828,80.15804290771484,0.3891397714614868,0.14945098757743835,0.6495690941810608,-0.7423187494277954,0.046379219740629196
7.226104259490967,-77.61503601074219,70.37734985351562,0.14009031653404236,-0.04670343175530434,0.7516442537307739,-0.6216920018196106,0.037103377282619476
28.977619171142578,-84.99308776855469,55.48283767700195,-0.7160171866416931,-0.2615392208099365,0.8351602554321289,-0.4639492332935333,0.046379219740629196
49.150054931640625,-85.4607162475586,36.077354431152344,-0.34244298934936523,-0.46703433990478516,0.8351602554321289,-0.26909056305885315,0.037103377282619476
65.57872772216797,-80.8260498046875,15.351844787597656,0.1556559056043625,-0.5978039503097534,0.779482901096344,-0.09278984367847443,0.046379219740629196
77.71983337402344,-70.8396987915039,-6.714483261108398,0.1556559056043625,-0.7192328572273254,0.7052464485168457,0.1299057900905609,0.055655065923929214
84.67404174804688,-55.408138275146484,-28.55214500427246,1.0273289680480957,-0.7752770185470581,0.5567734837532043,0.3340434432029724,0.027827532961964607
84.69496154785156,-35.6640510559082,-48.77874755859375,0.34244298934936523,-0.803299069404602,0.3804619014263153,0.5381811261177063,0.037103377282619476
80.09368133544922,-15.005504608154297,-65.15959167480469,-0.062262363731861115,-0.7752770185470581,0.17631161212921143,0.6495289206504822,0.018551688641309738
