1-110kVⅠ段母线电压Ua_1,2-110kVⅠ段母线电压Ub_2,3-110kVⅠ段母线电压Uc_3,4-110kVⅠ段母线电压3Uo_4,41-110kV香居I回线151线路电流Ia_41,42-110kV香居I回线151线路电流Ib_42,43-110kV香居I回线151线路电流Ic_43,44-110kV香居I回线151线路电流3Io_44
-74.07855224609375,0.887045681476593,72.93054962158203,-0.15839339792728424,0.6370021104812622,-0.38830363750457764,-0.38932088017463684,-0.17676788568496704
-71.2196044921875,-4.530268669128418,75.68682861328125,0.15839339792728424,0.6370021104812622,-0.317702978849411,-0.424713671207428,-0.17676788568496704
-67.66180419921875,-10.105984687805176,78.03125,0.5385375618934631,0.6370021104812622,-0.24710232019424438,-0.4601064920425415,-0.17676788568496704
-64.07223510742188,-15.459939002990723,79.99549102783203,0.8553243279457092,0.6370021104812622,-0.24710232019424438,-0.4601064920425415,-0.1414143145084381
-60.57796096801758,-20.56045150756836,81.64292907714844,0.9186816811561584,0.6016131043434143,-0.17650166153907776,-0.5308920741081238,-0.1414143145084381
-56.63896560668945,-25.5025634765625,82.59336853027344,0.79196697473526,0.6370021104812622,-0.17650166153907776,-0.5662848949432373,-0.10606072843074799
-52.477603912353516,-30.254592895507812,83.10027313232422,0.633573591709137,0.6016131043434143,-0.10590099543333054,-0.6016777157783508,-0.10606072843074799
-48.25271224975586,-35.03830337524414,83.63885498046875,0.47518017888069153,0.5662240982055664,-0.03530033305287361,-0.6016777157783508,-0.10606072843074799
-43.996055603027344,-39.8853759765625,84.14575958251953,0.22175075113773346,0.5308350920677185,-0.03530033305287361,-0.6016777157783508,-0.1414143145084381
-39.42173385620117,-44.827484130859375,84.52593231201172,0.25342944264411926,0.5308350920677185,0.03530033305287361,-0.6016777157783508,-0.10606072843074799
-34.43445587158203,-49.6111946105957,84.39920806884766,0.47518017888069153,0.4954460859298706,0.07060066610574722,-0.6724632978439331,-0.10606072843074799
-29.38364601135254,-53.983062744140625,83.89230346679688,0.6018949151039124,0.4600570797920227,0.14120133221149445,-0.7078561186790466,-0.1414143145084381
-24.301069259643555,-58.03813171386719,82.9101791381836,0.6969309449195862,0.4600570797920227,0.14120133221149445,-0.6370705366134644,-0.10606072843074799
-19.15496063232422,-61.744712829589844,81.4845199584961,0.633573591709137,0.4246680736541748,0.21180199086666107,-0.6724632978439331,-0.10606072843074799
-14.008852005004883,-65.10281372070312,79.64700317382812,0.6018949151039124,0.3892790675163269,0.317702978849411,-0.6724632978439331,-0.03535357862710953
-8.862743377685547,-68.14411163330078,77.46098327636719,0.3167867958545685,0.353890061378479,0.317702978849411,-0.7078561186790466,-0.07070715725421906
-3.875464677810669,-71.28045654296875,75.37001037597656,-0.03167868033051491,0.2831120491027832,0.3530033230781555,-0.6724632978439331,-0.03535357862710953
1.3659424781799316,-74.3217544555664,72.99391174316406,-0.25342944264411926,0.2831120491027832,0.3530033230781555,-0.6724632978439331,-0.03535357862710953
6.766180038452148,-76.98289489746094,70.04753875732422,-0.5068588852882385,0.2123340368270874,0.42360398173332214,-0.7078561186790466,-0.03535357862710953
12.293482780456543,-79.13714599609375,66.59426879882812,-0.633573591709137,0.2123340368270874,0.45890429615974426,-0.7078561186790466,-0.03535357862710953
17.471357345581055,-80.91123962402344,63.045955657958984,-0.8236456513404846,0.1415560245513916,0.5295049548149109,-0.6724632978439331,0.0
22.458635330200195,-82.27348327636719,59.40259552001953,-0.8553243279457092,0.1061670184135437,0.5295049548149109,-0.6370705366134644,0.0
27.350616455078125,-83.25556945800781,55.47410202026367,-0.8553243279457092,0.0707780122756958,0.5648053288459778,-0.6370705366134644,0.0
32.14729690551758,-83.85749816894531,51.3238410949707,-0.7602882981300354,0.0353890061378479,0.5648053288459778,-0.6016777157783508,0.0
36.9439811706543,-84.42774200439453,47.14189910888672,-0.633573591709137,-0.0353890061378479,0.6001056432723999,-0.5662848949432373,0.03535357862710953
41.86772537231445,-84.90293884277344,42.706504821777344,-0.6018949151039124,-0.0707780122756958,0.635405957698822,-0.5308920741081238,0.0
46.72793960571289,-85.0296630859375,37.92261505126953,-0.5385375618934631,-0.0707780122756958,0.6707062721252441,-0.5308920741081238,0.0
51.39755630493164,-84.64949798583984,32.79023361206055,-0.5702162384986877,-0.1415560245513916,0.706006646156311,-0.5308920741081238,0.03535357862710953
55.65421676635742,-83.88917541503906,27.721210479736328,-0.7286096215248108,-0.1769450306892395,0.706006646156311,-0.4601064920425415,0.03535357862710953
59.52967834472656,-82.74868774414062,22.652189254760742,-0.6652522683143616,-0.2123340368270874,0.706006646156311,-0.4601064920425415,0.03535357862710953
63.08748245239258,-81.25971984863281,17.55148696899414,-0.7286096215248108,-0.2477230429649353,0.706006646156311,-0.3539280593395233,0.03535357862710953
66.26409149169922,-79.4222640991211,12.64087200164795,-0.5385375618934631,-0.2831120491027832,0.7413069605827332,-0.38932088017463684,0.07070715725421906
