5-七松一回电压Ua_5,6-七松一回电压Ub_6,7-七松一回电压Uc_7,8-七松一回电压3Uo_8,13-七松一回电流Ia_13,14-七松一回电流Ib_14,15-七松一回电流Ic_15,16-七松一回电流3Io_16
-84.41683959960938,41.05109786987305,43.06459045410156,-0.633976399898529,-0.07091130316257477,-0.014201667159795761,0.08512488752603531,0.0
-84.03659057617188,36.01084899902344,47.627723693847656,-0.6656752228736877,-0.0780024304986,-0.02130250073969364,0.08512488752603531,0.0
-83.3077621459961,30.748699188232422,52.12748336791992,-0.6973740458488464,-0.07091130316257477,-0.028403334319591522,0.09221863001585007,-0.007095640059560537
-82.38880920410156,25.454851150512695,56.50048828125,-0.7290728688240051,-0.07091130316257477,-0.028403334319591522,0.09221863001585007,0.0
-81.02622985839844,20.065902709960938,60.65167236328125,-0.6022775769233704,-0.06382017582654953,-0.028403334319591522,0.09931237250566483,-0.007095640059560537
-79.50520324707031,14.772055625915527,64.42259979248047,-0.5705787539482117,-0.06382017582654953,-0.04260500147938728,0.09221863001585007,0.0
-77.66729736328125,9.414807319641113,68.09845733642578,-0.3169881999492645,-0.04963791370391846,-0.04260500147938728,0.09931237250566483,-0.007095640059560537
-75.51251220703125,4.247758388519287,71.17223358154297,-0.15849409997463226,-0.04963791370391846,-0.049705833196640015,0.09931237250566483,0.0
-73.1676025390625,-0.9192910194396973,74.15094757080078,0.09509645402431488,-0.04254678264260292,-0.049705833196640015,0.09931237250566483,0.0
-70.60087585449219,-6.054640769958496,76.87615203857422,0.4120846390724182,-0.04254678264260292,-0.056806668639183044,0.09931237250566483,-0.007095640059560537
-67.68557739257812,-11.189990043640137,79.2527847290039,0.633976399898529,-0.035455651581287384,-0.06390750408172607,0.09931237250566483,0.0
-64.51677703857422,-16.261940002441406,81.21746826171875,0.8241692781448364,-0.028364520519971848,-0.06390750408172607,0.10640611499547958,0.007095640059560537
-60.96772003173828,-21.238792419433594,82.83358001708984,1.0460610389709473,-0.014182260259985924,-0.07100833207368851,0.09221863001585007,0.0
-57.006717681884766,-26.183942794799805,83.84761047363281,1.172856330871582,-0.014182260259985924,-0.07100833207368851,0.09221863001585007,0.0
-52.88727951049805,-30.93889617919922,84.54475402832031,1.2362539768218994,-0.014182260259985924,-0.07810916751623154,0.09221863001585007,0.0
-48.48264694213867,-35.75724792480469,84.95670318603516,1.2362539768218994,-0.007091130129992962,-0.08521000295877457,0.09221863001585007,0.0
-43.88788604736328,-40.4171028137207,84.95670318603516,1.1411575078964233,0.0,-0.07100833207368851,0.08512488752603531,0.0
-39.07130813598633,-45.17205810546875,84.89332580566406,1.0460610389709473,0.007091130129992962,-0.08521000295877457,0.09221863001585007,0.0
-34.096290588378906,-49.80021286010742,84.32293701171875,0.7290728688240051,0.014182260259985924,-0.08521000295877457,0.08512488752603531,0.0
-28.80439567565918,-54.33326721191406,83.49903869628906,0.5705787539482117,0.014182260259985924,-0.0923108384013176,0.07803115248680115,0.0
-23.639251708984375,-58.676124572753906,82.51669311523438,0.25359055399894714,0.028364520519971848,-0.08521000295877457,0.07803115248680115,0.007095640059560537
-18.252290725708008,-62.765384674072266,81.05902862548828,0.09509645402431488,0.028364520519971848,-0.0923108384013176,0.07093740999698639,0.007095640059560537
-12.992081642150879,-66.60104370117188,79.44291687011719,-0.22189173102378845,0.04254678264260292,-0.0923108384013176,0.07093740999698639,0.0
-7.731873035430908,-70.02461242675781,77.57329559326172,-0.28528937697410583,0.035455651581287384,-0.0923108384013176,0.05674992501735687,0.007095640059560537
-2.439976215362549,-73.0994873046875,75.26004028320312,-0.4754822850227356,0.04254678264260292,-0.0923108384013176,0.06384366750717163,0.007095640059560537
2.7568564414978027,-75.9841537475586,72.94678497314453,-0.5071811079978943,0.04963791370391846,-0.08521000295877457,0.05674992501735687,0.007095640059560537
8.048752784729004,-78.52013397216797,70.2215805053711,-0.5071811079978943,0.056729041039943695,-0.08521000295877457,0.04965618625283241,0.007095640059560537
13.182209968566895,-80.64401245117188,67.1161117553711,-0.538879930973053,0.056729041039943695,-0.0923108384013176,0.042562443763017654,0.007095640059560537
18.252290725708008,-82.419189453125,63.91558074951172,-0.4120846390724182,0.056729041039943695,-0.07810916751623154,0.035468704998493195,0.007095640059560537
23.258995056152344,-83.71887969970703,60.17634582519531,-0.4437834620475769,0.06382017582654953,-0.08521000295877457,0.028374962508678436,0.014191280119121075
28.075571060180664,-84.47967529296875,56.151912689208984,-0.4120846390724182,0.06382017582654953,-0.08521000295877457,0.028374962508678436,0.007095640059560537
32.828773498535156,-84.95516967773438,51.905662536621094,-0.4120846390724182,0.0780024304986,-0.07100833207368851,0.014187481254339218,0.007095640059560537
37.328468322753906,-85.01856994628906,47.43759536743164,-0.3486870229244232,0.0780024304986,-0.07810916751623154,0.014187481254339218,0.007095640059560537
41.954917907714844,-84.89176940917969,42.71601486206055,-0.3486870229244232,0.08509356528520584,-0.07100833207368851,0.0,0.0
46.48630142211914,-84.63816833496094,37.931060791015625,-0.4120846390724182,0.0780024304986,-0.07100833207368851,0.007093740627169609,0.007095640059560537
51.01768493652344,-83.94078063964844,32.765846252441406,-0.28528937697410583,0.09218469262123108,-0.06390750408172607,0.0,0.007095640059560537
