17-220kVⅡ段母电压Ua_17,18-220kVⅡ段母电压Ub_18,19-220kVⅡ段母电压Uc_19,20-220kVⅡ段母电压3Uo_20,9-220kV抚常Ⅱ回线路电流Ia_9,10-220kV抚常Ⅱ回线路电流Ib_10,11-220kV抚常Ⅱ回线路电流Ic_11,12-220kV抚常Ⅱ回线路电流3Io_12
74.49919128417969,-0.6584082841873169,-73.63529968261719,0.13983739912509918,0.12084712833166122,-0.004315969068557024,-0.11221519112586975,0.0
71.71751403808594,4.732793807983398,-76.33466339111328,-0.007768744137138128,0.12084712833166122,0.008631938137114048,-0.12084712833166122,-0.004315969068557024
68.81929016113281,9.94583797454834,-78.70824432373047,-0.09322492778301239,0.11221519112586975,0.012947906740009785,-0.12516310811042786,0.0
65.47039794921875,15.058184623718262,-80.60090637207031,-0.26413729786872864,0.0949513167142868,0.017263876274228096,-0.12084712833166122,-0.004315969068557024
61.733009338378906,20.22475242614746,-82.3616943359375,-0.807949423789978,0.10789922624826431,0.03884372115135193,-0.13379503786563873,0.0
57.98007583618164,25.275131225585938,-83.7734375,-1.0099366903305054,0.0949513167142868,0.043159689754247665,-0.12516310811042786,0.0
53.77648162841797,30.31001853942871,-84.6266860961914,-0.9633243083953857,0.09063535183668137,0.0474756583571434,-0.13379503786563873,0.0
49.3941764831543,35.1512565612793,-85.10760498046875,-0.9943992495536804,0.08631937950849533,0.06042356416583061,-0.13811101019382477,-0.004315969068557024
45.08957290649414,39.73687744140625,-85.34806823730469,-0.8700993657112122,0.07337146997451782,0.06473953276872635,-0.1424269825220108,0.0
40.54409408569336,44.33798599243164,-85.20068359375,-0.48943087458610535,0.06473953276872635,0.07768744230270386,-0.14674293994903564,-0.004315969068557024
35.72666549682617,48.86164093017578,-84.75079345703125,-0.20975609123706818,0.06042356416583061,0.08200341463088989,-0.1424269825220108,-0.004315969068557024
30.637287139892578,53.31557846069336,-83.92857360839844,0.15537488460540771,0.06042356416583061,0.08631937950849533,-0.14674293994903564,0.004315969068557024
25.338117599487305,57.78500747680664,-83.04429626464844,0.2563685476779938,0.05179162696003914,0.0949513167142868,-0.14674293994903564,0.0
19.97678565979004,61.843902587890625,-81.74114990234375,0.3185185194015503,0.05179162696003914,0.09926728904247284,-0.14674293994903564,0.0
14.475593566894531,65.74012756347656,-80.15876770019531,0.2719060480594635,0.043159689754247665,0.11221519112586975,-0.14674293994903564,0.0
9.044332504272461,69.34201049804688,-78.32816314697266,0.32628726959228516,0.03452775254845619,0.12084712833166122,-0.15537488460540771,0.0
1.7404900789260864,21.688743591308594,-22.68088150024414,-1.0565491914749146,0.02589581348001957,2.119140863418579,-2.1450366973876953,0.021579844877123833
-0.34188199043273926,3.408231019973755,1.2178175449371338,5.7177958488464355,-0.13379503786563873,3.413931369781494,-3.3664557933807373,-0.08631937950849533
-5.835303783416748,14.314570426940918,-9.820108413696289,-5.15067720413208,-0.15105891227722168,5.239586353302002,-5.183478832244873,-0.07768744230270386
-12.020259857177734,10.263422966003418,-5.9339518547058105,-12.367840766906738,-0.20716650784015656,5.606443881988525,-5.5114922523498535,-0.10789922624826431
