220kV Ⅱ母电压_A相_5,220kV Ⅱ母电压_B相_6,220kV Ⅱ母电压_C相_7,220kV Ⅱ母电压_3U0_8,墨木Ⅰ回线264_A相_33,墨木Ⅰ回线264_B相_34,墨木Ⅰ回线264_C相_35,墨木Ⅰ回线264_3I0_36
2.81547474861145,71.48077392578125,-77.59009552001953,-4.189610481262207,0.6550225615501404,-0.9013984203338623,0.1578831821680069,0.0
-16.85129165649414,80.809326171875,-65.56046295166016,-1.323854684829712,0.8234569430351257,-0.7898852229118347,-0.0835852101445198,0.01856202445924282
-37.29724884033203,85.70213317871094,-46.44601821899414,4.843750476837158,0.860886812210083,-0.6412009596824646,-0.27861738204956055,-0.01856202445924282
-58.480838775634766,83.65567016601562,-26.25119400024414,-0.5295418500900269,0.8702442646026611,-0.4925166666507721,-0.43650054931640625,-0.027843035757541656
-73.36857604980469,75.14778900146484,-5.298024654388428,-4.703577518463135,0.8047420382499695,-0.2323191910982132,-0.5758092403411865,-0.01856202445924282
-82.14745330810547,64.95702362060547,16.77707862854004,0.5139670968055725,0.6737375259399414,-0.009292767383158207,-0.6965433955192566,-0.03712404891848564
-85.67977905273438,47.619224548339844,37.97956466674805,1.2615556716918945,0.5427330136299133,0.2323191910982132,-0.8358520865440369,-0.046405062079429626
-84.59930419921875,24.609498977661133,57.10439682006836,-3.457596778869629,0.3742986023426056,0.3810034692287445,-0.8451393246650696,-0.046405062079429626
-76.65156555175781,3.0852768421173096,71.90769958496094,-1.3861536979675293,0.15907691419124603,0.5203949809074402,-0.7336924076080322,-0.027843035757541656
-65.45199584960938,-15.789969444274902,81.87006378173828,2.600985050201416,-0.10293211787939072,0.6690792441368103,-0.6315327286720276,-0.027843035757541656
-48.28902816772461,-37.459625244140625,84.96577453613281,-0.04672428220510483,-0.31815382838249207,0.7434213757514954,-0.5107985138893127,-0.03712404891848564
-25.879512786865234,-59.08772659301758,83.41792297363281,-1.5263265371322632,-0.44915834069252014,0.7527141571044922,-0.34362807869911194,-0.01856202445924282
-3.272599935531616,-72.14561462402344,77.03951263427734,3.8313910961151123,-0.5708053708076477,0.6319081783294678,-0.13002143800258636,0.0
16.342220306396484,-81.57804870605469,64.86444854736328,0.17132236063480377,-0.6924524307250977,0.5111021995544434,0.10215970128774643,-0.046405062079429626
36.746620178222656,-86.37736511230469,45.82271957397461,-5.9184088706970215,-0.7579547166824341,0.36241793632507324,0.3157663643360138,0.0
57.9094352722168,-84.21663665771484,25.731779098510742,-0.015574760735034943,-0.7766696214675903,0.24161195755004883,0.4550750255584717,0.0
72.6828842163086,-75.54254150390625,4.757833957672119,4.174036026000977,-0.6456651091575623,-0.009292767383158207,0.6129581928253174,0.01856202445924282
81.28514862060547,-65.41410064697266,-17.306880950927734,-1.6042003631591797,-0.5614479184150696,-0.26949024200439453,0.7336924076080322,0.027843035757541656
84.71358489990234,-47.94125747680664,-38.634029388427734,-2.258340358734131,-0.40237101912498474,-0.4925166666507721,0.8451393246650696,0.03712404891848564
83.68505096435547,-24.77570915222168,-57.77963638305664,2.9280550479888916,-0.2994388937950134,-0.6504937410354614,0.8544266223907471,0.01856202445924282
75.68536376953125,-3.282651662826538,-72.51022338867188,0.7787380218505859,-0.06550225615501404,-0.8177635073661804,0.7615541219711304,0.0
64.41307830810547,15.488713264465332,-82.48297119140625,-3.4264473915100098,0.20586423575878143,-0.9013984203338623,0.6408199667930603,0.01856202445924282
47.19816207885742,37.23108673095703,-85.57868194580078,-0.7164390087127686,0.39301353693008423,-1.003618836402893,0.5200857520103455,0.027843035757541656
24.861370086669922,58.83841323852539,-83.91655731201172,1.027934193611145,0.5520904660224915,-1.0129116773605347,0.3900643289089203,0.0
2.451852560043335,71.62621307373047,-77.44465637207031,-4.3297834396362305,0.6643800139427185,-0.8921056985855103,0.13930869102478027,0.0
-17.183746337890625,80.94436645507812,-65.321533203125,-1.027934193611145,0.7860270738601685,-0.8084707856178284,-0.0835852101445198,-0.027843035757541656
-37.66087341308594,85.70213317871094,-46.09281539916992,4.843750476837158,0.8889592289924622,-0.6504937410354614,-0.3064790964126587,-0.01856202445924282
-58.83407211303711,83.51023864746094,-25.846050262451172,-0.5762661695480347,0.879601776599884,-0.47393113374710083,-0.4550750255584717,0.0
-73.51402282714844,74.90885925292969,-4.882493495941162,-4.547830104827881,0.7485972046852112,-0.2323191910982132,-0.5572347640991211,-0.03712404891848564
-82.27212524414062,64.73887634277344,17.21338653564453,0.8877613544464111,0.6830949783325195,-0.009292767383158207,-0.7151179313659668,-0.03712404891848564
-85.73172760009766,47.2452507019043,38.39509582519531,1.4017285108566284,0.5427330136299133,0.2601974904537201,-0.8172776103019714,-0.00928101222962141
-84.49541473388672,24.193973541259766,57.45759963989258,-3.535470724105835,0.3742986023426056,0.39029622077941895,-0.8265648484230042,-0.01856202445924282
-76.4022216796875,2.711303949356079,72.11547088623047,-1.4640275239944458,0.1497194468975067,0.529687762260437,-0.7244051694869995,-0.05568607151508331
-65.1714859008789,-16.17432975769043,82.00511169433594,2.6165597438812256,-0.12164705246686935,0.6783720254898071,-0.650107204914093,-0.00928101222962141
-47.84229278564453,-37.92708969116211,84.95538330078125,-0.2959204614162445,-0.31815382838249207,0.762006938457489,-0.4736495316028595,-0.01856202445924282
-25.401609420776367,-59.45131301879883,83.28287506103516,-1.6353498697280884,-0.4304434061050415,0.7527141571044922,-0.36220258474349976,-0.01856202445924282
-2.9193668365478516,-72.27027130126953,76.85252380371094,3.9715640544891357,-0.5427330136299133,0.622615396976471,-0.13930869102478027,-0.01856202445924282
16.633119583129883,-81.71308898925781,64.6255111694336,0.1868971288204193,-0.6924524307250977,0.529687762260437,0.12073419243097305,0.0
37.099853515625,-86.40853118896484,45.4383544921875,-5.871684551239014,-0.7673121690750122,0.3717106878757477,0.3064790964126587,0.00928101222962141
58.283447265625,-84.10236358642578,25.30586051940918,0.1401728391647339,-0.7860270738601685,0.21373364329338074,0.44578778743743896,-0.01856202445924282
72.8387222290039,-75.4074935913086,4.394244194030762,4.096161842346191,-0.6737375259399414,-0.027878303080797195,0.6036709547042847,0.01856202445924282
81.33709716796875,-65.15440368652344,-17.691247940063477,-1.5107518434524536,-0.5520904660224915,-0.27878302335739136,0.7244051694869995,0.027843035757541656
84.65125274658203,-47.49456787109375,-38.97684097290039,-2.1181674003601074,-0.439800888299942,-0.5203949809074402,0.8265648484230042,0.00928101222962141
83.56038665771484,-24.31863021850586,-58.0185661315918,3.0838027000427246,-0.27136650681495667,-0.6504937410354614,0.8544266223907471,0.03712404891848564
75.5399169921875,-2.9190666675567627,-72.68682098388672,0.7631632685661316,-0.03742986172437668,-0.7991780042648315,0.7429796457290649,0.03712404891848564
64.23645782470703,15.831521987915039,-82.68035125732422,-3.5198960304260254,0.16843438148498535,-0.9385694861412048,0.6686816811561584,0.00928101222962141
46.89687728881836,37.65699768066406,-85.56829833984375,-0.5139670968055725,0.41172847151756287,-1.003618836402893,0.5293729901313782,0.01856202445924282
24.539304733276367,59.10850524902344,-83.8542251586914,1.2148313522338867,0.5708053708076477,-1.003618836402893,0.36220258474349976,0.00928101222962141
2.1193981170654297,71.79241943359375,-77.31999969482422,-4.283059120178223,0.6737375259399414,-0.9013984203338623,0.148595929145813,-0.027843035757541656
-17.48503303527832,81.0378646850586,-65.06182098388672,-1.0902332067489624,0.8234569430351257,-0.8084707856178284,-0.09287245571613312,0.0
-38.04527282714844,85.7125244140625,-45.68767166137695,4.828176021575928,0.879601776599884,-0.6319081783294678,-0.3157663643360138,-0.027843035757541656
-59.124969482421875,83.46868896484375,-25.440908432006836,-0.6074156761169434,0.8702442646026611,-0.4925166666507721,-0.44578778743743896,-0.027843035757541656
-73.73219299316406,74.80497741699219,-4.487738609313965,-4.594554424285889,0.7860270738601685,-0.25090470910072327,-0.5758092403411865,-0.027843035757541656
-82.3656234741211,64.44800567626953,17.587364196777344,0.7475885152816772,0.6737375259399414,0.009292767383158207,-0.7244051694869995,0.0
-85.80445098876953,46.850502014160156,38.665191650390625,1.1369575262069702,0.505303144454956,0.2601974904537201,-0.8172776103019714,-0.03712404891848564
-84.453857421875,23.736894607543945,57.70691680908203,-3.64449405670166,0.3742986023426056,0.39958900213241577,-0.8172776103019714,-0.027843035757541656
-76.29833221435547,2.358107328414917,72.3336181640625,-1.0902332067489624,0.1497194468975067,0.5482732653617859,-0.7336924076080322,0.0
-64.94292449951172,-16.496362686157227,82.0986099243164,2.6165597438812256,-0.1497194468975067,0.687664806842804,-0.6315327286720276,-0.00928101222962141
-47.54100799560547,-38.321842193603516,85.01771545410156,-0.15574760735034943,-0.31815382838249207,0.7434213757514954,-0.4736495316028595,-0.027843035757541656
-25.017208099365234,-59.74217987060547,83.24131774902344,-1.4017285108566284,-0.4304434061050415,0.7527141571044922,-0.34362807869911194,0.00928101222962141
-2.5245771408081055,-72.4676513671875,76.72786712646484,4.065012454986572,-0.5801628828048706,0.6412009596824646,-0.148595929145813,0.00928101222962141
17.027908325195312,-81.93124389648438,64.26192474365234,-0.15574760735034943,-0.7018098831176758,0.5203949809074402,0.12073419243097305,0.0
37.49464416503906,-86.42930603027344,45.08515167236328,-5.856110095977783,-0.7579547166824341,0.36241793632507324,0.3250536024570465,0.00928101222962141
58.64706802368164,-83.97770690917969,24.942270278930664,0.24919617176055908,-0.7766696214675903,0.22302642464637756,0.4643622934818268,0.01856202445924282
73.07767486572266,-75.29322052001953,3.9891011714935303,4.158461093902588,-0.6550225615501404,-0.027878303080797195,0.5665220022201538,0.01856202445924282
81.40982055664062,-64.96741485595703,-18.096391677856445,-1.6509246826171875,-0.5427330136299133,-0.2880757749080658,0.7244051694869995,0.046405062079429626
86.853759765625,-45.302669525146484,-37.6159782409668,7.896403789520264,-0.5333755016326904,-0.6133226752281189,0.7615541219711304,0.3155544102191925
98.19877624511719,-23.7784481048584,-60.35593032836914,31.02492332458496,-0.7485972046852112,-0.9478622674942017,-0.4643622934818268,2.078946828842163
78.8956298828125,-7.157426834106445,-51.7232666015625,37.114654541015625,0.6363076567649841,-1.4403789043426514,-3.157663583755493,3.90730619430542
62.917030334472656,8.300122261047363,-50.53900146484375,38.84345245361328,-0.6363076567649841,-0.13939151167869568,-4.634335517883301,5.401548862457275
46.346248626708984,12.642363548278809,-41.11682891845703,31.632339477539062,0.5708053708076477,0.687664806842804,-7.6062541007995605,6.3110880851745605
20.26934051513672,29.907447814941406,-53.271121978759766,-4.205185413360596,0.15907691419124603,3.113077163696289,-10.113810539245605,6.7380146980285645
7.158163070678711,36.47275161743164,-40.2857666015625,6.915193557739258,0.8889592289924622,4.953044891357422,-12.667802810668945,6.663766860961914
-18.39928436279297,37.78165817260742,-28.59894561767578,-16.431371688842773,0.7766696214675903,7.926730632781982,-14.45095443725586,5.550045490264893
-35.87392807006836,44.648216247558594,-27.580894470214844,-32.69142150878906,0.9451040029525757,10.324264526367188,-16.039073944091797,4.566257953643799
-59.197696685791016,50.11237716674805,-8.092473030090332,-28.221466064453125,0.7298822999000549,12.693920135498047,-16.707754135131836,3.1091392040252686
-73.64907836914062,43.02766799926758,3.6670641899108887,-45.789794921875,0.7953845858573914,14.571059226989746,-16.986371994018555,1.4014328718185425
-82.7500228881836,38.02058410644531,12.549047470092773,-54.94775390625,0.7298822999000549,16.048608779907227,-16.49414825439453,-0.5011746883392334
-83.82011413574219,32.826515197753906,27.53934097290039,-40.41650390625,0.5708053708076477,16.615468978881836,-15.258944511413574,-2.1995999813079834
-85.80445098876953,23.383697509765625,34.904632568359375,-47.40957260131836,0.41172847151756287,16.559711456298828,-13.206462860107422,-4.000116348266602
-76.77622985839844,10.595900535583496,38.83140563964844,-46.94232940673828,0.21522170305252075,15.844168663024902,-10.856790542602539,-5.429392337799072
-65.1091537475586,-0.3843610882759094,48.03542709350586,-29.716644287109375,-0.07485972344875336,14.329447746276855,-7.894158840179443,-6.580237865447998
-45.39044189453125,-10.253091812133789,46.009708404541016,-15.886256217956543,-0.39301353693008423,12.006255149841309,-4.7086334228515625,-7.035007476806641
-25.97301483154297,-22.51109504699707,43.682735443115234,-7.507034778594971,-0.4678732752799988,9.3020601272583,-1.5602573156356812,-7.42480993270874
-4.789423942565918,-33.293983459472656,41.262264251708984,6.588123798370361,-0.5895203351974487,6.086762428283691,1.4302358627319336,-7.035007476806641
19.729103088378906,-37.55311965942383,29.326126098632812,21.010353088378906,-0.7392397522926331,2.7971229553222656,3.965653896331787,-6.106905937194824
40.52829360961914,-40.357913970947266,19.862398147583008,35.91539764404297,-0.7673121690750122,-0.2973685562610626,5.888113498687744,-4.872531414031982
58.53278732299805,-44.419677734375,9.297513961791992,41.75593185424805,-0.7579547166824341,-3.178126335144043,7.104743003845215,-3.248354196548462
71.9140853881836,-41.89535903930664,-4.477350234985352,45.72749710083008,-0.6830949783325195,-5.622124195098877,7.717700958251953,-1.3735897541046143
81.44098663330078,-36.2961540222168,-14.356608390808105,55.05677795410156,-0.6643800139427185,-7.387750148773193,7.541243553161621,0.5197367072105408
84.73436737060547,-29.59580421447754,-25.929157257080078,52.222171783447266,-0.5520904660224915,-8.484296798706055,6.547508239746094,2.4316251277923584
82.98897552490234,-20.516572952270508,-36.20317077636719,47.0357780456543,-0.40237101912498474,-8.800251007080078,4.987250804901123,4.222860336303711
75.06201171875,-10.097270011901855,-41.28303909301758,42.36334991455078,-0.2432941049337387,-8.372783660888672,2.888333320617676,5.689260482788086
63.52999496459961,0.6856170892715454,-46.37329864501953,32.23975372314453,-0.06550225615501404,-7.201894760131836,0.34362807869911194,6.793700695037842
45.2553825378418,12.922842979431152,-48.783382415771484,17.28798484802246,0.1871493011713028,-5.426976203918457,-2.2753751277923584,7.443371772766113
23.115983963012695,24.038150787353516,-45.87466049194336,3.068227767944336,0.3836560845375061,-3.0201494693756104,-4.987250804901123,7.564024925231934
2.628469228744507,33.2524299621582,-40.929840087890625,-7.818530082702637,0.5520904660224915,-0.2601974904537201,-7.643403053283691,7.248470306396484
-17.69281768798828,39.63074493408203,-32.51532745361328,-17.537179946899414,0.7485972046852112,2.5369255542755127,-9.835192680358887,6.403898239135742
-40.040000915527344,44.191139221191406,-21.669960021972656,-29.607620239257812,0.8515293598175049,5.324755668640137,-11.525471687316895,5.234490871429443
-59.18730545043945,45.65586471557617,-10.928474426269531,-41.75593185424805,0.8328143954277039,7.945316314697266,-12.621366500854492,3.7031238079071045
