5-七松一回电压Ua_5,6-七松一回电压Ub_6,7-七松一回电压Uc_7,8-七松一回电压3Uo_8,13-七松一回电流Ia_13,14-七松一回电流Ib_14,15-七松一回电流Ic_15,16-七松一回电流3Io_16
-60.492401123046875,-21.175392150878906,82.10474395751953,0.7290728688240051,-0.06382017582654953,-0.11361333727836609,0.18443726003170013,0.007095640059560537
-56.59477615356445,-25.93034553527832,82.99201965332031,0.8558681011199951,-0.04963791370391846,-0.12781500816345215,0.17734351754188538,0.007095640059560537
-52.41196060180664,-30.590200424194336,83.49903869628906,0.8241692781448364,-0.04254678264260292,-0.12781500816345215,0.17024977505207062,0.007095640059560537
-48.03901290893555,-35.25005340576172,83.75254821777344,0.8558681011199951,-0.028364520519971848,-0.14201666414737701,0.17024977505207062,0.007095640059560537
-43.317501068115234,-39.87820816040039,83.68917083740234,0.7924704551696777,-0.02127339132130146,-0.14201666414737701,0.17024977505207062,0.014191280119121075
-38.43754959106445,-44.56976318359375,83.40396881103516,0.6973740458488464,-0.007091130129992962,-0.14911749958992004,0.16315603256225586,0.007095640059560537
-33.272403717041016,-49.26131820678711,82.80189514160156,0.538879930973053,0.014182260259985924,-0.15621833503246307,0.1560623049736023,0.007095640059560537
-27.948820114135742,-53.762672424316406,81.97798919677734,0.3803858160972595,0.014182260259985924,-0.15621833503246307,0.1560623049736023,0.007095640059560537
-22.656923294067383,-58.16893005371094,80.96395874023438,0.25359055399894714,0.028364520519971848,-0.15621833503246307,0.14187481999397278,0.014191280119121075
-17.269962310791016,-62.35329055786133,79.66473388671875,0.06339763849973679,0.04254678264260292,-0.1633191704750061,0.14187481999397278,0.007095640059560537
-12.041441917419434,-66.1572494506836,78.11199951171875,-0.15849409997463226,0.04963791370391846,-0.17042000591754913,0.13478107750415802,0.014191280119121075
-6.749545097351074,-69.67591857910156,76.24238586425781,-0.22189173102378845,0.06382017582654953,-0.17042000591754913,0.1205935925245285,0.007095640059560537
-1.6477762460708618,-72.75078582763672,74.24600982666016,-0.3169881999492645,0.07091130316257477,-0.17752084136009216,0.11349985003471375,0.007095640059560537
3.422304391860962,-75.57205963134766,71.96444702148438,-0.3803858160972595,0.0780024304986,-0.17752084136009216,0.11349985003471375,0.007095640059560537
8.365633010864258,-78.07633209228516,69.3976821899414,-0.4754822850227356,0.09218469262123108,-0.17752084136009216,0.09931237250566483,0.014191280119121075
13.340649604797363,-80.07341766357422,66.48234558105469,-0.4754822850227356,0.09218469262123108,-0.17042000591754913,0.08512488752603531,0.014191280119121075
18.188915252685547,-81.75350189208984,63.250125885009766,-0.4754822850227356,0.11345808207988739,-0.17752084136009216,0.07803115248680115,0.014191280119121075
22.97380256652832,-82.86299133300781,59.54257583618164,-0.5071811079978943,0.12054921686649323,-0.17042000591754913,0.06384366750717163,0.007095640059560537
27.600252151489258,-83.52867889404297,55.549835205078125,-0.538879930973053,0.12054921686649323,-0.17042000591754913,0.05674992501735687,0.007095640059560537
32.13163757324219,-83.75057983398438,51.24020767211914,-0.633976399898529,0.1347314715385437,-0.17042000591754913,0.042562443763017654,0.007095640059560537
36.69470977783203,-83.75057983398438,46.70875930786133,-0.6022775769233704,0.1347314715385437,-0.1633191704750061,0.028374962508678436,0.0
41.257781982421875,-83.623779296875,42.050559997558594,-0.5705787539482117,0.14182260632514954,-0.1633191704750061,0.021281221881508827,0.007095640059560537
45.757476806640625,-83.17998504638672,37.07547378540039,-0.5705787539482117,0.1560048609972,-0.1633191704750061,0.007093740627169609,0.007095640059560537
50.447303771972656,-82.54598999023438,31.81519317626953,-0.5071811079978943,0.1560048609972,-0.14911749958992004,0.0,0.007095640059560537
54.820247650146484,-81.62670135498047,26.58660125732422,-0.4754822850227356,0.16309599578380585,-0.14201666414737701,-0.014187481254339218,0.007095640059560537
58.9396858215332,-80.5172119140625,21.294631958007812,-0.4437834620475769,0.16309599578380585,-0.14201666414737701,-0.021281221881508827,0.0
63.02743911743164,-79.18582153320312,15.812531471252441,-0.538879930973053,0.17727825045585632,-0.13491584360599518,-0.035468704998493195,0.007095640059560537
66.67156219482422,-77.5057373046875,10.61562728881836,-0.4120846390724182,0.17727825045585632,-0.12781500816345215,-0.04965618625283241,0.007095640059560537
70.09386444091797,-75.73056030273438,5.418723106384277,-0.3486870229244232,0.17727825045585632,-0.11361333727836609,-0.05674992501735687,0.007095640059560537
73.04084777832031,-73.67007446289062,0.4119497239589691,-0.3169881999492645,0.18436938524246216,-0.11361333727836609,-0.07093740999698639,0.007095640059560537
75.7977066040039,-71.2926025390625,-4.594823837280273,-0.19019290804862976,0.18436938524246216,-0.09941166639328003,-0.08512488752603531,0.007095640059560537
78.20599365234375,-68.66152954101562,-9.60159683227539,-0.03169881924986839,0.18436938524246216,-0.08521000295877457,-0.08512488752603531,0.007095640059560537
80.26571655273438,-65.65005493164062,-14.481616973876953,0.25359055399894714,0.18436938524246216,-0.07100833207368851,-0.09221863001585007,0.007095640059560537
