220kV墨木I回线电压_1,220kV墨木I回线电压_2,220kV墨木I回线电压_3,220kV墨木I回线电压_4,220kV墨木Ⅰ回线_9,220kV墨木Ⅰ回线_10,220kV墨木Ⅰ回线_11,220kV墨木Ⅰ回线_12
-39.6661262512207,81.9759521484375,-42.28863525390625,0.33458301424980164,-0.14445500075817108,0.09774500131607056,0.07092999666929245,0.009514999575912952
-44.24359893798828,81.8858871459961,-37.81712341308594,0.22564899921417236,-0.14445500075817108,0.0899600014090538,0.08130999654531479,0.011245000176131725
-48.65153503417969,81.64218139648438,-33.250247955322266,0.1400579959154129,-0.14445500075817108,0.08477000147104263,0.08649999648332596,0.00865000020712614
-52.79457092285156,81.0011215209961,-28.471452713012695,0.09337200224399567,-0.1392650008201599,0.07006499916315079,0.09860999882221222,0.006920000072568655
-56.55085372924805,79.85675048828125,-23.650272369384766,0.1322769969701767,-0.14359000325202942,0.0631449967622757,0.10379999876022339,0.011245000176131725
-60.1746826171875,78.58523559570312,-18.829092025756836,0.10115300118923187,-0.13666999340057373,0.052765000611543655,0.10898999869823456,0.007784999907016754
-63.65017318725586,77.02232360839844,-13.87546157836914,0.062247999012470245,-0.13666999340057373,0.04324999824166298,0.11158499866724014,0.006920000072568655
-66.90843963623047,75.10974884033203,-8.67812442779541,0.10893400013446808,-0.12888500094413757,0.028544999659061432,0.12283000349998474,0.012109999544918537
-69.93360137939453,72.88988494873047,-3.4754879474639893,0.1478389948606491,-0.12455999851226807,0.02249000035226345,0.12455999851226807,0.012974999845027924
-72.72564697265625,70.34154510498047,1.780128002166748,0.08559100329875946,-0.12023500353097916,0.011245000176131725,0.13147999346256256,0.009514999575912952
-75.26338958740234,67.53360748291016,7.051638126373291,-0.031123999506235123,-0.1124500036239624,-0.0008650000090710819,0.1375350058078766,0.01384000014513731
-77.26073455810547,64.39718627929688,12.068843841552734,-0.12449599802494049,-0.10985500365495682,-0.00432500010356307,0.14704999327659607,0.010379999876022339
-78.99317932128906,60.916404724121094,17.02247428894043,-0.38126900792121887,-0.10206999629735947,-0.019029999151825905,0.14964500069618225,0.012974999845027924
-80.2223129272461,57.23429489135742,21.833057403564453,-0.5291079878807068,-0.09515000134706497,-0.03200500085949898,0.1531050056219101,0.006920000072568655
-81.25012969970703,53.22370910644531,26.76019859313965,-0.8014429807662964,-0.0899600014090538,-0.046709999442100525,0.16175499558448792,0.011245000176131725
-81.87528991699219,49.03828811645508,31.523099899291992,-0.9025959968566895,-0.08130999654531479,-0.05536000058054924,0.1643500030040741,0.010379999876022339
-82.37860107421875,44.900550842285156,36.158851623535156,-0.9181579947471619,-0.06660500168800354,-0.05968499928712845,0.16694499552249908,0.00865000020712614
-82.64350128173828,40.5244026184082,40.73102569580078,-0.910377025604248,-0.06141500174999237,-0.07525499910116196,0.16607999801635742,0.012974999845027924
-82.48456573486328,36.1164665222168,45.10717010498047,-0.6691660284996033,-0.05968499928712845,-0.0856349989771843,0.1712699979543686,0.015569999814033508
-82.0925064086914,31.554887771606445,49.478023529052734,-0.4201740026473999,-0.05449499934911728,-0.08649999648332596,0.1686750054359436,0.012109999544918537
-81.21304321289062,26.797283172607422,53.403839111328125,-0.21008700132369995,-0.04930499941110611,-0.08822999894618988,0.16607999801635742,0.014705000445246696
-80.09516143798828,21.923124313354492,57.32965850830078,-0.023343000560998917,-0.03286999836564064,-0.10206999629735947,0.16348500549793243,0.007784999907016754
-78.65940856933594,16.990686416625977,60.94819259643555,0.21008700132369995,-0.026815000921487808,-0.1081250011920929,0.16261999309062958,0.012974999845027924
-76.88457489013672,12.052949905395508,64.25944519042969,0.2723349928855896,-0.020759999752044678,-0.11158499866724014,0.1600250005722046,0.012974999845027924
-74.9614028930664,6.813228130340576,67.48592376708984,0.21786800026893616,-0.0008650000090710819,-0.12283000349998474,0.15397000312805176,0.010379999876022339
-72.56140899658203,1.6582740545272827,70.29916381835938,0.1322769969701767,0.0,-0.12715500593185425,0.14964500069618225,0.011245000176131725
-69.97598266601562,-3.634428024291992,72.95346069335938,0.04668600112199783,0.010379999876022339,-0.13666999340057373,0.14704999327659607,0.015569999814033508
-66.95612335205078,-8.741700172424316,75.11504364013672,0.023343000560998917,0.025949999690055847,-0.13666999340057373,0.14012999832630157,0.012974999845027924
-63.76142883300781,-13.721819877624512,76.97994232177734,0.062247999012470245,0.035464998334646225,-0.14012999832630157,0.13666999340057373,0.010379999876022339
-60.34421920776367,-18.638364791870117,78.4898681640625,0.10115300118923187,0.04324999824166298,-0.14704999327659607,0.12715500593185425,0.011245000176131725
