17-宝峰玉溪I回线电压Ua_17,18-宝峰玉溪I回线电压Ub_18,19-宝峰玉溪I回线电压Uc_19,20-宝峰玉溪I回线电压3Uo_20,25-宝峰玉溪I回线路电流Ia_25,26-宝峰玉溪I回线路电流Ib_26,27-宝峰玉溪I回线路电流Ic_27,28-宝峰玉溪I回线路电流3Io_28
86.5517349243164,-31.35752296447754,-54.417266845703125,1.0255681276321411,0.12776437401771545,0.0,-0.12431128323078156,0.0034530912525951862
83.19532775878906,-18.056215286254883,-64.6418685913086,0.8080233931541443,0.11740510165691376,0.020718548446893692,-0.13812364637851715,0.0069061825051903725
78.03641510009766,-4.47520637512207,-73.31258392333984,0.4972451627254486,0.10704582929611206,0.041437096893787384,-0.14502982795238495,0.0034530912525951862
70.73312377929688,8.981490135192871,-79.93215942382812,-0.031077822670340538,0.08632728457450867,0.06215564161539078,-0.14848291873931885,0.0
61.56516647338867,22.4071102142334,-84.53167724609375,-0.37293386459350586,0.06560873240232468,0.08632728457450867,-0.14848291873931885,0.0
50.99870681762695,35.45979690551758,-87.01789855957031,-0.2797003984451294,0.03453091159462929,0.10359273850917816,-0.14157673716545105,0.0
39.25128936767578,47.61122512817383,-87.26652526855469,0.0,0.013812365010380745,0.12431128323078156,-0.13812364637851715,0.0
26.447227478027344,58.737083435058594,-85.49508666992188,0.0,-0.0069061825051903725,0.14157673716545105,-0.13121746480464935,-0.0034530912525951862
12.866218566894531,68.6819839477539,-81.7657470703125,0.062155645340681076,-0.03107782080769539,0.15193602442741394,-0.12431128323078156,-0.0034530912525951862
-0.7769455313682556,76.70006561279297,-75.89204406738281,0.5594007968902588,-0.04834327846765518,0.15884220600128174,-0.11740510165691376,-0.0069061825051903725
-14.202564239501953,82.48053741455078,-67.96719360351562,0.8701789975166321,-0.06906182318925858,0.15884220600128174,-0.09323346614837646,-0.0069061825051903725
-27.566028594970703,86.27203369140625,-58.488460540771484,0.6837120652198792,-0.08978037536144257,0.15193602442741394,-0.06560873240232468,-0.0069061825051903725
-40.339012145996094,87.91915893554688,-47.58014678955078,0.37293386459350586,-0.10704582929611206,0.14502982795238495,-0.041437096893787384,-0.010359274223446846
-51.9310417175293,87.48406982421875,-35.55302810668945,0.43508949875831604,-0.12085819244384766,0.13812364637851715,-0.017265455797314644,-0.0069061825051903725
-62.52857971191406,84.93568420410156,-22.531421661376953,0.3418560326099396,-0.13812364637851715,0.13467055559158325,0.0034530912525951862,-0.0069061825051903725
-71.88300323486328,80.33616638183594,-8.981490135192871,-0.2797003984451294,-0.14157673716545105,0.11740510165691376,0.02417163923382759,-0.010359274223446846
-79.15521240234375,73.68551635742188,4.506284236907959,-1.0566459894180298,-0.14502982795238495,0.10013964772224426,0.04489018768072128,-0.0069061825051903725
-84.22090148925781,65.10803985595703,17.869747161865234,-1.3674241304397583,-0.14502982795238495,0.07596801221370697,0.06560873240232468,-0.0069061825051903725
-87.17329406738281,55.00774383544922,31.046743392944336,-1.212035059928894,-0.13812364637851715,0.04834327846765518,0.08632728457450867,-0.0069061825051903725
-87.95023345947266,43.5400276184082,43.384639739990234,-1.0566459894180298,-0.13121746480464935,0.020718548446893692,0.10013964772224426,-0.0069061825051903725
-86.5517349243164,31.077821731567383,54.75912094116211,-0.8391011953353882,-0.12776437401771545,0.0,0.11740510165691376,-0.0034530912525951862
-83.22640991210938,17.74543571472168,65.01480102539062,-0.6526342630386353,-0.11395201086997986,-0.02417163923382759,0.12776437401771545,-0.0034530912525951862
-78.00533294677734,4.1022725105285645,73.68551635742188,-0.4661673307418823,-0.10359273850917816,-0.04834327846765518,0.14157673716545105,-0.0069061825051903725
-70.70204162597656,-9.385501861572266,80.18077850341797,-0.18646693229675293,-0.08287419378757477,-0.06560873240232468,0.14848291873931885,-0.0034530912525951862
-61.50300979614258,-22.748966217041016,84.68706512451172,0.21754474937915802,-0.06215564161539078,-0.09323346614837646,0.14502982795238495,0.0
-50.93655014038086,-35.73949432373047,87.1422119140625,0.2797003984451294,-0.03453091159462929,-0.11049892008304596,0.13812364637851715,-0.0034530912525951862
-39.09590148925781,-47.85984420776367,87.39083862304688,0.12431129068136215,-0.013812365010380745,-0.12776437401771545,0.13812364637851715,0.0
-26.13644790649414,-58.92354965209961,85.55724334716797,0.3107782304286957,0.010359274223446846,-0.13812364637851715,0.13121746480464935,0.0034530912525951862
-12.524362564086914,-68.8373794555664,81.79682922363281,0.2486225813627243,0.03107782080769539,-0.15538911521434784,0.12085819244384766,0.0034530912525951862
0.9634124636650085,-76.82437896728516,75.7988052368164,-0.5283229947090149,0.04489018768072128,-0.15884220600128174,0.10704582929611206,0.0034530912525951862
14.326875686645508,-82.66700744628906,67.87396240234375,-1.1188015937805176,0.06906182318925858,-0.15884220600128174,0.08978037536144257,0.0034530912525951862
27.690340042114258,-86.45850372314453,58.39522933959961,-0.8701789975166321,0.08978037536144257,-0.15193602442741394,0.06215564161539078,0.0034530912525951862
40.52547836303711,-88.10562896728516,47.549068450927734,-0.3107782304286957,0.10704582929611206,-0.14848291873931885,0.037984006106853485,0.0069061825051903725
52.086429595947266,-87.54622650146484,35.521949768066406,-0.2486225813627243,0.12431128323078156,-0.14157673716545105,0.013812365010380745,0.0034530912525951862
62.68396759033203,-84.96676635742188,22.46926498413086,-0.12431129068136215,0.13812364637851715,-0.12776437401771545,-0.010359274223446846,0.0069061825051903725
72.03839111328125,-80.30509185791016,8.888257026672363,0.43508949875831604,0.14502982795238495,-0.11740510165691376,-0.02762473002076149,0.0069061825051903725
79.27952575683594,-73.6544418334961,-4.7238287925720215,0.9634124636650085,0.14848291873931885,-0.10359273850917816,-0.04834327846765518,0.0034530912525951862
84.22090148925781,-65.10803985595703,-18.087291717529297,1.1498794555664062,0.14502982795238495,-0.07942110300064087,-0.07251491397619247,0.0069061825051903725
87.11113739013672,-54.8834342956543,-31.202133178710938,1.1188015937805176,0.13812364637851715,-0.05179636925458908,-0.08978037536144257,0.0034530912525951862
87.91915893554688,-43.44679641723633,-43.508949279785156,1.1188015937805176,0.13121746480464935,-0.02417163923382759,-0.10704582929611206,0.0034530912525951862
86.48957824707031,-30.922433853149414,-54.75912094116211,1.0566459894180298,0.12776437401771545,0.0,-0.12431128323078156,0.0034530912525951862
83.10209655761719,-17.621124267578125,-64.92156982421875,0.8391011953353882,0.12085819244384766,0.02417163923382759,-0.13812364637851715,0.0034530912525951862
77.78778839111328,-4.040116786956787,-73.56120300292969,0.43508949875831604,0.10704582929611206,0.04489018768072128,-0.14502982795238495,0.0034530912525951862
70.45342254638672,9.447657585144043,-80.11862182617188,-0.031077822670340538,0.08978037536144257,0.06560873240232468,-0.14848291873931885,0.0
61.25438690185547,22.87327766418457,-84.65599060058594,-0.37293386459350586,0.06215564161539078,0.08632728457450867,-0.14848291873931885,0.0
50.625770568847656,35.925960540771484,-87.0800552368164,-0.2797003984451294,0.037984006106853485,0.10704582929611206,-0.14157673716545105,0.0
38.8472785949707,47.98415756225586,-87.23544311523438,0.0,0.013812365010380745,0.12431128323078156,-0.13812364637851715,0.0
25.856748580932617,58.05337142944336,-84.37628936767578,-0.3418560326099396,-0.010359274223446846,0.15884220600128174,-0.14502982795238495,-0.0034530912525951862
11.001548767089844,46.678890228271484,-59.23432922363281,-2.7348482608795166,-0.020718548446893692,0.45235496759414673,-0.42473024129867554,0.0
-2.0200583934783936,29.368541717529297,-26.602615356445312,2.1443698406219482,-0.03453091159462929,0.8183826208114624,-0.7734924554824829,0.0034530912525951862
-14.26471996307373,29.399620056152344,-12.555439949035645,5.5318522453308105,-0.05179636925458908,1.1533324718475342,-1.0980830192565918,0.0
-28.374052047729492,36.23674011230469,-6.464187145233154,2.9213151931762695,-0.05870255082845688,1.4641107320785522,-1.4054081439971924,0.0034530912525951862
-42.017215728759766,39.313446044921875,1.8025137186050415,-1.5538910627365112,-0.07596801221370697,1.712733268737793,-1.6367652416229248,0.0034530912525951862
-53.795711517333984,40.12146759033203,12.275739669799805,-2.268681049346924,-0.08287419378757477,1.9061063528060913,-1.8197791576385498,0.0069061825051903725
-63.771690368652344,41.395660400390625,21.630165100097656,-0.6526342630386353,-0.09668655693531036,2.0476832389831543,-1.9440903663635254,0.010359274223446846
-72.06946563720703,44.03727340698242,27.814651489257812,0.3418560326099396,-0.11049892008304596,2.1201980113983154,-1.9993398189544678,0.010359274223446846
-79.80784606933594,43.10493850708008,35.83272933959961,-1.0566459894180298,-0.12085819244384766,2.1271042823791504,-2.0027928352355957,0.0069061825051903725
-84.74922180175781,41.17811584472656,42.887393951416016,-0.5594007968902588,-0.12776437401771545,2.082214117050171,-1.9440903663635254,0.0034530912525951862
-88.4164047241211,44.4412841796875,44.254817962646484,1.1188015937805176,-0.11740510165691376,2.0062460899353027,-1.885387897491455,0.0
-90.7783203125,43.94404220581055,46.05733108520508,-1.2431129217147827,-0.09323346614837646,1.9199187755584717,-1.809419870376587,0.0069061825051903725
-89.06903839111328,41.33350372314453,45.311466217041016,-4.381972789764404,-0.07251491397619247,1.809419870376587,-1.7161864042282104,0.010359274223446846
-82.449462890625,34.434226989746094,45.87086486816406,-3.977961301803589,-0.06215564161539078,1.6851085424423218,-1.5953282117843628,0.013812365010380745
-72.9085693359375,29.555007934570312,43.384639739990234,0.12431129068136215,-0.05870255082845688,1.5159070491790771,-1.4295798540115356,0.013812365010380745
-63.80276870727539,26.260759353637695,38.90943145751953,2.4551479816436768,-0.05870255082845688,1.3432525396347046,-1.260378360748291,0.0069061825051903725
-55.536067962646484,19.330406188964844,37.10691833496094,1.087723731994629,-0.06560873240232468,1.1567856073379517,-1.073911428451538,0.0034530912525951862
-47.145057678222656,11.063704490661621,35.70841598510742,-1.1809571981430054,-0.06215564161539078,0.918522298336029,-0.8391011953353882,0.0034530912525951862
-37.604164123535156,1.8646693229675293,34.30991744995117,-2.9213151931762695,-0.04489018768072128,0.6215564608573914,-0.5559477210044861,0.0034530912525951862
-25.82567024230957,-7.1168212890625,30.984588623046875,-3.7293386459350586,-0.017265455797314644,0.2658880352973938,-0.22445093095302582,0.0069061825051903725
-12.213583946228027,-13.736397743225098,24.365013122558594,-2.8591597080230713,0.010359274223446846,-0.10359273850917816,0.11395201086997986,0.0034530912525951862
