17-220kVⅡ段母电压Ua_17,18-220kVⅡ段母电压Ub_18,19-220kVⅡ段母电压Uc_19,20-220kVⅡ段母电压3Uo_20,9-220kV抚常Ⅱ回线路电流Ia_9,10-220kV抚常Ⅱ回线路电流Ib_10,11-220kV抚常Ⅱ回线路电流Ic_11,12-220kV抚常Ⅱ回线路电流3Io_12
57.529415130615234,-84.4311752319336,27.07898712158203,-0.023306231945753098,0.0,-0.10789922624826431,0.10789922624826431,0.0
61.810707092285156,-83.26927947998047,21.73455238342285,0.17091237008571625,0.008631938137114048,-0.11653116345405579,0.11221519112586975,0.004315969068557024
65.6568832397461,-81.619384765625,16.242738723754883,0.15537488460540771,0.012947906740009785,-0.11653116345405579,0.10358325392007828,-0.004315969068557024
69.20001983642578,-79.7835922241211,10.805221557617188,0.062149953097105026,0.03452775254845619,-0.12084712833166122,0.0949513167142868,0.0
72.21479797363281,-77.70767211914062,5.6469502449035645,-0.07768744230270386,0.03452775254845619,-0.12516310811042786,0.08631937950849533,-0.004315969068557024
75.05863189697266,-75.40711212158203,0.44989436864852905,-0.18644985556602478,0.0474756583571434,-0.12084712833166122,0.07768744230270386,0.004315969068557024
77.72376251220703,-72.8044662475586,-4.731647491455078,-0.062149953097105026,0.05179162696003914,-0.12516310811042786,0.07337146997451782,0.0
80.03146362304688,-69.67508697509766,-10.037298202514648,0.19421860575675964,0.06042356416583061,-0.12516310811042786,0.07768744230270386,-0.004315969068557024
81.99728393554688,-66.3133316040039,-15.311922073364258,0.26413729786872864,0.06042356416583061,-0.13379503786563873,0.06905550509691238,-0.004315969068557024
83.64453887939453,-62.54878616333008,-20.664113998413086,0.39620596170425415,0.06905550509691238,-0.1294790655374527,0.06905550509691238,-0.004315969068557024
84.87997436523438,-58.2807502746582,-25.938737869262695,0.7613369226455688,0.07768744230270386,-0.13811101019382477,0.06042356416583061,0.0
85.5481948852539,-53.93525695800781,-30.856548309326172,0.9555555582046509,0.08200341463088989,-0.1294790655374527,0.05179162696003914,0.0
85.71136474609375,-49.419349670410156,-35.619224548339844,0.807949423789978,0.0949513167142868,-0.12516310811042786,0.03884372115135193,0.004315969068557024
85.85900115966797,-44.97315979003906,-40.31208801269531,0.6448057889938354,0.0949513167142868,-0.12084712833166122,0.03452775254845619,0.0
85.8123779296875,-40.31007766723633,-45.028221130371094,0.46612465381622314,0.09063535183668137,-0.11653116345405579,0.02589581348001957,0.0
